outer_fold,session,channel,node_strength,diagonal_energy,off_diagonal_energy
5,1,C5,0.26168785917821374,0.50576778304051206,0.49423221695948838
5,1,C3,0.83239603835764697,0.50576778304051206,0.49423221695948838
5,1,C1,0.45766485950632607,0.50576778304051206,0.49423221695948838
5,1,Cz,0.45052947799704113,0.50576778304051206,0.49423221695948838
5,1,C2,0.50225909904739785,0.50576778304051206,0.49423221695948838
5,1,C4,0.8980618013046322,0.50576778304051206,0.49423221695948838
5,1,C6,0.29309195270493549,0.50576778304051206,0.49423221695948838
5,1,CP5,0.25553562291026877,0.50576778304051206,0.49423221695948838
5,1,CP3,0.52660854143725677,0.50576778304051206,0.49423221695948838
5,1,CP1,0.43206666762548468,0.50576778304051206,0.49423221695948838
5,1,CPz,0.41786664305971599,0.50576778304051206,0.49423221695948838
5,1,CP2,0.50114374219942803,0.50576778304051206,0.49423221695948838
5,1,CP4,0.6555641001760053,0.50576778304051206,0.49423221695948838
5,1,CP6,0.36896489743470368,0.50576778304051206,0.49423221695948838
