budget,subject,session,status,proposed_mae,direct_mae,source_mae,proposed_sign_accuracy,direct_sign_accuracy,projected_prototype_reconstruction_error_proposed,projected_prototype_reconstruction_error_direct
2,26,0,EVALUATED,0.18661799411514932,0.2555661114378038,0.2236686156836719,0.39,0.39000000000000001,0.18661799411514932,0.25556611143780378
2,26,1,EVALUATED,0.22795367992825122,0.281190214526547,0.23832235234203908,0.345,0.34499999999999997,0.22795367992825122,0.28119021452654702
2,27,0,EVALUATED,0.17072447371489502,0.2550300540088915,0.23414138937597254,0.32,0.32000000000000001,0.17072447371489502,0.2550300540088915
2,27,1,EVALUATED,0.2318864221436533,0.2552759445652845,0.22635659205057748,0.515,0.51500000000000001,0.23188642214365329,0.25527594456528452
2,28,0,EVALUATED,0.12234901035392574,0.2339248958544648,0.10181842533579787,0.965,0.96499999999999997,0.12234901035392574,0.2339248958544648
2,28,1,EVALUATED,0.15835677038809848,0.23989742110124554,0.10949888941177129,0.96,0.95999999999999996,0.15835677038809848,0.23989742110124554
2,29,0,EVALUATED,0.35028163053070843,0.28852405383532637,0.06226822313049354,0.91,0.91000000000000003,0.35028163053070843,0.28852405383532637
2,29,1,EVALUATED,0.34304447767408236,0.3106709318063738,0.3651845558683411,0.975,0.97499999999999998,0.34304447767408236,0.31067093180637378
2,30,0,EVALUATED,0.402921295915763,0.3213221591039813,0.1771745873731195,0.285,0.28499999999999998,0.40292129591576298,0.32132215910398132
2,30,1,EVALUATED,0.1405492634442959,0.19076742692365198,0.18240278805409582,0.42,0.41999999999999998,0.14054926344429591,0.19076742692365198
2,31,0,EVALUATED,0.10608985759573358,0.2501835214526613,0.22039790986919786,0.27,0.27000000000000002,0.10608985759573358,0.25018352145266132
2,31,1,EVALUATED,0.15384657550407638,0.21595333471843461,0.2583007172070353,0.275,0.27500000000000002,0.15384657550407638,0.21595333471843461
2,32,0,EVALUATED,0.2092586465370627,0.28481385172010776,0.31380471965188134,1.0,1,0.20925864653706269,0.28481385172010776
2,32,1,EVALUATED,0.22132809506855666,0.2647950616209205,0.18507412107869892,0.985,0.98499999999999999,0.22132809506855666,0.26479506162092048
2,33,0,EVALUATED,0.1890447837260674,0.23430367998860047,0.06055920223452759,1.0,1,0.18904478372606739,0.23430367998860047
2,33,1,EVALUATED,0.26092118770747197,0.2732028292553272,0.020745830062894547,0.96,0.95999999999999996,0.26092118770747197,0.27320282925532718
2,34,0,EVALUATED,0.5131707939070638,0.35361702815453183,0.19006965625830738,0.51,0.51000000000000001,0.51317079390706377,0.35361702815453183
2,34,1,EVALUATED,0.4576653890031159,0.36121275110196893,0.25959465237670043,0.5,0.5,0.45766538900311587,0.36121275110196893
2,35,0,EVALUATED,0.15437005630008674,0.252681427800867,0.17435739722871246,0.48,0.47999999999999998,0.15437005630008674,0.252681427800867
2,35,1,EVALUATED,0.23897571393484143,0.21713589151870377,0.19537854323788,0.615,0.61499999999999999,0.23897571393484143,0.21713589151870377
2,36,0,EVALUATED,0.2794023737562048,0.31699304366754577,0.6311867371455067,1.0,1,0.2794023737562048,0.31699304366754577
2,36,1,EVALUATED,0.24352674922256767,0.3250685542803997,0.9135827935374005,1.0,1,0.24352674922256767,0.32506855428039971
2,37,0,EVALUATED,0.19239291761019317,0.3016102905150289,0.17586904446631457,0.965,0.96499999999999997,0.19239291761019317,0.30161029051502891
2,37,1,EVALUATED,0.23832163030393982,0.27603435929113984,0.12095878508204805,0.99,0.98999999999999999,0.23832163030393982,0.27603435929113984
2,38,0,EVALUATED,0.09684686745136378,0.23713926342996508,0.1947596047210014,0.32,0.32000000000000001,0.096846867451363783,0.23713926342996508
2,38,1,EVALUATED,0.12443550239860761,0.19245844913962148,0.20097862169454891,0.335,0.33500000000000002,0.12443550239860761,0.19245844913962148
2,39,0,EVALUATED,0.2109613412241632,0.27086718340892263,0.12017941282280348,0.85,0.84999999999999998,0.21096134122416321,0.27086718340892263
2,39,1,EVALUATED,0.20160997689138682,0.26856984087884156,0.18392413832118987,0.81,0.81000000000000005,0.20160997689138682,0.26856984087884156
2,40,0,EVALUATED,0.17963070561090771,0.20722998253423036,0.1860571477063438,0.5,0.5,0.17963070561090771,0.20722998253423036
2,40,1,EVALUATED,0.16339569992150643,0.21682198200189198,0.26353997344648417,0.345,0.34499999999999997,0.16339569992150643,0.21682198200189198
2,41,0,EVALUATED,0.18201583271956706,0.19383919500855065,0.17696353068878956,0.515,0.51500000000000001,0.18201583271956706,0.19383919500855065
2,41,1,EVALUATED,0.12604581896882924,0.19740039692082767,0.20557605875368382,0.42,0.41999999999999998,0.12604581896882924,0.19740039692082767
2,42,0,EVALUATED,0.32404068519346324,0.31768574365603464,0.2189149494549346,0.375,0.375,0.32404068519346324,0.31768574365603464
2,42,1,EVALUATED,0.11636713209420123,0.27044964525529036,0.26990720119697575,0.255,0.255,0.11636713209420123,0.27044964525529036
2,43,0,EVALUATED,0.022166461747862805,0.2589003525220862,0.15608005215165643,0.85,0.84999999999999998,0.022166461747862805,0.25890035252208621
2,43,1,EVALUATED,0.03585166358697378,0.21469978917299126,0.20950520647477597,0.215,0.215,0.035851663586973781,0.21469978917299126
2,44,0,EVALUATED,0.32852946124548227,0.3202996036187931,0.1658297199757484,0.96,0.95999999999999996,0.32852946124548227,0.32029960361879312
2,44,1,EVALUATED,0.2852639287219566,0.2954686013294232,0.2647373927294981,0.995,0.995,0.28526392872195661,0.29546860132942321
2,45,0,EVALUATED,0.5649588305013683,0.43878940780951203,0.1320177809751043,0.735,0.73499999999999999,0.5649588305013683,0.43878940780951203
2,45,1,EVALUATED,0.20168945329172266,0.24335003145233905,0.04888791272770179,0.985,0.98499999999999999,0.20168945329172266,0.24335003145233905
2,46,0,EVALUATED,0.21972173397357952,0.36575086878733115,0.17845314995890504,0.255,0.255,0.21972173397357952,0.36575086878733115
2,46,1,EVALUATED,0.10998427688808278,0.25486805487339237,0.2352631545231957,0.29,0.28999999999999998,0.10998427688808278,0.25486805487339237
2,47,0,EVALUATED,0.18154714898578142,0.27885600657545967,0.19653126243234822,0.425,0.42499999999999999,0.18154714898578142,0.27885600657545967
2,47,1,EVALUATED,0.16072868370602278,0.25605244654293263,0.20934104644090057,0.175,0.17499999999999999,0.16072868370602278,0.25605244654293263
2,48,0,EVALUATED,0.14032510244061633,0.23635482896310264,0.2133748585463891,0.355,0.35499999999999998,0.14032510244061633,0.23635482896310264
2,48,1,EVALUATED,0.22042053163821548,0.24734535857462753,0.21673397824283147,0.51,0.51000000000000001,0.22042053163821548,0.24734535857462753
2,49,0,EVALUATED,0.05807179287986827,0.22216054978054323,0.20119280569714384,0.19,0.19,0.058071792879868273,0.22216054978054323
2,49,1,EVALUATED,0.050200034459978,0.20760085001628611,0.19103892726819482,0.19,0.19,0.050200034459977998,0.20760085001628611
2,50,0,EVALUATED,0.2087793297614676,0.23575778607908993,0.22552447305503848,0.455,0.45500000000000002,0.2087793297614676,0.23575778607908993
2,50,1,EVALUATED,0.20841387643361567,0.2211107094569919,0.2253921390568341,0.47,0.46999999999999997,0.20841387643361567,0.22111070945699191
2,51,0,EVALUATED,0.14036167187978918,0.24958073442455558,0.20864338090207774,0.29,0.28999999999999998,0.14036167187978918,0.24958073442455558
2,51,1,EVALUATED,0.31833804327901005,0.27737805028667495,0.16917714339892093,0.46,0.46000000000000002,0.31833804327901005,0.27737805028667495
2,52,0,EVALUATED,0.01306760284032288,0.244196760184325,0.17485832021346442,0.13,0.13,0.01306760284032288,0.24419676018432501
2,52,1,EVALUATED,0.06045733940991679,0.20130035133263058,0.19618930954895855,0.2,0.20000000000000001,0.060457339409916787,0.20130035133263058
2,53,0,EVALUATED,0.1578003247137669,0.2213508526211347,0.1936599681747604,0.42,0.41999999999999998,0.1578003247137669,0.22135085262113471
2,53,1,EVALUATED,0.13277891432766784,0.2256489930867518,0.22938659037204615,0.35,0.34999999999999998,0.13277891432766784,0.22564899308675179
2,54,0,EVALUATED,0.13714484176927141,0.2474250880723548,0.1953601593008652,0.39,0.39000000000000001,0.13714484176927141,0.2474250880723548
2,54,1,EVALUATED,0.5032061413805367,0.31353480799540534,0.1923147894548316,0.36,0.35999999999999999,0.50320614138053665,0.31353480799540534
4,1,0,EVALUATED,0.38420297152764293,0.2598882300237912,0.16654051700258563,0.88,0.88,0.38420297152764293,0.25988823002379119
4,1,1,EVALUATED,0.27259175368502025,0.22096096831430145,0.17778711840878436,0.935,0.93500000000000005,0.27259175368502025,0.22096096831430145
4,2,0,EVALUATED,0.007652593296781653,0.20619853781916875,0.16091052626173677,0.99,0.98999999999999999,0.0076525932967816531,0.20619853781916875
4,2,1,EVALUATED,0.02269704893791374,0.20312791318400072,0.16520835416392793,0.945,0.94499999999999995,0.022697048937913741,0.20312791318400072
4,3,0,EVALUATED,0.2556788705831505,0.28523804156981714,0.11126645074036684,0.99,0.98999999999999999,0.25567887058315047,0.28523804156981714
4,3,1,EVALUATED,0.28211351639719107,0.25549681594036244,0.15484663807222668,1.0,1,0.28211351639719107,0.25549681594036244
4,4,0,EVALUATED,0.09675369967727779,0.23787742175045615,0.21997342521379937,0.25,0.25,0.096753699677277788,0.23787742175045615
4,4,1,EVALUATED,0.16640360835599297,0.2073423148346361,0.2589592737397179,0.29,0.28999999999999998,0.16640360835599297,0.20734231483463611
4,5,0,EVALUATED,0.14805284900625457,0.23998866717371845,0.05990432063509983,0.995,0.995,0.14805284900625457,0.23998866717371845
4,5,1,EVALUATED,0.1988528830189211,0.22668954366398153,0.06896562288330756,1.0,1,0.19885288301892109,0.22668954366398153
4,6,0,EVALUATED,0.1616048644658636,0.24038313398761535,0.2274420683187545,0.315,0.315,0.16160486446586361,0.24038313398761535
4,6,1,EVALUATED,0.08633204406350224,0.20960397867075697,0.23785353708856824,0.19,0.19,0.086332044063502242,0.20960397867075697
4,7,0,EVALUATED,0.4247126005128157,0.26702458797318795,0.20991830648288462,0.475,0.47499999999999998,0.42471260051281567,0.26702458797318795
4,7,1,EVALUATED,0.5953052874132827,0.29202364617812715,0.20297845064191936,0.305,0.30499999999999999,0.5953052874132827,0.29202364617812715
4,8,0,EVALUATED,0.3434597725784058,0.2419128327080054,0.21440410291489065,0.275,0.27500000000000002,0.34345977257840582,0.2419128327080054
4,8,1,EVALUATED,0.3923906094098467,0.2878549466381882,0.25011669226110306,0.175,0.17499999999999999,0.39239060940984671,0.28785494663818822
4,9,0,EVALUATED,0.17767930765465223,0.23094996459068265,0.1490198048354178,0.975,0.97499999999999998,0.17767930765465223,0.23094996459068265
4,9,1,EVALUATED,0.02688254045990907,0.2377755971203475,0.23519981505254176,0.085,0.085000000000000006,0.026882540459909069,0.23777559712034749
4,10,0,EVALUATED,0.03855186606776618,0.2243638172760432,0.1874028404629446,0.295,0.29499999999999998,0.038551866067766179,0.22436381727604321
4,10,1,EVALUATED,0.13038075626712065,0.20182485443470013,0.23470302292369305,0.325,0.32500000000000001,0.13038075626712065,0.20182485443470013
4,11,0,EVALUATED,0.2211258285126631,0.2169870663759223,0.21940986275891153,0.505,0.505,0.2211258285126631,0.2169870663759223
4,11,1,EVALUATED,0.23019471580814035,0.20113708803679028,0.19238076416210018,0.6,0.59999999999999998,0.23019471580814035,0.20113708803679028
4,12,0,EVALUATED,0.10421105073131047,0.18918240277300546,0.21322081950704636,0.285,0.28499999999999998,0.10421105073131047,0.18918240277300546
4,12,1,EVALUATED,0.07249148492299376,0.2035697967655402,0.22817870382323746,0.205,0.20499999999999999,0.07249148492299376,0.20356979676554021
4,13,0,EVALUATED,0.11427912051805318,0.2112509481891639,0.22097846313088731,0.27,0.27000000000000002,0.11427912051805318,0.2112509481891639
4,13,1,EVALUATED,0.1473226556601117,0.2162626997394139,0.2458110165393169,0.295,0.29499999999999998,0.14732265566011171,0.21626269973941389
4,14,0,EVALUATED,0.12498781123036735,0.22516788454700978,0.26979898123069,0.165,0.16500000000000001,0.12498781123036735,0.22516788454700978
4,14,1,EVALUATED,0.08009709535450414,0.23298654554980375,0.2641494474976998,0.18,0.17999999999999999,0.080097095354504141,0.23298654554980375
4,15,0,EVALUATED,0.2764017507163416,0.23902451942449254,0.207352865065913,0.705,0.70499999999999996,0.2764017507163416,0.23902451942449254
4,15,1,EVALUATED,0.17204540551533803,0.23312409721591534,0.2497688080041142,0.325,0.32500000000000001,0.17204540551533803,0.23312409721591534
4,16,0,EVALUATED,0.4370621384160314,0.2689315178838961,0.203993511393467,0.295,0.29499999999999998,0.43706213841603142,0.26893151788389608
4,16,1,EVALUATED,0.18706490293346614,0.200454693170568,0.18386660481540598,0.51,0.51000000000000001,0.18706490293346614,0.20045469317056799
4,17,0,EVALUATED,0.027801827145877374,0.23448150451143632,0.21191284695200982,0.035,0.035000000000000003,0.027801827145877374,0.23448150451143632
4,17,1,EVALUATED,0.13434382200049869,0.22410198426775474,0.23273749251882042,0.085,0.085000000000000006,0.13434382200049869,0.22410198426775474
4,18,0,EVALUATED,0.11348030429806506,0.2497092527335196,0.14001897807493063,1.0,1,0.11348030429806506,0.2497092527335196
4,18,1,EVALUATED,0.13974660744543202,0.21009887755882656,0.07678877798683244,0.985,0.98499999999999999,0.13974660744543202,0.21009887755882656
4,19,0,EVALUATED,0.2762081061891117,0.23557515138838447,0.0717095224299131,0.97,0.96999999999999997,0.27620810618911168,0.23557515138838447
4,19,1,EVALUATED,0.24836936731929185,0.2268513597609568,0.21145750924086137,0.855,0.85499999999999998,0.24836936731929185,0.2268513597609568
4,20,0,EVALUATED,0.09444734086319982,0.20694708329366107,0.2326342594795587,0.16,0.16,0.094447340863199822,0.20694708329366107
4,20,1,EVALUATED,0.056018782233268144,0.19940059117361236,0.23078394132761829,0.095,0.095000000000000001,0.056018782233268144,0.19940059117361236
4,21,0,EVALUATED,0.18993051976411948,0.23982889413131767,0.11960786661245494,1.0,1,0.18993051976411948,0.23982889413131767
4,21,1,EVALUATED,0.2085524332206179,0.2321135687547483,0.33811730994800726,1.0,1,0.20855243322061789,0.23211356875474831
4,22,0,EVALUATED,0.252167282724211,0.24734432396179745,0.16760546855709657,0.87,0.87,0.25216728272421102,0.24734432396179745
4,22,1,EVALUATED,0.09225638430132084,0.23495560154727102,0.2587452042997364,0.125,0.125,0.09225638430132084,0.23495560154727102
4,23,0,EVALUATED,0.1586280784847883,0.2204703956822648,0.005694145714914917,1.0,1,0.1586280784847883,0.22047039568226481
4,23,1,EVALUATED,0.260630813807338,0.2447967954020583,0.0886353566083474,0.965,0.96499999999999997,0.26063081380733799,0.24479679540205829
4,24,0,EVALUATED,0.1465241580131293,0.2157479932803982,0.2239640341432056,0.325,0.32500000000000001,0.14652415801312929,0.2157479932803982
4,24,1,EVALUATED,0.160505916854667,0.22953000171552168,0.2501350956796103,0.295,0.29499999999999998,0.160505916854667,0.22953000171552168
4,25,0,EVALUATED,0.23470663163437053,0.2416369790227418,0.21850655758645182,0.295,0.29499999999999998,0.23470663163437053,0.24163697902274181
4,25,1,EVALUATED,0.17602773457368087,0.20831850989766323,0.195970391793092,0.47,0.46999999999999997,0.17602773457368087,0.20831850989766323
4,26,0,EVALUATED,0.18661799411514932,0.20960304266624533,0.18661799411514926,0.5,0.5,0.18661799411514932,0.20960304266624533
4,26,1,EVALUATED,0.22166084944201983,0.23504742561858014,0.2320295218558077,0.365,0.36499999999999999,0.22166084944201983,0.23504742561858014
4,27,0,EVALUATED,0.17072447371489502,0.21863425596049155,0.23072689990167464,0.33,0.33000000000000002,0.17072447371489502,0.21863425596049155
4,27,1,EVALUATED,0.2318864221436533,0.22456114448087677,0.21529693186442564,0.545,0.54500000000000004,0.23188642214365329,0.22456114448087677
4,28,0,EVALUATED,0.11853921715484979,0.23311943240560695,0.09800863213672192,0.99,0.98999999999999999,0.11853921715484979,0.23311943240560695
4,28,1,EVALUATED,0.15347663253870117,0.22471459354780188,0.10461875156237395,0.99,0.98999999999999999,0.15347663253870117,0.22471459354780188
4,29,0,EVALUATED,0.3226004631284248,0.2796421643933568,0.03914186195486598,0.98,0.97999999999999998,0.32260046312842477,0.27964216439335682
4,29,1,EVALUATED,0.32236032901503436,0.23434421700897332,0.35878795963222077,0.995,0.995,0.32236032901503436,0.23434421700897332
4,30,0,EVALUATED,0.40570880597657566,0.2491407113440915,0.17996209743393204,0.235,0.23499999999999999,0.40570880597657566,0.24914071134409149
4,30,1,EVALUATED,0.1405492634442959,0.1879087803157506,0.2034851775707402,0.345,0.34499999999999997,0.14054926344429591,0.18790878031575059
4,31,0,EVALUATED,0.10608985759573358,0.2063983158878398,0.2214588084451552,0.265,0.26500000000000001,0.10608985759573358,0.2063983158878398
4,31,1,EVALUATED,0.15384657550407638,0.21224749770951604,0.28291616928768754,0.195,0.19500000000000001,0.15384657550407638,0.21224749770951604
4,32,0,EVALUATED,0.2092586465370627,0.23928141400143466,0.31380471965188134,1.0,1,0.20925864653706269,0.23928141400143466
4,32,1,EVALUATED,0.21038047745958238,0.21414078623321614,0.1795118592471388,1.0,1,0.21038047745958238,0.21414078623321614
4,33,0,EVALUATED,0.1890447837260674,0.2275790643070027,0.06055920223452759,1.0,1,0.18904478372606739,0.2275790643070027
4,33,1,EVALUATED,0.25506715232194976,0.25002634241619737,0.015059242580682173,0.975,0.97499999999999998,0.25506715232194976,0.25002634241619737
4,34,0,EVALUATED,0.49962416515860825,0.26874472064507826,0.17798201573960465,0.545,0.54500000000000004,0.49962416515860825,0.26874472064507826
4,34,1,EVALUATED,0.4265140307179118,0.29804217780862624,0.23747533200439677,0.56,0.56000000000000005,0.42651403071791177,0.29804217780862624
4,35,0,EVALUATED,0.1801686962330686,0.21133071689826216,0.2011120617654088,0.39,0.39000000000000001,0.18016869623306861,0.21133071689826216
4,35,1,EVALUATED,0.23897571393484143,0.22986499648434033,0.20675171820230476,0.585,0.58499999999999996,0.23897571393484143,0.22986499648434033
4,36,0,EVALUATED,0.2794023737562048,0.2557206321204928,0.6311867371455067,1.0,1,0.2794023737562048,0.25572063212049279
4,36,1,EVALUATED,0.24352674922256767,0.27493493716766226,0.9135827935374005,1.0,1,0.24352674922256767,0.27493493716766226
4,37,0,EVALUATED,0.16891114744062818,0.27244640489121374,0.16385728419005335,1.0,1,0.16891114744062818,0.27244640489121374
4,37,1,EVALUATED,0.2321966873409869,0.24240675776806797,0.11717738991744404,1.0,1,0.23219668734098689,0.24240675776806797
4,38,0,EVALUATED,0.10093140577938466,0.1970077545212964,0.20297385766805026,0.27,0.27000000000000002,0.10093140577938466,0.1970077545212964
4,38,1,EVALUATED,0.12443550239860761,0.17304728723065238,0.20471168676650714,0.32,0.32000000000000001,0.12443550239860761,0.17304728723065238
4,39,0,EVALUATED,0.20062620089492472,0.23598716582861343,0.10984427249356504,0.925,0.92500000000000004,0.20062620089492472,0.23598716582861343
4,39,1,EVALUATED,0.20141841696913118,0.21117603181947522,0.1837325783989342,0.85,0.84999999999999998,0.20141841696913118,0.21117603181947522
4,40,0,EVALUATED,0.17963070561090771,0.20732103855105563,0.2058165253235436,0.445,0.44500000000000001,0.17963070561090771,0.20732103855105563
4,40,1,EVALUATED,0.16339569992150643,0.22460814711328253,0.2978530704300005,0.24,0.23999999999999999,0.16339569992150643,0.22460814711328253
4,41,0,EVALUATED,0.18201583271956706,0.21153267609166918,0.23085475235041605,0.355,0.35499999999999998,0.18201583271956706,0.21153267609166918
4,41,1,EVALUATED,0.12604581896882924,0.19429783435609124,0.2459107208237092,0.26,0.26000000000000001,0.12604581896882924,0.19429783435609124
4,42,0,EVALUATED,0.3227263731235196,0.23371775592179034,0.217600637384991,0.38,0.38,0.32272637312351959,0.23371775592179034
4,42,1,EVALUATED,0.11636713209420123,0.21702290371168204,0.26292517327132364,0.285,0.28499999999999998,0.11636713209420123,0.21702290371168204
4,43,0,EVALUATED,0.022166461747862805,0.22502263666558256,0.15408507059434878,0.895,0.89500000000000002,0.022166461747862805,0.22502263666558256
4,43,1,EVALUATED,0.03585166358697378,0.22057337796451051,0.22026070555086807,0.065,0.065000000000000002,0.035851663586973781,0.22057337796451051
4,44,0,EVALUATED,0.30255379304490065,0.26356629794830305,0.15201527366865958,1.0,1,0.30255379304490065,0.26356629794830305
4,44,1,EVALUATED,0.2807917108639466,0.26877086441425546,0.2628941160318061,1.0,1,0.28079171086394661,0.26877086441425546
4,45,0,EVALUATED,0.5531694023822027,0.3523630296632689,0.12022835285593865,0.805,0.80500000000000005,0.55316940238220269,0.35236302966326888
