dataset,direction,outer_fold,subject,method,balanced_accuracy,macro_f1,accuracy,nll,brier,ece10,recall_right_hand,recall_left_hand,recall_both_hand,recall_rest
stieger,chronological,0,37,POPULATION_ONLY,0.45627864706812071,0.42250500200080032,0.4563758389261745,1.1941745152953684,0.65916463636099853,0.067940404354684,0.2432432432432432,0.18421052631578941,0.55555555555555547,0.84210526315789458
stieger,chronological,0,37,FULL_RIDGE_TRANSFER,0.52166311047890002,0.50941929680713316,0.52348993288590595,1.1803520985289295,0.64988814182405275,0.152777838854804,0.45945945945945937,0.36842105263157893,0.41666666666666657,0.84210526315789458
stieger,chronological,0,37,ENROLLMENT_PCA_TRANSFER,0.4769341710131183,0.43587310854863032,0.47651006711409388,1.1814513489948648,0.65263325752377177,0.096051376960969798,0.2162162162162162,0.21052631578947359,0.63888888888888884,0.84210526315789458
stieger,chronological,0,37,CLASS_INDEPENDENT_SUBJECT_OFFSET,0.45627864706812071,0.42250500200080032,0.4563758389261745,1.1941745152953684,0.65916463636099853,0.067940404354684,0.2432432432432432,0.18421052631578941,0.55555555555555547,0.84210526315789458
stieger,chronological,0,41,LRCM,0.28910818713450293,0.23809178743961351,0.28666666666666663,1.4371876947589473,0.76518083805822545,0.1943439346720332,0.10526315789473679,0.026315789473684199,0.47222222222222221,0.55263157894736836
stieger,chronological,0,41,IDENTITY_RESIDUAL_CARRY,0.36878654970760227,0.35000547136941812,0.36666666666666659,1.76088080198606,0.86865896633028494,0.30138381461199892,0.18421052631578941,0.21052631578947359,0.52777777777777768,0.55263157894736836
stieger,chronological,0,41,PAST_PROTOTYPE_DIRECT,0.375,0.36534141248836088,0.37333333333333329,1.6346482642598741,0.83373951238564747,0.2381311511295634,0.21052631578947359,0.26315789473684198,0.5,0.52631578947368407
stieger,chronological,0,41,POPULATION_ONLY,0.29568713450292389,0.2422442244224422,0.29333333333333328,1.463472271433472,0.77554849243430568,0.21129199716958391,0.10526315789473679,0.026315789473684199,0.47222222222222221,0.57894736842105265
stieger,chronological,0,41,FULL_RIDGE_TRANSFER,0.3607456140350877,0.34612525362050972,0.35999999999999988,1.4418964232774552,0.76295482834051676,0.14312549659789151,0.2368421052631578,0.21052631578947359,0.41666666666666657,0.57894736842105265
stieger,chronological,0,41,ENROLLMENT_PCA_TRANSFER,0.33406432748538012,0.31264692203619138,0.33333333333333331,1.3903160699524473,0.74429575998192643,0.15532934879601701,0.2368421052631578,0.13157894736842099,0.3888888888888889,0.57894736842105265
stieger,chronological,0,41,CLASS_INDEPENDENT_SUBJECT_OFFSET,0.29568713450292389,0.2422442244224422,0.29333333333333328,1.463472271433472,0.77554849243430568,0.21129199716958391,0.10526315789473679,0.026315789473684199,0.47222222222222221,0.57894736842105265
stieger,chronological,0,48,LRCM,0.23541963015647219,0.23622795359790069,0.2348993288590604,1.4357332573226478,0.77669199734478922,0.076096211353932505,0.2162162162162162,0.1578947368421052,0.4324324324324324,0.13513513513513509
