target,middle,source,session,heldout_class,relative_induced_cycle_discrepancy
1,2,9,0train,feet,0.5724410126863978
1,2,9,0train,tongue,0.6804897643467483
1,2,9,1test,left_hand,0.6157728179519463
1,2,9,1test,right_hand,0.531895085418988
1,2,9,1test,feet,0.5677908318802242
1,2,9,1test,tongue,0.635300734063877
1,3,2,0train,left_hand,0.9490412228619202
1,3,2,0train,right_hand,1.075822546485469
1,3,2,0train,feet,1.1094032643445053
1,3,2,0train,tongue,0.9166686286808978
1,3,2,1test,left_hand,0.8994862758444115
1,3,2,1test,right_hand,0.9035973392022566
1,3,2,1test,feet,0.9823026814114093
1,3,2,1test,tongue,0.7257738353771225
1,3,4,0train,left_hand,0.8649756471493648
1,3,4,0train,right_hand,0.834874632711779
1,3,4,0train,feet,0.7040340681771445
1,3,4,0train,tongue,0.8315130749734438
1,3,4,1test,left_hand,0.5426486211164085
1,3,4,1test,right_hand,0.5029260568597621
1,3,4,1test,feet,0.5406679053847456
1,3,4,1test,tongue,0.4957187538822001
1,3,5,0train,left_hand,0.814267434092499
1,3,5,0train,right_hand,0.8368115853730066
1,3,5,0train,feet,0.7996194773918938
1,3,5,0train,tongue,0.8840801591429818
1,3,5,1test,left_hand,0.9050821052923762
1,3,5,1test,right_hand,0.9182851472609538
1,3,5,1test,feet,0.9439368572367134
1,3,5,1test,tongue,1.175908204565059
1,3,6,0train,left_hand,0.6922629211419546
1,3,6,0train,right_hand,0.7971433237011141
1,3,6,0train,feet,0.7426906146896765
1,3,6,0train,tongue,0.7564256280363123
1,3,6,1test,left_hand,0.756876192886307
1,3,6,1test,right_hand,0.7929622007689465
1,3,6,1test,feet,0.891562108299978
1,3,6,1test,tongue,0.6933085217184846
1,3,7,0train,left_hand,0.5419674052430002
1,3,7,0train,right_hand,0.5121852707997517
1,3,7,0train,feet,0.5062427623244778
1,3,7,0train,tongue,0.6474147717219353
1,3,7,1test,left_hand,0.5550825327192579
1,3,7,1test,right_hand,0.5767309047066281
1,3,7,1test,feet,0.5475260375070369
1,3,7,1test,tongue,0.5929715414001129
1,3,8,0train,left_hand,0.6860487570939059
1,3,8,0train,right_hand,0.6930889875832175
1,3,8,0train,feet,0.6555271669692614
1,3,8,0train,tongue,0.7441934478492915
1,3,8,1test,left_hand,0.7324074339428714
1,3,8,1test,right_hand,0.6837104598063679
1,3,8,1test,feet,0.6631042893771728
1,3,8,1test,tongue,0.6996598149036451
1,3,9,0train,left_hand,0.5907747805149135
1,3,9,0train,right_hand,0.47078053547511756
1,3,9,0train,feet,0.5071506706587153
1,3,9,0train,tongue,0.5332171973647445
1,3,9,1test,left_hand,0.5773503608849306
1,3,9,1test,right_hand,0.531760476295735
1,3,9,1test,feet,0.5898380972672448
1,3,9,1test,tongue,0.5005444433606213
1,4,2,0train,left_hand,1.0377749566448629
1,4,2,0train,right_hand,0.9142513562287563
1,4,2,0train,feet,1.1093448536991086
1,4,2,0train,tongue,0.9275102989875988
1,4,2,1test,left_hand,0.9244209123184389
1,4,2,1test,right_hand,0.8043116352069037
1,4,2,1test,feet,0.9651966493297364
1,4,2,1test,tongue,0.6871646614268168
1,4,3,0train,left_hand,0.7444572180854999
1,4,3,0train,right_hand,0.6498926428240265
1,4,3,0train,feet,0.5657269135340819
1,4,3,0train,tongue,0.5293984139902913
1,4,3,1test,left_hand,0.5828181815411688
1,4,3,1test,right_hand,0.5824143576144252
1,4,3,1test,feet,0.5873550829875744
1,4,3,1test,tongue,0.521433502683864
1,4,5,0train,left_hand,0.8983050637703374
1,4,5,0train,right_hand,0.7599622916942278
1,4,5,0train,feet,0.8547672746015708
1,4,5,0train,tongue,0.9231601905745312
1,4,5,1test,left_hand,0.9262722085984066
1,4,5,1test,right_hand,0.9568351964806949
1,4,5,1test,feet,0.9840207923008983
1,4,5,1test,tongue,1.0680882491371388
1,4,6,0train,left_hand,0.8211008467760338
1,4,6,0train,right_hand,0.7625432775002716
1,4,6,0train,feet,0.8823096232495702
1,4,6,0train,tongue,0.7454660693120353
1,4,6,1test,left_hand,0.8105582262182524
1,4,6,1test,right_hand,0.8624195728523053
1,4,6,1test,feet,0.846077080921483
1,4,6,1test,tongue,0.7670287951163486
1,4,7,0train,left_hand,0.5639974820164149
1,4,7,0train,right_hand,0.5850889599567556
1,4,7,0train,feet,0.6332129866480386
1,4,7,0train,tongue,0.625453909694016
1,4,7,1test,left_hand,0.6714948735181588
1,4,7,1test,right_hand,0.6490902940307829
1,4,7,1test,feet,0.7202696448069719
1,4,7,1test,tongue,0.5612475140827254
1,4,8,0train,left_hand,0.7273615509692066
1,4,8,0train,right_hand,0.682379551599659
1,4,8,0train,feet,0.6724440634362995
1,4,8,0train,tongue,0.8612874753247208
1,4,8,1test,left_hand,0.7929073162090794
1,4,8,1test,right_hand,0.8410303387629079
1,4,8,1test,feet,0.683938239920884
1,4,8,1test,tongue,0.904949016567732
1,4,9,0train,left_hand,0.6047393523293872
1,4,9,0train,right_hand,0.5375477422955567
1,4,9,0train,feet,0.5438557929314309
1,4,9,0train,tongue,0.6085580803909869
1,4,9,1test,left_hand,0.6524183945729413
1,4,9,1test,right_hand,0.5220202949694833
1,4,9,1test,feet,0.5881506923972298
1,4,9,1test,tongue,0.516449994417546
1,5,2,0train,left_hand,0.8066597844376735
1,5,2,0train,right_hand,0.8878004846781588
1,5,2,0train,feet,1.0510416406129315
1,5,2,0train,tongue,0.8426417048063104
1,5,2,1test,left_hand,0.8888692879503047
1,5,2,1test,right_hand,0.7240884119974335
1,5,2,1test,feet,0.9600707227080479
1,5,2,1test,tongue,0.6509120515246833
1,5,3,0train,left_hand,0.6823502999651526
1,5,3,0train,right_hand,0.5870146857655314
1,5,3,0train,feet,0.5654550521490914
1,5,3,0train,tongue,0.6844635276912073
1,5,3,1test,left_hand,0.7063319484870633
1,5,3,1test,right_hand,0.6535412921727498
1,5,3,1test,feet,0.7051629822727252
1,5,3,1test,tongue,0.48745616705205513
1,5,4,0train,left_hand,0.8322928234548167
1,5,4,0train,right_hand,0.8425347027218905
1,5,4,0train,feet,0.8359174915643635
1,5,4,0train,tongue,0.7880046242892261
1,5,4,1test,left_hand,0.5509965564626755
1,5,4,1test,right_hand,0.5304836988099164
1,5,4,1test,feet,0.5624278724069187
1,5,4,1test,tongue,0.5171363969245059
1,5,6,0train,left_hand,0.7824129194405035
1,5,6,0train,right_hand,0.78776360830246
1,5,6,0train,feet,0.7368059025484518
1,5,6,0train,tongue,0.7357722709140925
1,5,6,1test,left_hand,0.8203920193260532
1,5,6,1test,right_hand,0.778799753541677
1,5,6,1test,feet,0.9131591659915941
1,5,6,1test,tongue,0.7574225815753085
1,5,7,0train,left_hand,0.5757285372304229
1,5,7,0train,right_hand,0.6488461572948028
1,5,7,0train,feet,0.5138589118216017
1,5,7,0train,tongue,0.6261197695480653
1,5,7,1test,left_hand,0.6886614260317732
1,5,7,1test,right_hand,0.7718452870970991
1,5,7,1test,feet,0.6649654780912528
1,5,7,1test,tongue,0.6101488085103605
1,5,8,0train,left_hand,0.7667688818389032
1,5,8,0train,right_hand,0.6860432502785337
1,5,8,0train,feet,0.713986754032837
1,5,8,0train,tongue,0.8504430230044154
1,5,8,1test,left_hand,0.9491658018263561
1,5,8,1test,right_hand,0.7891464649643096
1,5,8,1test,feet,0.8646565082941183
1,5,8,1test,tongue,0.9436810831664305
1,5,9,0train,left_hand,0.6101465529082625
1,5,9,0train,right_hand,0.5846188347359242
1,5,9,0train,feet,0.5712957221491471
1,5,9,0train,tongue,0.6135749639206796
1,5,9,1test,left_hand,0.6483397804878857
1,5,9,1test,right_hand,0.5011067672658033
1,5,9,1test,feet,0.6459542045594449
1,5,9,1test,tongue,0.5788434820285517
1,6,2,0train,left_hand,0.6985973097308569
1,6,2,0train,right_hand,0.906918042294586
1,6,2,0train,feet,1.1404235347793157
1,6,2,0train,tongue,0.8823377302085657
1,6,2,1test,left_hand,0.8389958968233335
1,6,2,1test,right_hand,0.719293694012965
1,6,2,1test,feet,0.9854707966410214
1,6,2,1test,tongue,0.7348690598556461
1,6,3,0train,left_hand,0.5368786846347271
1,6,3,0train,right_hand,0.6493552113091045
1,6,3,0train,feet,0.43634528541793793
1,6,3,0train,tongue,0.5408631256234586
1,6,3,1test,left_hand,0.5391052218442905
1,6,3,1test,right_hand,0.7560171335124795
1,6,3,1test,feet,0.5571757926217804
1,6,3,1test,tongue,0.46573514793637444
1,6,4,0train,left_hand,0.8448023353859194
1,6,4,0train,right_hand,0.8178051757518555
1,6,4,0train,feet,0.8133562201392006
1,6,4,0train,tongue,0.8071306712869848
1,6,4,1test,left_hand,0.5342138372145775
1,6,4,1test,right_hand,0.5751492298087153
1,6,4,1test,feet,0.5495933627201031
1,6,4,1test,tongue,0.5146660698270714
1,6,5,0train,left_hand,0.8260312922394695
1,6,5,0train,right_hand,0.8822395496895402
1,6,5,0train,feet,0.7781817996137788
1,6,5,0train,tongue,0.9129952340182306
1,6,5,1test,left_hand,1.007090457809761
1,6,5,1test,right_hand,0.8993940559431616
1,6,5,1test,feet,0.9883128094112451
1,6,5,1test,tongue,0.9208690040818662
1,6,7,0train,left_hand,0.609528544394538
1,6,7,0train,right_hand,0.545357047348366
1,6,7,0train,feet,0.5830856166103241
1,6,7,0train,tongue,0.7069326441588555
1,6,7,1test,left_hand,0.705668628880897
1,6,7,1test,right_hand,0.7635516865891111
1,6,7,1test,feet,0.6029713082264938
1,6,7,1test,tongue,0.5998577739625609
1,6,8,0train,left_hand,0.7709862044376453
1,6,8,0train,right_hand,0.6412822443755911
1,6,8,0train,feet,0.6837839983570608
1,6,8,0train,tongue,0.8291800392292774
1,6,8,1test,left_hand,0.9242052036333803
1,6,8,1test,right_hand,0.7954084387337795
1,6,8,1test,feet,0.652326528995439
1,6,8,1test,tongue,0.8664778163518028
1,6,9,0train,left_hand,0.59981284851969
1,6,9,0train,right_hand,0.5736465301943217
1,6,9,0train,feet,0.4749487523184627
1,6,9,0train,tongue,0.591352540669258
1,6,9,1test,left_hand,0.6726309431892344
1,6,9,1test,right_hand,0.5271059181618645
1,6,9,1test,feet,0.5877900160590203
1,6,9,1test,tongue,0.5740313657077356
1,7,2,0train,left_hand,0.9269479356152499
1,7,2,0train,right_hand,1.0075174153931121
1,7,2,0train,feet,0.8995399476428714
1,7,2,0train,tongue,0.9637025766310586
1,7,2,1test,left_hand,0.9081342779467678
1,7,2,1test,right_hand,0.8471978430114622
1,7,2,1test,feet,0.9865535752498658
1,7,2,1test,tongue,0.6523253721542812
1,7,3,0train,left_hand,0.6904676319712987
1,7,3,0train,right_hand,0.5116516355738789
1,7,3,0train,feet,0.48668117815790807
1,7,3,0train,tongue,0.45173874273837306
1,7,3,1test,left_hand,0.5620821280665421
1,7,3,1test,right_hand,0.585346574338437
1,7,3,1test,feet,0.514236870583833
1,7,3,1test,tongue,0.47802414784478725
1,7,4,0train,left_hand,0.8215904783401872
1,7,4,0train,right_hand,0.7715216793574999
1,7,4,0train,feet,0.8162133934544142
1,7,4,0train,tongue,0.7018346927980516
1,7,4,1test,left_hand,0.5273199194098892
1,7,4,1test,right_hand,0.5574794837116559
1,7,4,1test,feet,0.5558158851460577
1,7,4,1test,tongue,0.4178719151741705
1,7,5,0train,left_hand,0.7917449433464712
1,7,5,0train,right_hand,0.9101525115210795
1,7,5,0train,feet,0.7854906632248831
1,7,5,0train,tongue,0.7957346834294002
1,7,5,1test,left_hand,0.8952531763027615
1,7,5,1test,right_hand,0.9867615407751985
1,7,5,1test,feet,0.9475720906835385
1,7,5,1test,tongue,0.9608270182441921
1,7,6,0train,left_hand,0.7776687447939976
1,7,6,0train,right_hand,0.7595858541908914
1,7,6,0train,feet,0.7680719045980268
1,7,6,0train,tongue,0.7602489862114433
1,7,6,1test,left_hand,0.7685981913037288
1,7,6,1test,right_hand,0.7904384512237039
1,7,6,1test,feet,0.8409646437739441
1,7,6,1test,tongue,0.7841024880175984
1,7,8,0train,left_hand,0.7508472665376478
1,7,8,0train,right_hand,0.6230626361399316
1,7,8,0train,feet,0.6999728625165004
1,7,8,0train,tongue,0.7994718268598541
1,7,8,1test,left_hand,0.7789882708990377
1,7,8,1test,right_hand,0.8083534576059473
1,7,8,1test,feet,0.682284311116406
1,7,8,1test,tongue,0.8243210017715208
1,7,9,0train,left_hand,0.5538157983101856
1,7,9,0train,right_hand,0.4548965864731719
1,7,9,0train,feet,0.4833478446805674
1,7,9,0train,tongue,0.5647212846436771
1,7,9,1test,left_hand,0.5578106385862222
1,7,9,1test,right_hand,0.5496278063830213
1,7,9,1test,feet,0.5786539690877668
1,7,9,1test,tongue,0.5080973255740104
1,8,2,0train,left_hand,1.0447222407516394
1,8,2,0train,right_hand,1.0827100302757835
1,8,2,0train,feet,1.1900194749598694
1,8,2,0train,tongue,1.0831141199409917
1,8,2,1test,left_hand,0.8731882217177102
1,8,2,1test,right_hand,0.8885284763532278
1,8,2,1test,feet,1.003772898456547
1,8,2,1test,tongue,0.9956021067112115
1,8,3,0train,left_hand,0.5869603124334908
1,8,3,0train,right_hand,0.7672833780249478
1,8,3,0train,feet,0.5738460379366068
1,8,3,0train,tongue,0.5006154478567648
1,8,3,1test,left_hand,0.47004876144211294
1,8,3,1test,right_hand,0.6131141961711315
1,8,3,1test,feet,0.5400943564091908
1,8,3,1test,tongue,0.5014132981347436
1,8,4,0train,left_hand,0.8475321240565753
1,8,4,0train,right_hand,0.7641965552061184
1,8,4,0train,feet,0.8171501445738775
1,8,4,0train,tongue,0.8441723387481577
1,8,4,1test,left_hand,0.5341671250624028
1,8,4,1test,right_hand,0.6143776689126053
1,8,4,1test,feet,0.6184089325078722
1,8,4,1test,tongue,0.6135557299255961
1,8,5,0train,left_hand,0.8725801909454506
1,8,5,0train,right_hand,0.7923567340780169
1,8,5,0train,feet,1.0008749853011907
1,8,5,0train,tongue,0.9783214574619226
1,8,5,1test,left_hand,1.0021058923784698
1,8,5,1test,right_hand,0.8908461482683901
1,8,5,1test,feet,1.0517029332560568
1,8,5,1test,tongue,1.1268728946809694
1,8,6,0train,left_hand,0.7963577143995303
1,8,6,0train,right_hand,0.8627802323582473
1,8,6,0train,feet,0.8626779050460721
1,8,6,0train,tongue,0.770489205842543
1,8,6,1test,left_hand,0.8718958927812102
1,8,6,1test,right_hand,0.8464530328590636
1,8,6,1test,feet,0.8303033075749978
1,8,6,1test,tongue,0.8710336043200878
1,8,7,0train,left_hand,0.5970270258998923
1,8,7,0train,right_hand,0.5716037839832739
1,8,7,0train,feet,0.7062463373753959
1,8,7,0train,tongue,0.7169010976946109
1,8,7,1test,left_hand,0.5909123979204907
1,8,7,1test,right_hand,0.6786481083889435
1,8,7,1test,feet,0.6236978124938134
1,8,7,1test,tongue,0.7566505572666578
1,8,9,0train,left_hand,0.5650897937476591
1,8,9,0train,right_hand,0.5246418305178703
1,8,9,0train,feet,0.5439842371108005
1,8,9,0train,tongue,0.6013748883908999
1,8,9,1test,left_hand,0.6253820507038804
1,8,9,1test,right_hand,0.4807483702151305
1,8,9,1test,feet,0.5570814568430265
1,8,9,1test,tongue,0.5945068560321477
1,9,2,0train,left_hand,1.0208339842512497
1,9,2,0train,right_hand,1.0380966368252547
1,9,2,0train,feet,1.1541869490215795
1,9,2,0train,tongue,1.0427484470726518
1,9,2,1test,left_hand,0.9604539950476503
1,9,2,1test,right_hand,0.817648441359291
1,9,2,1test,feet,1.0212365888467976
1,9,2,1test,tongue,0.748367603833926
1,9,3,0train,left_hand,0.6084465275132663
1,9,3,0train,right_hand,0.4731442977008045
1,9,3,0train,feet,0.49614014227814385
1,9,3,0train,tongue,0.48477349878534726
1,9,3,1test,left_hand,0.709271268314489
1,9,3,1test,right_hand,0.8085202144145311
1,9,3,1test,feet,0.6786105769264631
1,9,3,1test,tongue,0.46727111172415775
1,9,4,0train,left_hand,0.7648185893904353
1,9,4,0train,right_hand,0.8531137849154643
1,9,4,0train,feet,0.7310357403206793
1,9,4,0train,tongue,0.8365098026024673
1,9,4,1test,left_hand,0.5419669793923819
1,9,4,1test,right_hand,0.611535778098861
1,9,4,1test,feet,0.5392850255715026
1,9,4,1test,tongue,0.5620648214027192
1,9,5,0train,left_hand,0.7981253250766125
1,9,5,0train,right_hand,0.7753190719240028
1,9,5,0train,feet,0.7981610462833423
1,9,5,0train,tongue,0.8981323808504597
1,9,5,1test,left_hand,0.928812633112097
1,9,5,1test,right_hand,0.8307696798164921
1,9,5,1test,feet,0.9529002424634827
1,9,5,1test,tongue,1.0337363487042666
1,9,6,0train,left_hand,0.707926463959878
1,9,6,0train,right_hand,0.7861783438480593
1,9,6,0train,feet,0.7693660803835307
1,9,6,0train,tongue,0.7086315941534886
1,9,6,1test,left_hand,0.8826343567778775
1,9,6,1test,right_hand,0.7842595075051139
1,9,6,1test,feet,0.8824875525929886
1,9,6,1test,tongue,0.7616220548200466
1,9,7,0train,left_hand,0.5416789109960504
1,9,7,0train,right_hand,0.4913549829661974
1,9,7,0train,feet,0.5120225674539268
1,9,7,0train,tongue,0.6068400994097791
1,9,7,1test,left_hand,0.5452103506293684
1,9,7,1test,right_hand,0.75141759906202
1,9,7,1test,feet,0.6917225994416536
1,9,7,1test,tongue,0.6296043171445757
1,9,8,0train,left_hand,0.6772629813264921
1,9,8,0train,right_hand,0.6676942368073375
1,9,8,0train,feet,0.6332757823066
1,9,8,0train,tongue,0.6976578773023283
1,9,8,1test,left_hand,0.7738990968736451
1,9,8,1test,right_hand,0.8136778595920398
1,9,8,1test,feet,0.5911768018946258
1,9,8,1test,tongue,0.7942801692164022
2,1,3,0train,left_hand,0.7157505502985093
2,1,3,0train,right_hand,0.8375673843278806
2,1,3,0train,feet,0.7278845548916345
2,1,3,0train,tongue,0.7291658185212241
2,1,3,1test,left_hand,0.6269592253208324
2,1,3,1test,right_hand,0.6553544580268587
2,1,3,1test,feet,0.5766955551140033
2,1,3,1test,tongue,0.47756530700025596
2,1,4,0train,left_hand,0.828875124327717
2,1,4,0train,right_hand,0.8251550127783898
2,1,4,0train,feet,0.8190895992412035
2,1,4,0train,tongue,0.794980790931278
2,1,4,1test,left_hand,0.5856737976300666
2,1,4,1test,right_hand,0.582011252679291
2,1,4,1test,feet,0.58034868443702
2,1,4,1test,tongue,0.5056982244414979
2,1,5,0train,left_hand,0.8286488339211092
2,1,5,0train,right_hand,0.7784071367786513
2,1,5,0train,feet,0.8322501372065106
2,1,5,0train,tongue,0.9440983927976423
2,1,5,1test,left_hand,0.9212980897017121
2,1,5,1test,right_hand,0.9874766243147094
2,1,5,1test,feet,0.9681977185397505
2,1,5,1test,tongue,0.8637348775162224
2,1,6,0train,left_hand,0.8228706426692302
2,1,6,0train,right_hand,0.783784107774758
2,1,6,0train,feet,0.8867700089653924
2,1,6,0train,tongue,0.8310394264222313
2,1,6,1test,left_hand,0.7934380627930316
2,1,6,1test,right_hand,0.7978110699016108
2,1,6,1test,feet,0.8507675736399255
2,1,6,1test,tongue,0.7738838458908135
2,1,7,0train,left_hand,0.7046926688610404
2,1,7,0train,right_hand,0.6462997929003689
2,1,7,0train,feet,0.6364145206209754
2,1,7,0train,tongue,0.7673432322955793
2,1,7,1test,left_hand,0.6407606096530435
2,1,7,1test,right_hand,0.5891992268422779
2,1,7,1test,feet,0.6231606750202944
2,1,7,1test,tongue,0.5983877304759389
2,1,8,0train,left_hand,0.7836497722131601
2,1,8,0train,right_hand,0.7859631177636082
2,1,8,0train,feet,0.7346411749318109
2,1,8,0train,tongue,0.8814199430955644
2,1,8,1test,left_hand,0.8221191680098168
2,1,8,1test,right_hand,0.8577774878231665
2,1,8,1test,feet,0.7703634512429904
2,1,8,1test,tongue,0.9661344246166361
2,1,9,0train,left_hand,0.669777303945306
2,1,9,0train,right_hand,0.5441631836820876
2,1,9,0train,feet,0.5638224130159681
2,1,9,0train,tongue,0.6576553405192558
2,1,9,1test,left_hand,0.615766944448414
2,1,9,1test,right_hand,0.5318925178134027
2,1,9,1test,feet,0.5696356010431507
2,1,9,1test,tongue,0.5874841910972576
2,3,1,0train,left_hand,0.5373745138046943
2,3,1,0train,right_hand,0.6158542136280384
2,3,1,0train,feet,0.5987475558099491
2,3,1,0train,tongue,0.5857948149718905
2,3,1,1test,left_hand,0.4923342079020572
2,3,1,1test,right_hand,0.4484540325772088
2,3,1,1test,feet,0.39664857795834557
2,3,1,1test,tongue,0.3737111419016356
2,3,4,0train,left_hand,0.8170558890653493
2,3,4,0train,right_hand,0.8560227921923318
2,3,4,0train,feet,0.7850857331871278
2,3,4,0train,tongue,0.8226255765275363
2,3,4,1test,left_hand,0.5793193395473759
2,3,4,1test,right_hand,0.5286751471082699
2,3,4,1test,feet,0.5908792679914777
2,3,4,1test,tongue,0.46996034233756756
2,3,5,0train,left_hand,0.8165226366092795
2,3,5,0train,right_hand,0.8677768573909836
2,3,5,0train,feet,0.9192559817987193
2,3,5,0train,tongue,1.0066992906302443
2,3,5,1test,left_hand,0.851558447730201
2,3,5,1test,right_hand,0.9911370619958322
2,3,5,1test,feet,0.8454164575612777
2,3,5,1test,tongue,0.9233409507772572
2,3,6,0train,left_hand,0.6823104500501657
2,3,6,0train,right_hand,0.7700150893055134
2,3,6,0train,feet,0.8614163254301513
2,3,6,0train,tongue,0.7956815614911869
2,3,6,1test,left_hand,0.7549460786017463
2,3,6,1test,right_hand,0.7889702025446946
2,3,6,1test,feet,0.8700707582500635
2,3,6,1test,tongue,0.7655891286799743
2,3,7,0train,left_hand,0.671468874502386
2,3,7,0train,right_hand,0.6019570694221296
2,3,7,0train,feet,0.7475508401715525
2,3,7,0train,tongue,0.6884208453797173
2,3,7,1test,left_hand,0.5597546003367293
2,3,7,1test,right_hand,0.5483405240013403
2,3,7,1test,feet,0.6353975000421969
2,3,7,1test,tongue,0.629733718045994
2,3,8,0train,left_hand,0.7297592077788219
2,3,8,0train,right_hand,0.6482912286113242
2,3,8,0train,feet,0.6490721884639273
2,3,8,0train,tongue,0.8741641252585884
2,3,8,1test,left_hand,0.8767699458904169
2,3,8,1test,right_hand,0.7976616188221778
2,3,8,1test,feet,0.7349792394134395
2,3,8,1test,tongue,0.9656520616748007
2,3,9,0train,left_hand,0.6036760788244122
2,3,9,0train,right_hand,0.5920696413939508
2,3,9,0train,feet,0.5609861633869107
2,3,9,0train,tongue,0.6260054496000956
2,3,9,1test,left_hand,0.651915371486631
2,3,9,1test,right_hand,0.5331015784440168
2,3,9,1test,feet,0.5191359122268968
2,3,9,1test,tongue,0.5547270509088331
2,4,1,0train,left_hand,0.6345223909299117
2,4,1,0train,right_hand,0.6686633555548674
2,4,1,0train,feet,0.48672199110127
2,4,1,0train,tongue,0.6467162072026436
2,4,1,1test,left_hand,0.6789777612042841
2,4,1,1test,right_hand,0.5647324647732274
2,4,1,1test,feet,0.5719119821613544
2,4,1,1test,tongue,0.5851600725219573
2,4,3,0train,left_hand,0.7289820188899504
2,4,3,0train,right_hand,0.8323051168861374
2,4,3,0train,feet,0.6999217326390968
2,4,3,0train,tongue,0.627089112884313
2,4,3,1test,left_hand,0.8376706236627819
2,4,3,1test,right_hand,0.6661709971552768
2,4,3,1test,feet,0.702435666745126
2,4,3,1test,tongue,0.8097426862664256
2,4,5,0train,left_hand,0.8202446119055861
2,4,5,0train,right_hand,0.8772845934708956
2,4,5,0train,feet,0.8079725374298469
2,4,5,0train,tongue,0.8596058094511247
2,4,5,1test,left_hand,0.9352875392817187
2,4,5,1test,right_hand,0.9111828731466466
2,4,5,1test,feet,0.8975002543572063
2,4,5,1test,tongue,0.9615829133812499
2,4,6,0train,left_hand,0.8035134092411549
2,4,6,0train,right_hand,0.8288408199402642
2,4,6,0train,feet,0.8679098693575104
2,4,6,0train,tongue,0.7425450025578396
2,4,6,1test,left_hand,0.7346661744481104
2,4,6,1test,right_hand,0.7571052334545245
2,4,6,1test,feet,0.8349018265389363
2,4,6,1test,tongue,0.6943918243361371
2,4,7,0train,left_hand,0.7604335206247188
2,4,7,0train,right_hand,0.6426289452601655
2,4,7,0train,feet,0.6188828891975765
2,4,7,0train,tongue,0.6551900268168174
2,4,7,1test,left_hand,0.6356533868013868
2,4,7,1test,right_hand,0.5567682753073557
2,4,7,1test,feet,0.5836776675271849
2,4,7,1test,tongue,0.6317553778588905
2,4,8,0train,left_hand,0.7943124905009608
2,4,8,0train,right_hand,0.7095968797930204
2,4,8,0train,feet,0.6244570332176511
2,4,8,0train,tongue,0.8731214352472103
2,4,8,1test,left_hand,0.9031038930171781
2,4,8,1test,right_hand,0.8184108900710779
2,4,8,1test,feet,0.765945737043547
2,4,8,1test,tongue,0.8627832524563701
2,4,9,0train,left_hand,0.696410601932847
2,4,9,0train,right_hand,0.6009532043079114
2,4,9,0train,feet,0.6341877717835552
2,4,9,0train,tongue,0.6292462045781996
2,4,9,1test,left_hand,0.7320181875821569
2,4,9,1test,right_hand,0.5350358036592624
2,4,9,1test,feet,0.6207859141762785
2,4,9,1test,tongue,0.5702907533756958
2,5,1,0train,left_hand,0.4847904229218865
2,5,1,0train,right_hand,0.5825169838757475
2,5,1,0train,feet,0.5240199355677335
2,5,1,0train,tongue,0.6058617828844886
2,5,1,1test,left_hand,0.6428131756743968
2,5,1,1test,right_hand,0.6452145065243882
2,5,1,1test,feet,0.6002948205370092
2,5,1,1test,tongue,0.5018755382580767
2,5,3,0train,left_hand,0.7461323145179813
2,5,3,0train,right_hand,0.8110822051240716
2,5,3,0train,feet,0.7948317833315593
2,5,3,0train,tongue,0.7137958196943616
2,5,3,1test,left_hand,0.7350912014525866
