target,source,train_session,test_session,direction_index,direction,heldout_class,heldout_index,raw_error,action_error,gain,D_eq,D_split,D_threshold,identifiability
1,9,1test,0train,1,1test->0train,right_hand,1,0.6058529596625971,0.6254987525454858,-0.019645792882888702,0.0,1.1310479565399365,1.1310479565399365,PREDICTIVELY_IDENTIFIABLE
1,9,1test,0train,1,1test->0train,feet,2,1.0810149035382013,1.1788281677715107,-0.09781326423330938,0.0,1.3388679149344824,1.3388679149344824,PREDICTIVELY_IDENTIFIABLE
1,9,1test,0train,1,1test->0train,tongue,3,0.4402798482481158,0.4696828286282523,-0.0294029803801365,0.0,0.6982105544399069,0.6982105544399069,PREDICTIVELY_IDENTIFIABLE
2,1,0train,1test,0,0train->1test,left_hand,0,10.747633832563947,9.80394096076954,0.9436928717944078,0.0,1.131899836177793,1.131899836177793,PREDICTIVELY_IDENTIFIABLE
2,1,0train,1test,0,0train->1test,right_hand,1,16.56078807690549,15.077636656860678,1.4831514200448108,0.0,0.9075114360299217,0.9075114360299217,PREDICTIVELY_IDENTIFIABLE
2,1,0train,1test,0,0train->1test,feet,2,3.0790001006559216,2.819816190262137,0.2591839103937845,0.0,0.9497487114688831,0.9497487114688831,PREDICTIVELY_IDENTIFIABLE
2,1,0train,1test,0,0train->1test,tongue,3,9.610618775760353,9.505047311073865,0.10557146468648781,0.0,0.8213358952366787,0.8213358952366787,PREDICTIVELY_IDENTIFIABLE
2,1,1test,0train,1,1test->0train,left_hand,0,8.144627680360411,6.441466142300708,1.7031615380597032,0.0,0.9281625222797163,0.9281625222797163,PREDICTIVELY_IDENTIFIABLE
2,1,1test,0train,1,1test->0train,right_hand,1,12.891223518265084,10.100898355672756,2.790325162592328,0.0,0.8545340386653492,0.8545340386653492,PREDICTIVELY_IDENTIFIABLE
2,1,1test,0train,1,1test->0train,feet,2,1.7227759023022309,1.0747204304401194,0.6480554718621114,0.0,0.8553099517259495,0.8553099517259495,PREDICTIVELY_IDENTIFIABLE
2,1,1test,0train,1,1test->0train,tongue,3,12.513058658539657,12.469001562641292,0.04405709589836526,0.0,0.8265619673449276,0.8265619673449276,PREDICTIVELY_IDENTIFIABLE
2,3,0train,1test,0,0train->1test,left_hand,0,9.037432771598223,8.639118378067987,0.3983143935302351,0.0,1.2340410678099376,1.2340410678099376,PREDICTIVELY_IDENTIFIABLE
2,3,0train,1test,0,0train->1test,right_hand,1,12.656618499731087,10.989378403677804,1.6672400960532823,0.0,1.2313592448083928,1.2313592448083928,PREDICTIVELY_IDENTIFIABLE
2,3,0train,1test,0,0train->1test,feet,2,2.369480394086541,1.936132582111279,0.43334781197526206,0.0,1.3491503607185367,1.3491503607185367,PREDICTIVELY_IDENTIFIABLE
2,3,0train,1test,0,0train->1test,tongue,3,9.38680139951632,9.35221668149712,0.03458471801920027,0.0,0.8860295292640915,0.8860295292640915,PREDICTIVELY_IDENTIFIABLE
2,3,1test,0train,1,1test->0train,left_hand,0,9.471323943864967,8.071902158539851,1.3994217853251154,0.0,1.1202504652002883,1.1202504652002883,PREDICTIVELY_IDENTIFIABLE
