dataset,geometry,template,split,subject,session,class,U_frobenius_norm,population_template_frobenius_norm
BNCI2014_001,AIRM,pooled_session,A,1,1test,left_hand,1.1079938472878308,0.62694396621805193
BNCI2014_001,AIRM,pooled_session,A,1,1test,right_hand,1.2754545979433856,0.40783849574389641
BNCI2014_001,AIRM,pooled_session,A,1,1test,feet,1.0289282781421789,0.28302207448662975
BNCI2014_001,AIRM,pooled_session,A,1,1test,tongue,1.0093550867413363,0.69377971114259096
BNCI2014_001,AIRM,pooled_session,A,2,0train,left_hand,0.46400700048001287,0.73883118269784953
BNCI2014_001,AIRM,pooled_session,A,2,0train,right_hand,0.40810714210737131,0.53821245182240085
BNCI2014_001,AIRM,pooled_session,A,2,0train,feet,0.74199568072718747,0.35677933985199251
BNCI2014_001,AIRM,pooled_session,A,2,0train,tongue,0.50807441469026626,0.8350603052982003
BNCI2014_001,AIRM,pooled_session,A,2,1test,left_hand,0.55577669275064445,0.73883118269784953
BNCI2014_001,AIRM,pooled_session,A,2,1test,right_hand,0.33543568753696834,0.53821245182240085
BNCI2014_001,AIRM,pooled_session,A,2,1test,feet,0.57843932443509205,0.35677933985199251
BNCI2014_001,AIRM,pooled_session,A,2,1test,tongue,0.5886774775105923,0.8350603052982003
BNCI2014_001,AIRM,pooled_session,A,3,0train,left_hand,1.2786195427573674,0.60197697423247931
BNCI2014_001,AIRM,pooled_session,A,3,0train,right_hand,1.1950384950516684,0.42493893338897859
BNCI2014_001,AIRM,pooled_session,A,3,0train,feet,0.68927666307868796,0.30284712251409662
BNCI2014_001,AIRM,pooled_session,A,3,0train,tongue,1.4805935435641722,0.65474087702539085
BNCI2014_001,AIRM,pooled_session,A,3,1test,left_hand,1.0767580877277767,0.60197697423247931
BNCI2014_001,AIRM,pooled_session,A,3,1test,right_hand,1.1051906888825564,0.42493893338897859
BNCI2014_001,AIRM,pooled_session,A,3,1test,feet,0.70928417504013663,0.30284712251409662
BNCI2014_001,AIRM,pooled_session,A,3,1test,tongue,1.3059454859439075,0.65474087702539085
BNCI2014_001,AIRM,pooled_session,A,4,0train,left_hand,0.38966125239382865,0.67886118950640684
BNCI2014_001,AIRM,pooled_session,A,4,0train,right_hand,0.39593776855463814,0.50353164392070937
BNCI2014_001,AIRM,pooled_session,A,4,0train,feet,0.36680790686664466,0.33832995538929755
BNCI2014_001,AIRM,pooled_session,A,4,0train,tongue,0.40736649572795669,0.76518700151410746
BNCI2014_001,AIRM,pooled_session,A,4,1test,left_hand,0.80135240873023195,0.67886118950640684
BNCI2014_001,AIRM,pooled_session,A,4,1test,right_hand,0.60886867274742518,0.50353164392070937
BNCI2014_001,AIRM,pooled_session,A,4,1test,feet,0.76163598046426328,0.33832995538929755
BNCI2014_001,AIRM,pooled_session,A,4,1test,tongue,0.64425026074257874,0.76518700151410746
BNCI2014_001,AIRM,pooled_session,A,5,0train,left_hand,0.31364842888691069,0.72330568243704796
BNCI2014_001,AIRM,pooled_session,A,5,0train,right_hand,0.30474188403009622,0.53154173339287103
BNCI2014_001,AIRM,pooled_session,A,5,0train,feet,0.32576851651080929,0.35433515755188882
BNCI2014_001,AIRM,pooled_session,A,5,0train,tongue,0.32083722474091408,0.80566725677541118
BNCI2014_001,AIRM,pooled_session,A,5,1test,left_hand,0.31265251296502666,0.72330568243704796
BNCI2014_001,AIRM,pooled_session,A,5,1test,right_hand,0.295992406683181,0.53154173339287103
BNCI2014_001,AIRM,pooled_session,A,5,1test,feet,0.34769821374510973,0.35433515755188882
BNCI2014_001,AIRM,pooled_session,A,5,1test,tongue,0.42147931767177194,0.80566725677541118
BNCI2014_001,AIRM,pooled_session,A,6,0train,left_hand,0.47316893453233666,0.68569695794509899
BNCI2014_001,AIRM,pooled_session,A,6,0train,right_hand,0.55451101643528122,0.50335417007155581
BNCI2014_001,AIRM,pooled_session,A,6,0train,feet,0.52862645931046226,0.33849333949920579
BNCI2014_001,AIRM,pooled_session,A,6,0train,tongue,0.48989446268890019,0.78599188867806002
BNCI2014_001,AIRM,pooled_session,A,6,1test,left_hand,0.60046683317624827,0.68569695794509899
BNCI2014_001,AIRM,pooled_session,A,6,1test,right_hand,0.47899728063174501,0.50335417007155581
BNCI2014_001,AIRM,pooled_session,A,6,1test,feet,0.6666655343036052,0.33849333949920579
BNCI2014_001,AIRM,pooled_session,A,6,1test,tongue,0.43832169183647152,0.78599188867806002
BNCI2014_001,AIRM,pooled_session,A,7,0train,left_hand,0.96583934116521819,0.64882068961829364
BNCI2014_001,AIRM,pooled_session,A,7,0train,right_hand,0.59865417868062454,0.48715717694664018
BNCI2014_001,AIRM,pooled_session,A,7,0train,feet,0.62913932533554462,0.33284850860585519
BNCI2014_001,AIRM,pooled_session,A,7,0train,tongue,1.1197519071871012,0.69701784322523541
BNCI2014_001,AIRM,pooled_session,A,7,1test,left_hand,0.84871967719279895,0.64882068961829364
BNCI2014_001,AIRM,pooled_session,A,7,1test,right_hand,0.69834027670637544,0.48715717694664018
BNCI2014_001,AIRM,pooled_session,A,7,1test,feet,0.69877925551241737,0.33284850860585519
BNCI2014_001,AIRM,pooled_session,A,7,1test,tongue,0.99875515920764257,0.69701784322523541
BNCI2014_001,AIRM,pooled_session,A,8,0train,left_hand,1.0232590675533726,0.63881497290562395
BNCI2014_001,AIRM,pooled_session,A,8,0train,right_hand,0.78797300251305213,0.4782827151506896
BNCI2014_001,AIRM,pooled_session,A,8,0train,feet,0.54304339023697012,0.36765217938211986
BNCI2014_001,AIRM,pooled_session,A,8,0train,tongue,1.3773822286868518,0.67383873361532387
BNCI2014_001,AIRM,pooled_session,A,8,1test,left_hand,0.953650791685141,0.63881497290562395
BNCI2014_001,AIRM,pooled_session,A,8,1test,right_hand,0.67238847267261781,0.4782827151506896
BNCI2014_001,AIRM,pooled_session,A,8,1test,feet,0.47633253727235836,0.36765217938211986
BNCI2014_001,AIRM,pooled_session,A,8,1test,tongue,1.1624586537526214,0.67383873361532387
BNCI2014_001,AIRM,pooled_session,A,9,0train,left_hand,0.92104790536136683,0.55830968254499869
BNCI2014_001,AIRM,pooled_session,A,9,0train,right_hand,0.79425899018551904,0.4854456231288572
BNCI2014_001,AIRM,pooled_session,A,9,0train,feet,0.57282981279602441,0.32426813892394568
BNCI2014_001,AIRM,pooled_session,A,9,0train,tongue,1.4807916774946643,0.60913903180441065
BNCI2014_001,AIRM,pooled_session,A,9,1test,left_hand,2.3797751549471995,0.55830968254499869
BNCI2014_001,AIRM,pooled_session,A,9,1test,right_hand,0.74601433268534412,0.4854456231288572
BNCI2014_001,AIRM,pooled_session,A,9,1test,feet,1.0119386112115085,0.32426813892394568
BNCI2014_001,AIRM,pooled_session,A,9,1test,tongue,2.0348120258889177,0.60913903180441065
BNCI2014_001,AIRM,session_specific,B,1,0train,left_hand,1.1047423015955853,0.51415967564467324
BNCI2014_001,AIRM,session_specific,B,1,0train,right_hand,1.1707708711116442,0.33693163639810009
BNCI2014_001,AIRM,session_specific,B,1,0train,feet,0.76896481747585266,0.25507913378964603
BNCI2014_001,AIRM,session_specific,B,1,0train,tongue,1.4077941343597051,0.59385793703073664
BNCI2014_001,AIRM,session_specific,B,1,1test,left_hand,1.1946944831204085,0.61403081765091427
BNCI2014_001,AIRM,session_specific,B,1,1test,right_hand,1.4084839809392333,0.39644517364464421
BNCI2014_001,AIRM,session_specific,B,1,1test,feet,1.0326666067691581,0.33440087763038068
BNCI2014_001,AIRM,session_specific,B,1,1test,tongue,1.5179949796795174,0.63241792045239709
BNCI2014_001,AIRM,session_specific,B,2,0train,left_hand,0.32466000700060382,0.63319079624642594
BNCI2014_001,AIRM,session_specific,B,2,0train,right_hand,0.39892238880928815,0.44531696718882285
BNCI2014_001,AIRM,session_specific,B,2,0train,feet,0.65217228894722057,0.31096159070746948
BNCI2014_001,AIRM,session_specific,B,2,0train,tongue,0.41230729234056301,0.75528767220485615
BNCI2014_001,AIRM,session_specific,B,2,1test,left_hand,0.31496329674290696,0.74618026521962877
BNCI2014_001,AIRM,session_specific,B,2,1test,right_hand,0.36440935416128523,0.51952275120279445
BNCI2014_001,AIRM,session_specific,B,2,1test,feet,0.5639045946141491,0.40236385022776772
BNCI2014_001,AIRM,session_specific,B,2,1test,tongue,0.47867369445392288,0.81426877094996764
BNCI2014_001,AIRM,session_specific,B,3,0train,left_hand,0.84257216447693217,0.55641078996312709
BNCI2014_001,AIRM,session_specific,B,3,0train,right_hand,0.84340181592004759,0.37131665127342045
BNCI2014_001,AIRM,session_specific,B,3,0train,feet,0.60810829937586219,0.27150538257622175
BNCI2014_001,AIRM,session_specific,B,3,0train,tongue,0.87022639921291955,0.64754581611464579
BNCI2014_001,AIRM,session_specific,B,3,1test,left_hand,0.89740611422516914,0.65405114738354697
BNCI2014_001,AIRM,session_specific,B,3,1test,right_hand,1.1158229569465776,0.42997185728925974
BNCI2014_001,AIRM,session_specific,B,3,1test,feet,0.65523735861359211,0.37192921889242142
BNCI2014_001,AIRM,session_specific,B,3,1test,tongue,1.0951028872135982,0.67588555253619498
BNCI2014_001,AIRM,session_specific,B,4,0train,left_hand,0.58155817535605481,0.58165112080415993
BNCI2014_001,AIRM,session_specific,B,4,0train,right_hand,0.35430972495377855,0.42867474965049163
BNCI2014_001,AIRM,session_specific,B,4,0train,feet,0.43699748549422041,0.30334070964091553
BNCI2014_001,AIRM,session_specific,B,4,0train,tongue,0.44024738265928393,0.70259613431591972
BNCI2014_001,AIRM,session_specific,B,4,1test,left_hand,0.71540686169799272,0.66962233928065551
BNCI2014_001,AIRM,session_specific,B,4,1test,right_hand,0.73750862640128345,0.48184334621014679
BNCI2014_001,AIRM,session_specific,B,4,1test,feet,0.77329148111721979,0.3868897193341459
BNCI2014_001,AIRM,session_specific,B,4,1test,tongue,0.66622567420147571,0.73249349749576398
BNCI2014_001,AIRM,session_specific,B,5,0train,left_hand,0.42617036137996184,0.60617981971957269
BNCI2014_001,AIRM,session_specific,B,5,0train,right_hand,0.28195251767802365,0.44162258726179077
BNCI2014_001,AIRM,session_specific,B,5,0train,feet,0.28802425414695587,0.30952572497200481
BNCI2014_001,AIRM,session_specific,B,5,0train,tongue,0.45684368664000857,0.70843161663022891
BNCI2014_001,AIRM,session_specific,B,5,1test,left_hand,0.3246164012148412,0.72021252902573996
BNCI2014_001,AIRM,session_specific,B,5,1test,right_hand,0.36292890653638865,0.51405848661058284
BNCI2014_001,AIRM,session_specific,B,5,1test,feet,0.34472060968209595,0.4114942953798203
BNCI2014_001,AIRM,session_specific,B,5,1test,tongue,0.46225890602134728,0.77114987217960695
BNCI2014_001,AIRM,session_specific,B,6,0train,left_hand,0.6544355368508662,0.57424168551213783
BNCI2014_001,AIRM,session_specific,B,6,0train,right_hand,0.39564106219493056,0.43111545757553071
BNCI2014_001,AIRM,session_specific,B,6,0train,feet,0.59050093157471728,0.29529263703721592
BNCI2014_001,AIRM,session_specific,B,6,0train,tongue,0.45357224891366016,0.71449493930617225
BNCI2014_001,AIRM,session_specific,B,6,1test,left_hand,0.47603613741743572,0.70664248974804011
BNCI2014_001,AIRM,session_specific,B,6,1test,right_hand,0.4055212327179481,0.51801005934777611
BNCI2014_001,AIRM,session_specific,B,6,1test,feet,0.74602877363007158,0.38995847949812601
BNCI2014_001,AIRM,session_specific,B,6,1test,tongue,0.48780757378762957,0.79909163372514325
BNCI2014_001,AIRM,session_specific,B,7,0train,left_hand,0.70471223284184148,0.57610335654567346
BNCI2014_001,AIRM,session_specific,B,7,0train,right_hand,0.53989854283991645,0.41551582693681516
BNCI2014_001,AIRM,session_specific,B,7,0train,feet,0.52882439924524105,0.29473004856391566
BNCI2014_001,AIRM,session_specific,B,7,0train,tongue,0.86221976487892604,0.65514587298013416
BNCI2014_001,AIRM,session_specific,B,7,1test,left_hand,0.6352455242301398,0.68993093004560457
BNCI2014_001,AIRM,session_specific,B,7,1test,right_hand,0.6941652883866305,0.47605755536688427
BNCI2014_001,AIRM,session_specific,B,7,1test,feet,0.61211706791668563,0.41381396859773556
BNCI2014_001,AIRM,session_specific,B,7,1test,tongue,0.93989400276840029,0.68939063558944502
BNCI2014_001,AIRM,session_specific,B,8,0train,left_hand,0.70264026363265852,0.57787900455958707
BNCI2014_001,AIRM,session_specific,B,8,0train,right_hand,0.69256688876485206,0.39232209478401842
BNCI2014_001,AIRM,session_specific,B,8,0train,feet,0.61158699562438323,0.3209907342987533
BNCI2014_001,AIRM,session_specific,B,8,0train,tongue,1.310978932429115,0.60774093214095171
BNCI2014_001,AIRM,session_specific,B,8,1test,left_hand,0.97459131481772476,0.65330078275586101
BNCI2014_001,AIRM,session_specific,B,8,1test,right_hand,0.73770483214589599,0.48136037380429408
BNCI2014_001,AIRM,session_specific,B,8,1test,feet,0.4757616572237453,0.42236393074032935
BNCI2014_001,AIRM,session_specific,B,8,1test,tongue,1.1677177257177758,0.67626321516773846
BNCI2014_001,AIRM,session_specific,B,9,0train,left_hand,1.1691968146866043,0.50564246148014802
BNCI2014_001,AIRM,session_specific,B,9,0train,right_hand,0.60359595334141525,0.40521580752451569
BNCI2014_001,AIRM,session_specific,B,9,0train,feet,0.50132013132297137,0.29851210151185592
BNCI2014_001,AIRM,session_specific,B,9,0train,tongue,1.3593248321486104,0.58802590216589279
BNCI2014_001,AIRM,session_specific,B,9,1test,left_hand,2.1138287597646226,0.50910109669726067
BNCI2014_001,AIRM,session_specific,B,9,1test,right_hand,0.56277537179494841,0.53265647158313212
BNCI2014_001,AIRM,session_specific,B,9,1test,feet,0.9578462130048222,0.36719562039404502
BNCI2014_001,AIRM,session_specific,B,9,1test,tongue,1.8396484668006738,0.58439213099052389
BNCI2014_001,AIRM,pooled_session,B,1,0train,left_hand,1.1047423015955853,0.55829545650253798
BNCI2014_001,AIRM,pooled_session,B,1,0train,right_hand,1.1707708711116442,0.35969341113467757
BNCI2014_001,AIRM,pooled_session,B,1,0train,feet,0.76896481747585266,0.28138231804261099
BNCI2014_001,AIRM,pooled_session,B,1,0train,tongue,1.4077941343597051,0.60918357038898485
BNCI2014_001,AIRM,pooled_session,B,1,1test,left_hand,1.1946944831204085,0.55829545650253798
BNCI2014_001,AIRM,pooled_session,B,1,1test,right_hand,1.4084839809392333,0.35969341113467757
BNCI2014_001,AIRM,pooled_session,B,1,1test,feet,1.0326666067691581,0.28138231804261099
BNCI2014_001,AIRM,pooled_session,B,1,1test,tongue,1.5179949796795174,0.60918357038898485
BNCI2014_001,AIRM,pooled_session,B,2,0train,left_hand,0.32466000700060382,0.68495126457989031
BNCI2014_001,AIRM,pooled_session,B,2,0train,right_hand,0.39892238880928815,0.47642944440346124
BNCI2014_001,AIRM,pooled_session,B,2,0train,feet,0.65217228894722057,0.34597081336262481
BNCI2014_001,AIRM,pooled_session,B,2,0train,tongue,0.41230729234056301,0.78174031072038608
BNCI2014_001,AIRM,pooled_session,B,2,1test,left_hand,0.31496329674290696,0.68495126457989031
BNCI2014_001,AIRM,pooled_session,B,2,1test,right_hand,0.36440935416128523,0.47642944440346124
BNCI2014_001,AIRM,pooled_session,B,2,1test,feet,0.5639045946141491,0.34597081336262481
BNCI2014_001,AIRM,pooled_session,B,2,1test,tongue,0.47867369445392288,0.78174031072038608
BNCI2014_001,AIRM,pooled_session,B,3,0train,left_hand,0.84257216447693217,0.60018703493114733
BNCI2014_001,AIRM,pooled_session,B,3,0train,right_hand,0.84340181592004759,0.39418788636752722
BNCI2014_001,AIRM,pooled_session,B,3,0train,feet,0.60810829937586219,0.31091965581805581
BNCI2014_001,AIRM,pooled_session,B,3,0train,tongue,0.87022639921291955,0.65835564012315606
BNCI2014_001,AIRM,pooled_session,B,3,1test,left_hand,0.89740611422516914,0.60018703493114733
BNCI2014_001,AIRM,pooled_session,B,3,1test,right_hand,1.1158229569465776,0.39418788636752722
BNCI2014_001,AIRM,pooled_session,B,3,1test,feet,0.65523735861359211,0.31091965581805581
BNCI2014_001,AIRM,pooled_session,B,3,1test,tongue,1.0951028872135982,0.65835564012315606
BNCI2014_001,AIRM,pooled_session,B,4,0train,left_hand,0.58155817535605481,0.62055499739643516
BNCI2014_001,AIRM,pooled_session,B,4,0train,right_hand,0.35430972495377855,0.44860643308276132
BNCI2014_001,AIRM,pooled_session,B,4,0train,feet,0.43699748549422041,0.33638172113483011
BNCI2014_001,AIRM,pooled_session,B,4,0train,tongue,0.44024738265928393,0.7139124222809452
BNCI2014_001,AIRM,pooled_session,B,4,1test,left_hand,0.71540686169799272,0.62055499739643516
BNCI2014_001,AIRM,pooled_session,B,4,1test,right_hand,0.73750862640128345,0.44860643308276132
BNCI2014_001,AIRM,pooled_session,B,4,1test,feet,0.77329148111721979,0.33638172113483011
BNCI2014_001,AIRM,pooled_session,B,4,1test,tongue,0.66622567420147571,0.7139124222809452
BNCI2014_001,AIRM,pooled_session,B,5,0train,left_hand,0.42617036137996184,0.65780601829014229
BNCI2014_001,AIRM,pooled_session,B,5,0train,right_hand,0.28195251767802365,0.47241493012083363
BNCI2014_001,AIRM,pooled_session,B,5,0train,feet,0.28802425414695587,0.35007851662674144
BNCI2014_001,AIRM,pooled_session,B,5,0train,tongue,0.45684368664000857,0.73641213858206678
BNCI2014_001,AIRM,pooled_session,B,5,1test,left_hand,0.3246164012148412,0.65780601829014229
BNCI2014_001,AIRM,pooled_session,B,5,1test,right_hand,0.36292890653638865,0.47241493012083363
BNCI2014_001,AIRM,pooled_session,B,5,1test,feet,0.34472060968209595,0.35007851662674144
BNCI2014_001,AIRM,pooled_session,B,5,1test,tongue,0.46225890602134728,0.73641213858206678
BNCI2014_001,AIRM,pooled_session,B,6,0train,left_hand,0.6544355368508662,0.6355457953358653
BNCI2014_001,AIRM,pooled_session,B,6,0train,right_hand,0.39564106219493056,0.46856194640693355
BNCI2014_001,AIRM,pooled_session,B,6,0train,feet,0.59050093157471728,0.33169473545280015
BNCI2014_001,AIRM,pooled_session,B,6,0train,tongue,0.45357224891366016,0.75356972584631277
BNCI2014_001,AIRM,pooled_session,B,6,1test,left_hand,0.47603613741743572,0.6355457953358653
BNCI2014_001,AIRM,pooled_session,B,6,1test,right_hand,0.4055212327179481,0.46856194640693355
BNCI2014_001,AIRM,pooled_session,B,6,1test,feet,0.74602877363007158,0.33169473545280015
BNCI2014_001,AIRM,pooled_session,B,6,1test,tongue,0.48780757378762957,0.75356972584631277
BNCI2014_001,AIRM,pooled_session,B,7,0train,left_hand,0.70471223284184148,0.6283151442385464
BNCI2014_001,AIRM,pooled_session,B,7,0train,right_hand,0.53989854283991645,0.43987493433310426
BNCI2014_001,AIRM,pooled_session,B,7,0train,feet,0.52882439924524105,0.34353719193716514
BNCI2014_001,AIRM,pooled_session,B,7,0train,tongue,0.86221976487892604,0.66842990206499353
BNCI2014_001,AIRM,pooled_session,B,7,1test,left_hand,0.6352455242301398,0.6283151442385464
BNCI2014_001,AIRM,pooled_session,B,7,1test,right_hand,0.6941652883866305,0.43987493433310426
BNCI2014_001,AIRM,pooled_session,B,7,1test,feet,0.61211706791668563,0.34353719193716514
BNCI2014_001,AIRM,pooled_session,B,7,1test,tongue,0.93989400276840029,0.66842990206499353
BNCI2014_001,AIRM,pooled_session,B,8,0train,left_hand,0.70264026363265852,0.61078069595217666
BNCI2014_001,AIRM,pooled_session,B,8,0train,right_hand,0.69256688876485206,0.43126518080115295
BNCI2014_001,AIRM,pooled_session,B,8,0train,feet,0.61158699562438323,0.36322641293085955
BNCI2014_001,AIRM,pooled_session,B,8,0train,tongue,1.310978932429115,0.63830921601577761
BNCI2014_001,AIRM,pooled_session,B,8,1test,left_hand,0.97459131481772476,0.61078069595217666
BNCI2014_001,AIRM,pooled_session,B,8,1test,right_hand,0.73770483214589599,0.43126518080115295
BNCI2014_001,AIRM,pooled_session,B,8,1test,feet,0.4757616572237453,0.36322641293085955
BNCI2014_001,AIRM,pooled_session,B,8,1test,tongue,1.1677177257177758,0.63830921601577761
BNCI2014_001,AIRM,pooled_session,B,9,0train,left_hand,1.1691968146866043,0.50246759168273603
BNCI2014_001,AIRM,pooled_session,B,9,0train,right_hand,0.60359595334141525,0.46324579173458852
BNCI2014_001,AIRM,pooled_session,B,9,0train,feet,0.50132013132297137,0.32282214619839644
BNCI2014_001,AIRM,pooled_session,B,9,0train,tongue,1.3593248321486104,0.58221463784068184
BNCI2014_001,AIRM,pooled_session,B,9,1test,left_hand,2.1138287597646226,0.50246759168273603
