dataset,geometry,template,split,subject,session,class,R_frobenius_norm,Z_frobenius_norm,sensor_Z_raw_norm,spectrum_Z_raw_norm
BNCI2014_001,LE,pooled_session,A,6,1test,tongue,0.71443224388915727,0.71443224388914861,1.0241748782936175,1.0241748782936173
BNCI2014_001,LE,pooled_session,A,7,0train,left_hand,0.53623812816395588,0.53623812816394179,1.0089134070145502,1.0089134070145502
BNCI2014_001,LE,pooled_session,A,7,0train,right_hand,0.43127293968268149,0.43127293968267383,1.0089134070145502,1.0089134070145502
BNCI2014_001,LE,pooled_session,A,7,0train,feet,0.51204879208815679,0.51204879208815401,1.0089134070145502,1.0089134070145502
BNCI2014_001,LE,pooled_session,A,7,0train,tongue,0.53119169682464162,0.53119169682466472,1.0089134070145502,1.0089134070145502
BNCI2014_001,LE,pooled_session,A,7,1test,left_hand,0.50609212535718817,0.50609212535718295,0.99423485748220319,0.99423485748220297
BNCI2014_001,LE,pooled_session,A,7,1test,right_hand,0.42859019088538747,0.42859019088538625,0.99423485748220319,0.99423485748220297
BNCI2014_001,LE,pooled_session,A,7,1test,feet,0.56632817507039446,0.56632817507041466,0.99423485748220319,0.99423485748220297
BNCI2014_001,LE,pooled_session,A,7,1test,tongue,0.47744796458081673,0.47744796458079924,0.99423485748220319,0.99423485748220297
BNCI2014_001,LE,pooled_session,A,8,0train,left_hand,0.59957727372524738,0.59957727372524783,1.2632803063831886,1.2632803063831886
BNCI2014_001,LE,pooled_session,A,8,0train,right_hand,0.48884689599769904,0.4888468959977007,1.2632803063831886,1.2632803063831886
BNCI2014_001,LE,pooled_session,A,8,0train,feet,0.61847470395773907,0.61847470395778825,1.2632803063831886,1.2632803063831886
BNCI2014_001,LE,pooled_session,A,8,0train,tongue,0.78415685813847502,0.78415685813843483,1.2632803063831886,1.2632803063831886
BNCI2014_001,LE,pooled_session,A,8,1test,left_hand,0.53717176928479238,0.53717176928481325,1.0368467259906731,1.0368467259906735
BNCI2014_001,LE,pooled_session,A,8,1test,right_hand,0.42348768556809757,0.42348768556813704,1.0368467259906731,1.0368467259906735
BNCI2014_001,LE,pooled_session,A,8,1test,feet,0.54284688407805748,0.54284688407800896,1.0368467259906731,1.0368467259906735
BNCI2014_001,LE,pooled_session,A,8,1test,tongue,0.55899290165434468,0.55899290165434179,1.0368467259906731,1.0368467259906735
