outer_fold,inner_fold,method,l2,kappa,mean_balanced_accuracy
4,2,SELECTIVE_GATE,1,,0.34402824731772108
4,2,SELECTIVE_GATE,10,,0.34406147432463224
4,2,GLOBAL_KAPPA,,0,0.34819981464718308
4,2,GLOBAL_KAPPA,,0.10000000000000001,0.34490928898823631
4,2,GLOBAL_KAPPA,,0.20000000000000001,0.34157124486071855
4,2,GLOBAL_KAPPA,,0.29999999999999999,0.34207054799160069
4,2,GLOBAL_KAPPA,,0.40000000000000002,0.34510490497332602
4,2,GLOBAL_KAPPA,,0.5,0.34023662247346459
4,2,GLOBAL_KAPPA,,0.59999999999999998,0.3409400087031666
4,2,GLOBAL_KAPPA,,0.69999999999999996,0.33854856223277269
4,2,GLOBAL_KAPPA,,0.80000000000000004,0.34225202646255276
4,2,GLOBAL_KAPPA,,0.90000000000000002,0.34356404422193892
4,2,GLOBAL_KAPPA,,1,0.34296595809753705
4,3,SELECTIVE_GATE,0.0001,,0.37226498114656009
4,3,SELECTIVE_GATE,0.001,,0.37672108198423987
4,3,SELECTIVE_GATE,0.01,,0.35866247826774145
4,3,SELECTIVE_GATE,0.10000000000000001,,0.36276403282982234
4,3,SELECTIVE_GATE,1,,0.3682464889701732
4,3,SELECTIVE_GATE,10,,0.37943267515635937
4,3,GLOBAL_KAPPA,,0,0.35808567025672289
4,3,GLOBAL_KAPPA,,0.10000000000000001,0.37892097924992663
4,3,GLOBAL_KAPPA,,0.20000000000000001,0.35722123439228703
4,3,GLOBAL_KAPPA,,0.29999999999999999,0.35715775926302246
4,3,GLOBAL_KAPPA,,0.40000000000000002,0.35565205242836817
4,3,GLOBAL_KAPPA,,0.5,0.35195929011718485
4,3,GLOBAL_KAPPA,,0.59999999999999998,0.35035101831154469
4,3,GLOBAL_KAPPA,,0.69999999999999996,0.34943826345142137
4,3,GLOBAL_KAPPA,,0.80000000000000004,0.35404451443925122
4,3,GLOBAL_KAPPA,,0.90000000000000002,0.35064835512203929
4,3,GLOBAL_KAPPA,,1,0.3486410846937163
4,4,SELECTIVE_GATE,0.0001,,0.36766338707128182
4,4,SELECTIVE_GATE,0.001,,0.36660838470048995
4,4,SELECTIVE_GATE,0.01,,0.36461790738106525
4,4,SELECTIVE_GATE,0.10000000000000001,,0.36003042516200412
4,4,SELECTIVE_GATE,1,,0.362624466571835
4,4,SELECTIVE_GATE,10,,0.35929943100995732
4,4,GLOBAL_KAPPA,,0,0.32574284811126919
4,4,GLOBAL_KAPPA,,0.10000000000000001,0.35818515884305357
4,4,GLOBAL_KAPPA,,0.20000000000000001,0.35852793583056741
4,4,GLOBAL_KAPPA,,0.29999999999999999,0.36850106685633005
4,4,GLOBAL_KAPPA,,0.40000000000000002,0.37060020546862654
4,4,GLOBAL_KAPPA,,0.5,0.37597004899636483
4,4,GLOBAL_KAPPA,,0.59999999999999998,0.37723150782361309
