protocol,subject,split,feature,confusion_matrix
P0,5,0train_fold0,F3-D,"[[2, 4, 6, 3], [4, 5, 2, 4], [1, 4, 2, 7], [2, 5, 3, 4]]"
P0,5,0train_fold0,F2-S-SHUFFLE,"[[3, 3, 3, 6], [4, 5, 3, 3], [4, 3, 4, 3], [1, 6, 2, 5]]"
P0,5,0train_fold0,F2-S-REVERSE,"[[4, 2, 3, 6], [3, 7, 2, 3], [4, 2, 5, 3], [2, 4, 1, 7]]"
P0,5,0train_fold1,F0,"[[4, 7, 2, 1], [0, 12, 1, 2], [3, 2, 5, 4], [2, 2, 6, 5]]"
P0,5,0train_fold1,F1,"[[6, 0, 6, 2], [3, 7, 3, 2], [0, 6, 5, 3], [3, 1, 3, 8]]"
P0,5,0train_fold1,F2-S,"[[6, 4, 3, 1], [1, 6, 3, 5], [1, 3, 10, 0], [8, 1, 4, 2]]"
P0,5,0train_fold1,F2-V,"[[7, 1, 4, 2], [2, 6, 4, 3], [0, 4, 8, 2], [5, 0, 5, 5]]"
P0,5,0train_fold1,F3-G,"[[3, 8, 2, 1], [1, 8, 4, 2], [2, 6, 3, 3], [3, 8, 3, 1]]"
P0,5,0train_fold1,F3-D,"[[3, 9, 2, 0], [1, 10, 1, 3], [3, 8, 2, 1], [4, 8, 1, 2]]"
P0,5,0train_fold1,F2-S-SHUFFLE,"[[6, 5, 0, 3], [2, 6, 2, 5], [2, 2, 8, 2], [7, 3, 4, 1]]"
P0,5,0train_fold1,F2-S-REVERSE,"[[6, 4, 3, 1], [1, 6, 3, 5], [1, 3, 10, 0], [8, 1, 4, 2]]"
P0,5,0train_fold2,F0,"[[2, 5, 1, 6], [2, 7, 4, 1], [4, 3, 6, 2], [2, 2, 4, 7]]"
P0,5,0train_fold2,F1,"[[7, 3, 0, 4], [3, 7, 4, 0], [3, 3, 5, 4], [3, 4, 2, 6]]"
P0,5,0train_fold2,F2-S,"[[4, 1, 3, 6], [3, 5, 4, 2], [6, 1, 6, 2], [4, 5, 3, 3]]"
P0,5,0train_fold2,F2-V,"[[4, 3, 4, 3], [5, 4, 3, 2], [1, 3, 6, 5], [4, 6, 0, 5]]"
P0,5,0train_fold2,F3-G,"[[3, 3, 5, 3], [1, 8, 5, 0], [3, 4, 5, 3], [2, 6, 2, 5]]"
P0,5,0train_fold2,F3-D,"[[4, 2, 5, 3], [2, 8, 3, 1], [3, 6, 3, 3], [1, 6, 4, 4]]"
P0,5,0train_fold2,F2-S-SHUFFLE,"[[1, 2, 5, 6], [5, 2, 3, 4], [4, 2, 6, 3], [5, 3, 5, 2]]"
P0,5,0train_fold2,F2-S-REVERSE,"[[4, 1, 3, 6], [3, 5, 4, 2], [6, 1, 6, 2], [4, 5, 3, 3]]"
P0,5,0train_fold3,F0,"[[3, 2, 3, 6], [3, 3, 6, 2], [3, 6, 4, 2], [5, 3, 2, 4]]"
P0,5,0train_fold3,F1,"[[3, 5, 2, 4], [1, 6, 6, 1], [2, 4, 7, 2], [4, 3, 1, 6]]"
P0,5,0train_fold3,F2-S,"[[2, 3, 3, 6], [3, 4, 5, 2], [4, 3, 8, 0], [3, 3, 2, 6]]"
P0,5,0train_fold3,F2-V,"[[5, 3, 1, 5], [4, 4, 3, 3], [4, 5, 5, 1], [3, 3, 2, 6]]"
P0,5,0train_fold3,F3-G,"[[3, 3, 0, 8], [4, 5, 2, 3], [7, 4, 1, 3], [5, 3, 3, 3]]"
P0,5,0train_fold3,F3-D,"[[5, 1, 0, 8], [3, 5, 3, 3], [7, 4, 0, 4], [4, 4, 2, 4]]"
P0,5,0train_fold3,F2-S-SHUFFLE,"[[3, 3, 4, 4], [5, 3, 2, 4], [5, 3, 5, 2], [3, 2, 2, 7]]"
P0,5,0train_fold3,F2-S-REVERSE,"[[2, 3, 3, 6], [3, 4, 5, 2], [4, 3, 8, 0], [3, 3, 2, 6]]"
P0,5,0train_fold4,F0,"[[7, 3, 2, 3], [7, 1, 3, 3], [2, 9, 3, 0], [4, 2, 3, 5]]"
P0,5,0train_fold4,F1,"[[9, 2, 3, 1], [1, 9, 1, 3], [0, 9, 4, 1], [5, 2, 0, 7]]"
P0,5,0train_fold4,F2-S,"[[7, 2, 2, 4], [5, 5, 2, 2], [2, 5, 3, 4], [4, 2, 3, 5]]"
P0,5,0train_fold4,F2-V,"[[6, 3, 3, 3], [3, 9, 1, 1], [4, 6, 4, 0], [3, 2, 3, 6]]"
P0,5,0train_fold4,F3-G,"[[1, 4, 4, 6], [0, 4, 2, 8], [2, 2, 6, 4], [5, 3, 4, 2]]"
P0,5,0train_fold4,F3-D,"[[2, 6, 3, 4], [1, 6, 1, 6], [4, 5, 3, 2], [7, 1, 2, 4]]"
P0,5,0train_fold4,F2-S-SHUFFLE,"[[4, 3, 3, 5], [6, 2, 3, 3], [4, 0, 5, 5], [3, 1, 6, 4]]"
P0,5,0train_fold4,F2-S-REVERSE,"[[7, 2, 2, 4], [5, 5, 2, 2], [2, 5, 3, 4], [4, 2, 3, 5]]"
P0,5,1test_fold0,F0,"[[6, 2, 5, 2], [2, 7, 4, 2], [5, 2, 6, 1], [3, 0, 3, 8]]"
P0,5,1test_fold0,F1,"[[12, 1, 2, 0], [2, 5, 6, 2], [3, 2, 6, 3], [2, 2, 1, 9]]"
P0,5,1test_fold0,F2-S,"[[8, 2, 2, 3], [2, 6, 3, 4], [3, 6, 2, 3], [2, 0, 5, 7]]"
P0,5,1test_fold0,F2-V,"[[9, 2, 0, 4], [3, 1, 7, 4], [4, 3, 5, 2], [4, 1, 2, 7]]"
P0,5,1test_fold0,F3-G,"[[4, 3, 4, 4], [2, 4, 6, 3], [5, 1, 1, 7], [4, 0, 7, 3]]"
P0,5,1test_fold0,F3-D,"[[2, 4, 5, 4], [1, 5, 4, 5], [4, 2, 2, 6], [2, 2, 7, 3]]"
P0,5,1test_fold0,F2-S-SHUFFLE,"[[3, 4, 4, 4], [0, 4, 6, 5], [1, 7, 2, 4], [1, 1, 4, 8]]"
P0,5,1test_fold0,F2-S-REVERSE,"[[8, 2, 2, 3], [2, 6, 3, 4], [3, 6, 2, 3], [2, 0, 5, 7]]"
P0,5,1test_fold1,F0,"[[5, 2, 4, 3], [0, 8, 5, 2], [4, 2, 7, 1], [0, 3, 4, 8]]"
P0,5,1test_fold1,F1,"[[4, 2, 4, 4], [3, 5, 4, 3], [4, 1, 8, 1], [2, 2, 2, 9]]"
P0,5,1test_fold1,F2-S,"[[4, 5, 3, 2], [3, 6, 3, 3], [4, 3, 4, 3], [3, 3, 4, 5]]"
P0,5,1test_fold1,F2-V,"[[3, 5, 3, 3], [3, 4, 3, 5], [3, 2, 5, 4], [5, 2, 3, 5]]"
P0,5,1test_fold1,F3-G,"[[4, 2, 4, 4], [5, 3, 6, 1], [5, 4, 2, 3], [5, 2, 6, 2]]"
P0,5,1test_fold1,F3-D,"[[8, 0, 3, 3], [1, 4, 8, 2], [5, 4, 2, 3], [4, 1, 7, 3]]"
P0,5,1test_fold1,F2-S-SHUFFLE,"[[6, 4, 3, 1], [4, 6, 3, 2], [4, 2, 4, 4], [2, 5, 4, 4]]"
P0,5,1test_fold1,F2-S-REVERSE,"[[4, 5, 3, 2], [3, 6, 3, 3], [4, 3, 4, 3], [3, 3, 4, 5]]"
P0,5,1test_fold2,F0,"[[7, 3, 3, 1], [2, 8, 2, 2], [3, 7, 5, 0], [0, 2, 3, 10]]"
P0,5,1test_fold2,F1,"[[8, 2, 2, 2], [2, 7, 3, 2], [4, 5, 6, 0], [1, 3, 2, 9]]"
P0,5,1test_fold2,F2-S,"[[6, 5, 1, 2], [1, 8, 3, 2], [4, 4, 5, 2], [3, 2, 5, 5]]"
P0,5,1test_fold2,F2-V,"[[4, 5, 3, 2], [1, 7, 5, 1], [6, 4, 3, 2], [2, 3, 5, 5]]"
P0,5,1test_fold2,F3-G,"[[5, 4, 1, 4], [3, 7, 3, 1], [1, 6, 6, 2], [5, 5, 1, 4]]"
P0,5,1test_fold2,F3-D,"[[8, 3, 1, 2], [3, 6, 4, 1], [3, 3, 5, 4], [3, 7, 0, 5]]"
P0,5,1test_fold2,F2-S-SHUFFLE,"[[6, 5, 2, 1], [2, 6, 5, 1], [3, 3, 6, 3], [3, 5, 1, 6]]"
P0,5,1test_fold2,F2-S-REVERSE,"[[6, 5, 1, 2], [1, 8, 3, 2], [4, 4, 5, 2], [3, 2, 5, 5]]"
P0,5,1test_fold3,F0,"[[9, 2, 2, 1], [6, 3, 2, 3], [4, 2, 8, 1], [2, 3, 6, 3]]"
P0,5,1test_fold3,F1,"[[10, 1, 2, 1], [3, 6, 3, 2], [2, 4, 8, 1], [1, 3, 5, 5]]"
P0,5,1test_fold3,F2-S,"[[9, 3, 1, 1], [6, 5, 3, 0], [4, 4, 4, 3], [2, 4, 4, 4]]"
P0,5,1test_fold3,F2-V,"[[8, 1, 1, 4], [2, 6, 2, 4], [3, 5, 3, 4], [3, 4, 4, 3]]"
P0,5,1test_fold3,F3-G,"[[5, 5, 3, 1], [7, 1, 3, 3], [5, 0, 4, 6], [1, 3, 3, 7]]"
P0,5,1test_fold3,F3-D,"[[5, 5, 3, 1], [5, 3, 2, 4], [3, 1, 4, 7], [1, 6, 1, 6]]"
P0,5,1test_fold3,F2-S-SHUFFLE,"[[7, 4, 1, 2], [3, 5, 4, 2], [3, 4, 7, 1], [2, 2, 4, 6]]"
P0,5,1test_fold3,F2-S-REVERSE,"[[9, 3, 1, 1], [6, 5, 3, 0], [4, 4, 4, 3], [2, 4, 4, 4]]"
P0,5,1test_fold4,F0,"[[7, 2, 4, 2], [3, 6, 2, 3], [5, 4, 3, 2], [3, 4, 1, 6]]"
P0,5,1test_fold4,F1,"[[3, 6, 5, 1], [4, 7, 2, 1], [2, 7, 1, 4], [0, 3, 4, 7]]"
P0,5,1test_fold4,F2-S,"[[3, 4, 3, 5], [5, 5, 3, 1], [1, 1, 6, 6], [0, 2, 3, 9]]"
P0,5,1test_fold4,F2-V,"[[1, 7, 5, 2], [5, 5, 3, 1], [1, 6, 3, 4], [3, 5, 2, 4]]"
P0,5,1test_fold4,F3-G,"[[4, 4, 6, 1], [5, 2, 2, 5], [1, 5, 5, 3], [1, 5, 2, 6]]"
P0,5,1test_fold4,F3-D,"[[5, 4, 4, 2], [5, 2, 3, 4], [3, 5, 4, 2], [1, 2, 6, 5]]"
P0,5,1test_fold4,F2-S-SHUFFLE,"[[5, 3, 4, 3], [4, 4, 3, 3], [3, 1, 7, 3], [1, 4, 4, 5]]"
P0,5,1test_fold4,F2-S-REVERSE,"[[3, 4, 3, 5], [5, 5, 3, 1], [1, 1, 6, 6], [0, 2, 3, 9]]"
P1,5,0train_to_1test,F0,"[[48, 4, 4, 16], [21, 25, 11, 15], [9, 13, 33, 17], [13, 6, 9, 44]]"
P1,5,0train_to_1test,F1,"[[33, 5, 15, 19], [10, 27, 22, 13], [16, 10, 32, 14], [16, 7, 11, 38]]"
P1,5,0train_to_1test,F2-S,"[[29, 8, 12, 23], [18, 22, 17, 15], [16, 15, 23, 18], [24, 15, 9, 24]]"
P1,5,0train_to_1test,F2-V,"[[27, 8, 15, 22], [20, 16, 22, 14], [23, 13, 22, 14], [28, 16, 8, 20]]"
P1,5,0train_to_1test,F3-G,"[[13, 30, 17, 12], [12, 33, 16, 11], [12, 34, 13, 13], [14, 26, 13, 19]]"
P1,5,0train_to_1test,F3-D,"[[25, 21, 13, 13], [29, 26, 8, 9], [19, 38, 10, 5], [20, 29, 8, 15]]"
P1,5,0train_to_1test,F2-S-SHUFFLE,"[[22, 19, 14, 17], [19, 25, 15, 13], [29, 18, 13, 12], [17, 20, 14, 21]]"
P1,5,0train_to_1test,F2-S-REVERSE,"[[29, 8, 12, 23], [18, 22, 17, 15], [16, 15, 23, 18], [24, 15, 9, 24]]"
P1,5,1test_to_0train,F0,"[[53, 2, 7, 10], [32, 4, 35, 1], [31, 2, 35, 4], [37, 0, 15, 20]]"
P1,5,1test_to_0train,F1,"[[37, 7, 15, 13], [16, 36, 16, 4], [15, 14, 37, 6], [24, 4, 20, 24]]"
P1,5,1test_to_0train,F2-S,"[[29, 14, 14, 15], [15, 30, 14, 13], [6, 31, 22, 13], [20, 17, 14, 21]]"
P1,5,1test_to_0train,F2-V,"[[22, 16, 12, 22], [11, 35, 9, 17], [5, 31, 24, 12], [15, 16, 19, 22]]"
P1,5,1test_to_0train,F3-G,"[[16, 17, 14, 25], [25, 11, 16, 20], [26, 22, 13, 11], [19, 8, 14, 31]]"
P1,5,1test_to_0train,F3-D,"[[20, 15, 19, 18], [25, 6, 22, 19], [25, 18, 10, 19], [22, 8, 15, 27]]"
P1,5,1test_to_0train,F2-S-SHUFFLE,"[[25, 15, 20, 12], [16, 23, 13, 20], [14, 19, 21, 18], [23, 20, 11, 18]]"
P1,5,1test_to_0train,F2-S-REVERSE,"[[29, 14, 14, 15], [15, 30, 14, 13], [6, 31, 22, 13], [20, 17, 14, 21]]"
P0,6,0train_fold0,F0,"[[7, 4, 2, 1], [3, 10, 0, 2], [2, 3, 7, 2], [2, 0, 1, 12]]"
P0,6,0train_fold0,F1,"[[6, 4, 2, 2], [2, 10, 0, 3], [2, 3, 8, 1], [1, 1, 3, 10]]"
P0,6,0train_fold0,F2-S,"[[3, 1, 4, 6], [2, 6, 3, 4], [4, 3, 6, 1], [5, 1, 4, 5]]"
P0,6,0train_fold0,F2-V,"[[7, 2, 2, 3], [3, 8, 1, 3], [2, 7, 4, 1], [3, 2, 4, 6]]"
P0,6,0train_fold0,F3-G,"[[4, 3, 5, 2], [0, 8, 4, 3], [0, 8, 4, 2], [3, 4, 2, 6]]"
P0,6,0train_fold0,F3-D,"[[5, 4, 3, 2], [2, 4, 5, 4], [1, 7, 3, 3], [4, 1, 3, 7]]"
P0,6,0train_fold0,F2-S-SHUFFLE,"[[2, 1, 6, 5], [4, 4, 3, 4], [4, 2, 7, 1], [5, 3, 3, 4]]"
P0,6,0train_fold0,F2-S-REVERSE,"[[3, 1, 4, 6], [2, 6, 3, 4], [4, 3, 6, 1], [5, 1, 4, 5]]"
P0,6,0train_fold1,F0,"[[9, 2, 1, 3], [1, 12, 1, 0], [2, 1, 9, 2], [3, 0, 1, 11]]"
P0,6,0train_fold1,F1,"[[6, 0, 6, 3], [3, 7, 4, 0], [1, 4, 5, 4], [3, 4, 0, 8]]"
P0,6,0train_fold1,F2-S,"[[3, 2, 5, 5], [2, 4, 4, 4], [2, 4, 6, 2], [5, 1, 5, 4]]"
P0,6,0train_fold1,F2-V,"[[5, 2, 7, 1], [4, 2, 4, 4], [2, 4, 3, 5], [4, 3, 4, 4]]"
P0,6,0train_fold1,F3-G,"[[5, 0, 6, 4], [2, 6, 3, 3], [6, 6, 1, 1], [6, 4, 3, 2]]"
P0,6,0train_fold1,F3-D,"[[5, 1, 4, 5], [2, 4, 4, 4], [4, 5, 4, 1], [6, 4, 2, 3]]"
P0,6,0train_fold1,F2-S-SHUFFLE,"[[3, 4, 4, 4], [0, 4, 3, 7], [2, 3, 7, 2], [6, 1, 1, 7]]"
P0,6,0train_fold1,F2-S-REVERSE,"[[3, 2, 5, 5], [2, 4, 4, 4], [2, 4, 6, 2], [5, 1, 5, 4]]"
P0,6,0train_fold2,F0,"[[7, 4, 3, 1], [0, 9, 4, 1], [3, 0, 9, 3], [2, 0, 1, 11]]"
P0,6,0train_fold2,F1,"[[7, 2, 4, 2], [1, 4, 3, 6], [4, 1, 5, 5], [2, 3, 0, 9]]"
P0,6,0train_fold2,F2-S,"[[4, 3, 6, 2], [3, 3, 2, 6], [5, 0, 6, 4], [5, 3, 2, 4]]"
P0,6,0train_fold2,F2-V,"[[2, 3, 8, 2], [3, 4, 4, 3], [4, 1, 5, 5], [4, 2, 2, 6]]"
P0,6,0train_fold2,F3-G,"[[6, 3, 6, 0], [0, 5, 6, 3], [5, 4, 4, 2], [4, 6, 4, 0]]"
P0,6,0train_fold2,F3-D,"[[3, 7, 2, 3], [0, 5, 7, 2], [3, 4, 5, 3], [5, 6, 2, 1]]"
P0,6,0train_fold2,F2-S-SHUFFLE,"[[4, 3, 4, 4], [4, 3, 2, 5], [4, 0, 6, 5], [3, 2, 7, 2]]"
P0,6,0train_fold2,F2-S-REVERSE,"[[4, 3, 6, 2], [3, 3, 2, 6], [5, 0, 6, 4], [5, 3, 2, 4]]"
P0,6,0train_fold3,F0,"[[10, 0, 3, 1], [3, 9, 1, 1], [5, 2, 3, 5], [4, 3, 2, 5]]"
P0,6,0train_fold3,F1,"[[9, 2, 1, 2], [2, 7, 3, 2], [3, 2, 6, 4], [4, 1, 4, 5]]"
P0,6,0train_fold3,F2-S,"[[8, 2, 2, 2], [4, 2, 4, 4], [3, 6, 6, 0], [7, 3, 1, 3]]"
P0,6,0train_fold3,F2-V,"[[7, 3, 2, 2], [2, 6, 3, 3], [3, 6, 2, 4], [3, 1, 5, 5]]"
P0,6,0train_fold3,F3-G,"[[3, 3, 4, 4], [2, 8, 4, 0], [5, 5, 1, 4], [3, 5, 3, 3]]"
P0,6,0train_fold3,F3-D,"[[1, 4, 4, 5], [1, 8, 3, 2], [4, 4, 2, 5], [0, 8, 2, 4]]"
P0,6,0train_fold3,F2-S-SHUFFLE,"[[6, 3, 1, 4], [4, 4, 2, 4], [3, 4, 5, 3], [4, 6, 1, 3]]"
P0,6,0train_fold3,F2-S-REVERSE,"[[8, 2, 2, 2], [4, 2, 4, 4], [3, 6, 6, 0], [7, 3, 1, 3]]"
P0,6,0train_fold4,F0,"[[7, 3, 1, 3], [4, 8, 2, 1], [3, 1, 10, 0], [2, 3, 3, 6]]"
P0,6,0train_fold4,F1,"[[8, 3, 0, 3], [2, 9, 2, 2], [1, 4, 8, 1], [3, 2, 1, 8]]"
P0,6,0train_fold4,F2-S,"[[6, 6, 1, 1], [4, 4, 5, 2], [3, 4, 5, 2], [3, 4, 3, 4]]"
P0,6,0train_fold4,F2-V,"[[3, 7, 3, 1], [2, 4, 5, 4], [1, 4, 5, 4], [3, 2, 2, 7]]"
P0,6,0train_fold4,F3-G,"[[3, 4, 4, 3], [1, 8, 5, 1], [2, 7, 3, 2], [7, 3, 3, 1]]"
P0,6,0train_fold4,F3-D,"[[3, 5, 3, 3], [3, 6, 3, 3], [2, 7, 4, 1], [2, 4, 5, 3]]"
P0,6,0train_fold4,F2-S-SHUFFLE,"[[5, 5, 1, 3], [4, 6, 2, 3], [3, 6, 4, 1], [5, 4, 3, 2]]"
P0,6,0train_fold4,F2-S-REVERSE,"[[6, 6, 1, 1], [4, 4, 5, 2], [3, 4, 5, 2], [3, 4, 3, 4]]"
P0,6,1test_fold0,F0,"[[9, 3, 0, 3], [2, 10, 2, 1], [4, 2, 5, 3], [1, 3, 2, 8]]"
P0,6,1test_fold0,F1,"[[13, 0, 1, 1], [1, 10, 3, 1], [1, 7, 6, 0], [0, 1, 3, 10]]"
P0,6,1test_fold0,F2-S,"[[5, 4, 5, 1], [3, 6, 5, 1], [2, 6, 3, 3], [3, 5, 2, 4]]"
P0,6,1test_fold0,F2-V,"[[8, 3, 2, 2], [5, 7, 2, 1], [3, 6, 3, 2], [3, 3, 2, 6]]"
P0,6,1test_fold0,F3-G,"[[7, 2, 5, 1], [1, 8, 4, 2], [2, 6, 5, 1], [1, 4, 7, 2]]"
P0,6,1test_fold0,F3-D,"[[6, 1, 4, 4], [2, 7, 5, 1], [2, 7, 4, 1], [0, 4, 7, 3]]"
P0,6,1test_fold0,F2-S-SHUFFLE,"[[2, 4, 6, 3], [2, 5, 5, 3], [1, 3, 4, 6], [5, 7, 1, 1]]"
P0,6,1test_fold0,F2-S-REVERSE,"[[5, 4, 5, 1], [3, 6, 5, 1], [2, 6, 3, 3], [3, 5, 2, 4]]"
P0,6,1test_fold1,F0,"[[8, 2, 2, 2], [1, 7, 3, 4], [3, 1, 7, 3], [2, 1, 2, 10]]"
P0,6,1test_fold1,F1,"[[7, 1, 3, 3], [0, 8, 6, 1], [2, 1, 10, 1], [3, 1, 1, 10]]"
P0,6,1test_fold1,F2-S,"[[7, 4, 2, 1], [2, 6, 3, 4], [2, 4, 8, 0], [2, 4, 3, 6]]"
P0,6,1test_fold1,F2-V,"[[7, 2, 2, 3], [2, 8, 5, 0], [1, 2, 8, 3], [3, 3, 4, 5]]"
P0,6,1test_fold1,F3-G,"[[3, 3, 5, 3], [1, 3, 3, 8], [3, 8, 3, 0], [4, 5, 2, 4]]"
P0,6,1test_fold1,F3-D,"[[2, 6, 2, 4], [2, 3, 4, 6], [5, 4, 2, 3], [3, 4, 2, 6]]"
P0,6,1test_fold1,F2-S-SHUFFLE,"[[6, 4, 2, 2], [2, 4, 5, 4], [2, 6, 3, 3], [2, 4, 5, 4]]"
P0,6,1test_fold1,F2-S-REVERSE,"[[7, 4, 2, 1], [2, 6, 3, 4], [2, 4, 8, 0], [2, 4, 3, 6]]"
P0,6,1test_fold2,F0,"[[12, 0, 1, 1], [3, 6, 4, 1], [1, 2, 10, 2], [4, 1, 3, 7]]"
P0,6,1test_fold2,F1,"[[13, 1, 0, 0], [3, 6, 5, 0], [1, 4, 10, 0], [4, 2, 2, 7]]"
P0,6,1test_fold2,F2-S,"[[6, 4, 0, 4], [3, 3, 5, 3], [5, 4, 5, 1], [4, 5, 2, 4]]"
P0,6,1test_fold2,F2-V,"[[4, 4, 2, 4], [3, 3, 4, 4], [4, 6, 3, 2], [4, 4, 4, 3]]"
P0,6,1test_fold2,F3-G,"[[5, 2, 5, 2], [2, 6, 5, 1], [2, 7, 4, 2], [1, 7, 5, 2]]"
P0,6,1test_fold2,F3-D,"[[5, 4, 5, 0], [1, 3, 4, 6], [1, 3, 5, 6], [2, 4, 4, 5]]"
P0,6,1test_fold2,F2-S-SHUFFLE,"[[5, 5, 0, 4], [4, 3, 3, 4], [5, 2, 4, 4], [4, 3, 4, 4]]"
P0,6,1test_fold2,F2-S-REVERSE,"[[6, 4, 0, 4], [3, 3, 5, 3], [5, 4, 5, 1], [4, 5, 2, 4]]"
P0,6,1test_fold3,F0,"[[8, 2, 1, 3], [3, 7, 3, 1], [2, 3, 10, 0], [4, 2, 2, 6]]"
P0,6,1test_fold3,F1,"[[10, 2, 1, 1], [3, 7, 3, 1], [0, 9, 4, 2], [2, 2, 2, 8]]"
P0,6,1test_fold3,F2-S,"[[4, 1, 4, 5], [4, 4, 3, 3], [4, 4, 5, 2], [3, 4, 3, 4]]"
P0,6,1test_fold3,F2-V,"[[3, 1, 6, 4], [6, 2, 5, 1], [1, 6, 5, 3], [3, 1, 2, 8]]"
P0,6,1test_fold3,F3-G,"[[5, 3, 2, 4], [5, 3, 2, 4], [7, 4, 2, 2], [3, 9, 1, 1]]"
P0,6,1test_fold3,F3-D,"[[7, 4, 2, 1], [4, 3, 5, 2], [5, 5, 3, 2], [1, 8, 1, 4]]"
P0,6,1test_fold3,F2-S-SHUFFLE,"[[2, 2, 5, 5], [2, 4, 3, 5], [4, 4, 3, 4], [5, 3, 3, 3]]"
P0,6,1test_fold3,F2-S-REVERSE,"[[4, 1, 4, 5], [4, 4, 3, 3], [4, 4, 5, 2], [3, 4, 3, 4]]"
P0,6,1test_fold4,F0,"[[8, 2, 2, 3], [4, 9, 0, 1], [0, 3, 8, 3], [2, 3, 1, 8]]"
P0,6,1test_fold4,F1,"[[7, 3, 3, 2], [4, 8, 2, 0], [5, 1, 8, 0], [2, 2, 3, 7]]"
P0,6,1test_fold4,F2-S,"[[8, 2, 1, 4], [3, 6, 3, 2], [2, 2, 7, 3], [2, 4, 4, 4]]"
P0,6,1test_fold4,F2-V,"[[5, 2, 3, 5], [4, 6, 1, 3], [5, 2, 7, 0], [1, 3, 4, 6]]"
P0,6,1test_fold4,F3-G,"[[5, 2, 5, 3], [3, 4, 2, 5], [6, 2, 3, 3], [2, 6, 3, 3]]"
P0,6,1test_fold4,F3-D,"[[5, 4, 2, 4], [4, 5, 1, 4], [6, 2, 4, 2], [5, 2, 3, 4]]"
P0,6,1test_fold4,F2-S-SHUFFLE,"[[7, 0, 5, 3], [1, 6, 3, 4], [3, 3, 5, 3], [2, 4, 4, 4]]"
P0,6,1test_fold4,F2-S-REVERSE,"[[8, 2, 1, 4], [3, 6, 3, 2], [2, 2, 7, 3], [2, 4, 4, 4]]"
P1,6,0train_to_1test,F0,"[[49, 13, 6, 4], [10, 48, 6, 8], [12, 22, 35, 3], [11, 19, 13, 29]]"
P1,6,0train_to_1test,F1,"[[40, 18, 9, 5], [6, 51, 11, 4], [11, 26, 32, 3], [8, 25, 15, 24]]"
P1,6,0train_to_1test,F2-S,"[[27, 13, 14, 18], [16, 25, 18, 13], [10, 17, 35, 10], [15, 15, 15, 27]]"
P1,6,0train_to_1test,F2-V,"[[25, 17, 12, 18], [12, 24, 18, 18], [14, 17, 22, 19], [10, 15, 20, 27]]"
P1,6,0train_to_1test,F3-G,"[[32, 13, 15, 12], [14, 39, 10, 9], [17, 31, 8, 16], [16, 29, 15, 12]]"
P1,6,0train_to_1test,F3-D,"[[32, 13, 12, 15], [18, 24, 14, 16], [18, 26, 11, 17], [26, 21, 8, 17]]"
P1,6,0train_to_1test,F2-S-SHUFFLE,"[[20, 15, 16, 21], [16, 22, 19, 15], [10, 16, 34, 12], [15, 17, 14, 26]]"
P1,6,0train_to_1test,F2-S-REVERSE,"[[27, 13, 14, 18], [16, 25, 18, 13], [10, 17, 35, 10], [15, 15, 15, 27]]"
P1,6,1test_to_0train,F0,"[[68, 1, 0, 3], [42, 21, 2, 7], [31, 6, 22, 13], [46, 1, 0, 25]]"
P1,6,1test_to_0train,F1,"[[50, 4, 6, 12], [23, 25, 9, 15], [33, 9, 17, 13], [36, 4, 3, 29]]"
P1,6,1test_to_0train,F2-S,"[[26, 16, 15, 15], [19, 26, 17, 10], [13, 27, 24, 8], [21, 17, 11, 23]]"
P1,6,1test_to_0train,F2-V,"[[27, 12, 22, 11], [15, 25, 21, 11], [14, 23, 21, 14], [22, 20, 11, 19]]"
P1,6,1test_to_0train,F3-G,"[[21, 18, 20, 13], [1, 35, 25, 11], [12, 24, 20, 16], [15, 22, 24, 11]]"
P1,6,1test_to_0train,F3-D,"[[15, 21, 18, 18], [4, 38, 17, 13], [12, 26, 12, 22], [10, 30, 14, 18]]"
P1,6,1test_to_0train,F2-S-SHUFFLE,"[[24, 16, 17, 15], [15, 25, 16, 16], [13, 21, 29, 9], [19, 17, 17, 19]]"
P1,6,1test_to_0train,F2-S-REVERSE,"[[26, 16, 15, 15], [19, 26, 17, 10], [13, 27, 24, 8], [21, 17, 11, 23]]"
P0,7,0train_fold0,F0,"[[13, 0, 1, 1], [1, 7, 7, 0], [0, 1, 13, 0], [1, 0, 1, 12]]"
P0,7,0train_fold0,F1,"[[11, 0, 1, 3], [1, 9, 5, 0], [0, 3, 11, 0], [2, 0, 1, 11]]"
P0,7,0train_fold0,F2-S,"[[10, 2, 1, 2], [5, 5, 5, 0], [1, 5, 8, 0], [4, 0, 4, 6]]"
P0,7,0train_fold0,F2-V,"[[8, 2, 2, 3], [6, 6, 3, 0], [0, 5, 6, 3], [4, 2, 3, 5]]"
P0,7,0train_fold0,F3-G,"[[5, 3, 5, 2], [2, 0, 6, 7], [2, 4, 4, 4], [2, 2, 6, 4]]"
P0,7,0train_fold0,F3-D,"[[2, 4, 6, 3], [2, 2, 6, 5], [1, 7, 4, 2], [5, 1, 6, 2]]"
P0,7,0train_fold0,F2-S-SHUFFLE,"[[7, 2, 2, 4], [4, 4, 4, 3], [1, 6, 7, 0], [7, 0, 3, 4]]"
P0,7,0train_fold0,F2-S-REVERSE,"[[10, 2, 1, 2], [5, 5, 5, 0], [1, 5, 8, 0], [4, 0, 4, 6]]"
