protocol,subject,split,feature,confusion_matrix
P0,9,0train_fold1,F2-V,"[[10, 0, 4, 1], [1, 12, 1, 0], [4, 3, 7, 0], [1, 1, 1, 12]]"
P0,9,0train_fold1,F3-G,"[[2, 2, 8, 3], [2, 7, 2, 3], [1, 1, 7, 5], [3, 1, 8, 3]]"
P0,9,0train_fold1,F3-D,"[[3, 1, 8, 3], [2, 6, 3, 3], [4, 2, 5, 3], [4, 2, 7, 2]]"
P0,9,0train_fold1,F2-S-SHUFFLE,"[[4, 4, 5, 2], [3, 5, 3, 3], [5, 6, 2, 1], [4, 2, 0, 9]]"
P0,9,0train_fold1,F2-S-REVERSE,"[[7, 1, 4, 3], [1, 12, 1, 0], [4, 4, 6, 0], [2, 0, 0, 13]]"
P0,9,0train_fold2,F0,"[[8, 3, 2, 2], [2, 10, 2, 0], [3, 3, 8, 1], [2, 0, 1, 11]]"
P0,9,0train_fold2,F1,"[[12, 1, 1, 1], [1, 13, 0, 0], [1, 2, 11, 1], [1, 0, 1, 12]]"
P0,9,0train_fold2,F2-S,"[[7, 3, 5, 0], [1, 11, 1, 1], [4, 2, 7, 2], [1, 0, 2, 11]]"
P0,9,0train_fold2,F2-V,"[[7, 2, 4, 2], [1, 11, 2, 0], [1, 3, 8, 3], [1, 0, 1, 12]]"
P0,9,0train_fold2,F3-G,"[[2, 2, 5, 6], [1, 4, 2, 7], [3, 2, 5, 5], [0, 4, 8, 2]]"
P0,9,0train_fold2,F3-D,"[[3, 2, 5, 5], [3, 6, 1, 4], [8, 1, 4, 2], [2, 5, 5, 2]]"
P0,9,0train_fold2,F2-S-SHUFFLE,"[[6, 3, 4, 2], [4, 7, 1, 2], [4, 6, 2, 3], [3, 3, 0, 8]]"
P0,9,0train_fold2,F2-S-REVERSE,"[[7, 3, 5, 0], [1, 11, 1, 1], [4, 2, 7, 2], [1, 0, 2, 11]]"
P0,9,0train_fold3,F0,"[[10, 2, 0, 2], [2, 7, 3, 2], [2, 3, 9, 1], [0, 1, 1, 12]]"
P0,9,0train_fold3,F1,"[[8, 5, 0, 1], [0, 14, 0, 0], [3, 0, 11, 1], [1, 0, 1, 12]]"
P0,9,0train_fold3,F2-S,"[[7, 3, 2, 2], [1, 11, 2, 0], [3, 0, 10, 2], [2, 0, 0, 12]]"
P0,9,0train_fold3,F2-V,"[[7, 4, 3, 0], [1, 11, 2, 0], [2, 1, 9, 3], [3, 0, 0, 11]]"
P0,9,0train_fold3,F3-G,"[[6, 3, 2, 3], [4, 4, 2, 4], [3, 2, 5, 5], [6, 1, 2, 5]]"
P0,9,0train_fold3,F3-D,"[[5, 3, 4, 2], [6, 4, 2, 2], [5, 2, 3, 5], [6, 4, 1, 3]]"
P0,9,0train_fold3,F2-S-SHUFFLE,"[[5, 3, 4, 2], [3, 6, 4, 1], [4, 3, 7, 1], [3, 4, 0, 7]]"
P0,9,0train_fold3,F2-S-REVERSE,"[[7, 3, 2, 2], [1, 11, 2, 0], [3, 0, 10, 2], [2, 0, 0, 12]]"
P0,9,0train_fold4,F0,"[[10, 1, 1, 2], [4, 9, 2, 0], [3, 3, 7, 1], [2, 2, 2, 8]]"
P0,9,0train_fold4,F1,"[[10, 1, 2, 1], [0, 15, 0, 0], [0, 2, 12, 0], [1, 2, 1, 10]]"
P0,9,0train_fold4,F2-S,"[[10, 1, 1, 2], [2, 11, 2, 0], [5, 4, 5, 0], [1, 2, 0, 11]]"
P0,9,0train_fold4,F2-V,"[[12, 0, 2, 0], [2, 11, 2, 0], [3, 2, 9, 0], [2, 1, 1, 10]]"
P0,9,0train_fold4,F3-G,"[[4, 0, 3, 7], [2, 10, 0, 3], [4, 1, 6, 3], [0, 2, 6, 6]]"
P0,9,0train_fold4,F3-D,"[[5, 2, 4, 3], [2, 8, 1, 4], [5, 1, 5, 3], [4, 3, 5, 2]]"
P0,9,0train_fold4,F2-S-SHUFFLE,"[[3, 4, 4, 3], [4, 4, 5, 2], [3, 4, 5, 2], [3, 2, 4, 5]]"
P0,9,0train_fold4,F2-S-REVERSE,"[[10, 1, 1, 2], [2, 11, 2, 0], [5, 4, 5, 0], [1, 2, 0, 11]]"
P0,9,1test_fold0,F0,"[[14, 0, 1, 0], [0, 14, 1, 0], [1, 0, 13, 0], [0, 0, 0, 14]]"
P0,9,1test_fold0,F1,"[[11, 1, 3, 0], [0, 14, 1, 0], [2, 0, 12, 0], [0, 0, 2, 12]]"
P0,9,1test_fold0,F2-S,"[[10, 3, 2, 0], [1, 14, 0, 0], [6, 1, 6, 1], [3, 1, 2, 8]]"
P0,9,1test_fold0,F2-V,"[[9, 1, 4, 1], [2, 13, 0, 0], [3, 2, 7, 2], [0, 1, 7, 6]]"
P0,9,1test_fold0,F3-G,"[[5, 2, 3, 5], [2, 6, 1, 6], [3, 1, 5, 5], [5, 2, 3, 4]]"
P0,9,1test_fold0,F3-D,"[[5, 4, 4, 2], [3, 9, 2, 1], [3, 1, 7, 3], [5, 2, 4, 3]]"
P0,9,1test_fold0,F2-S-SHUFFLE,"[[11, 2, 2, 0], [2, 12, 0, 1], [9, 1, 2, 2], [5, 2, 2, 5]]"
P0,9,1test_fold0,F2-S-REVERSE,"[[10, 3, 2, 0], [1, 14, 0, 0], [6, 1, 6, 1], [3, 1, 2, 8]]"
P0,9,1test_fold1,F0,"[[11, 1, 1, 1], [0, 15, 0, 0], [0, 3, 10, 1], [1, 0, 1, 13]]"
P0,9,1test_fold1,F1,"[[11, 1, 1, 1], [0, 15, 0, 0], [2, 0, 10, 2], [2, 0, 2, 11]]"
P0,9,1test_fold1,F2-S,"[[10, 0, 3, 1], [2, 11, 1, 1], [3, 2, 4, 5], [1, 2, 1, 11]]"
P0,9,1test_fold1,F2-V,"[[11, 0, 1, 2], [3, 9, 2, 1], [6, 1, 4, 3], [3, 1, 4, 7]]"
P0,9,1test_fold1,F3-G,"[[1, 1, 3, 9], [5, 8, 1, 1], [5, 2, 4, 3], [2, 1, 4, 8]]"
P0,9,1test_fold1,F3-D,"[[3, 1, 2, 8], [3, 8, 2, 2], [6, 3, 2, 3], [4, 2, 2, 7]]"
P0,9,1test_fold1,F2-S-SHUFFLE,"[[9, 3, 1, 1], [1, 10, 3, 1], [3, 4, 6, 1], [0, 3, 2, 10]]"
P0,9,1test_fold1,F2-S-REVERSE,"[[10, 0, 3, 1], [2, 11, 1, 1], [3, 2, 4, 5], [1, 2, 1, 11]]"
P0,9,1test_fold2,F0,"[[11, 0, 3, 0], [0, 13, 1, 0], [0, 2, 12, 1], [0, 0, 1, 14]]"
P0,9,1test_fold2,F1,"[[12, 0, 2, 0], [0, 13, 1, 0], [1, 1, 12, 1], [1, 0, 2, 12]]"
P0,9,1test_fold2,F2-S,"[[5, 0, 8, 1], [0, 11, 3, 0], [2, 1, 7, 5], [1, 0, 0, 14]]"
P0,9,1test_fold2,F2-V,"[[6, 0, 6, 2], [2, 10, 2, 0], [4, 4, 3, 4], [0, 0, 3, 12]]"
P0,9,1test_fold2,F3-G,"[[1, 1, 3, 9], [2, 11, 0, 1], [5, 0, 4, 6], [1, 2, 4, 8]]"
P0,9,1test_fold2,F3-D,"[[2, 0, 6, 6], [0, 13, 1, 0], [4, 1, 8, 2], [3, 1, 7, 4]]"
P0,9,1test_fold2,F2-S-SHUFFLE,"[[5, 2, 5, 2], [1, 8, 5, 0], [2, 3, 6, 4], [1, 1, 0, 13]]"
P0,9,1test_fold2,F2-S-REVERSE,"[[5, 0, 8, 1], [0, 11, 3, 0], [2, 1, 7, 5], [1, 0, 0, 14]]"
P0,9,1test_fold3,F0,"[[14, 0, 0, 0], [1, 11, 2, 0], [1, 0, 13, 1], [0, 0, 0, 14]]"
P0,9,1test_fold3,F1,"[[14, 0, 0, 0], [0, 13, 1, 0], [2, 0, 11, 2], [0, 0, 1, 13]]"
P0,9,1test_fold3,F2-S,"[[7, 1, 5, 1], [1, 12, 1, 0], [4, 1, 7, 3], [3, 0, 4, 7]]"
P0,9,1test_fold3,F2-V,"[[6, 2, 5, 1], [0, 12, 1, 1], [3, 1, 7, 4], [1, 1, 1, 11]]"
P0,9,1test_fold3,F3-G,"[[4, 3, 5, 2], [2, 10, 2, 0], [5, 0, 6, 4], [3, 2, 4, 5]]"
P0,9,1test_fold3,F3-D,"[[2, 3, 6, 3], [0, 11, 2, 1], [3, 0, 6, 6], [5, 2, 3, 4]]"
P0,9,1test_fold3,F2-S-SHUFFLE,"[[7, 1, 4, 2], [2, 7, 5, 0], [5, 2, 7, 1], [2, 0, 5, 7]]"
P0,9,1test_fold3,F2-S-REVERSE,"[[7, 1, 5, 1], [1, 12, 1, 0], [4, 1, 7, 3], [3, 0, 4, 7]]"
P0,9,1test_fold4,F0,"[[14, 0, 1, 0], [0, 10, 4, 0], [0, 2, 12, 0], [0, 0, 0, 14]]"
P0,9,1test_fold4,F1,"[[14, 0, 1, 0], [0, 13, 1, 0], [0, 3, 11, 0], [0, 0, 0, 14]]"
P0,9,1test_fold4,F2-S,"[[10, 0, 3, 2], [1, 11, 1, 1], [4, 2, 6, 2], [1, 0, 2, 11]]"
P0,9,1test_fold4,F2-V,"[[12, 0, 2, 1], [1, 11, 2, 0], [4, 4, 4, 2], [1, 1, 4, 8]]"
P0,9,1test_fold4,F3-G,"[[3, 2, 6, 4], [4, 5, 4, 1], [2, 2, 5, 5], [4, 0, 6, 4]]"
P0,9,1test_fold4,F3-D,"[[4, 2, 3, 6], [3, 5, 2, 4], [4, 1, 6, 3], [5, 0, 5, 4]]"
P0,9,1test_fold4,F2-S-SHUFFLE,"[[9, 2, 4, 0], [4, 6, 2, 2], [5, 4, 3, 2], [1, 0, 5, 8]]"
P0,9,1test_fold4,F2-S-REVERSE,"[[10, 0, 3, 2], [1, 11, 1, 1], [4, 2, 6, 2], [1, 0, 2, 11]]"
P1,9,0train_to_1test,F0,"[[61, 2, 9, 0], [3, 54, 15, 0], [25, 5, 39, 3], [8, 1, 1, 62]]"
P1,9,0train_to_1test,F1,"[[63, 0, 3, 6], [4, 51, 15, 2], [21, 4, 32, 15], [3, 0, 1, 68]]"
P1,9,0train_to_1test,F2-S,"[[42, 9, 14, 7], [9, 38, 23, 2], [15, 11, 34, 12], [14, 2, 9, 47]]"
P1,9,0train_to_1test,F2-V,"[[39, 10, 12, 11], [8, 44, 13, 7], [20, 7, 26, 19], [13, 4, 11, 44]]"
P1,9,0train_to_1test,F3-G,"[[12, 12, 13, 35], [5, 36, 6, 25], [9, 11, 21, 31], [11, 4, 21, 36]]"
P1,9,0train_to_1test,F3-D,"[[27, 14, 20, 11], [7, 47, 7, 11], [20, 19, 23, 10], [16, 13, 28, 15]]"
P1,9,0train_to_1test,F2-S-SHUFFLE,"[[34, 12, 19, 7], [17, 36, 19, 0], [19, 14, 30, 9], [16, 7, 15, 34]]"
P1,9,0train_to_1test,F2-S-REVERSE,"[[42, 9, 14, 7], [9, 38, 23, 2], [15, 11, 34, 12], [14, 2, 9, 47]]"
P1,9,1test_to_0train,F0,"[[41, 7, 14, 10], [14, 40, 14, 4], [7, 14, 45, 6], [9, 1, 7, 55]]"
P1,9,1test_to_0train,F1,"[[35, 10, 22, 5], [6, 62, 3, 1], [4, 15, 48, 5], [4, 0, 19, 49]]"
P1,9,1test_to_0train,F2-S,"[[37, 8, 18, 9], [14, 37, 15, 6], [13, 9, 39, 11], [5, 5, 11, 51]]"
P1,9,1test_to_0train,F2-V,"[[36, 7, 20, 9], [5, 54, 9, 4], [15, 12, 39, 6], [6, 2, 19, 45]]"
P1,9,1test_to_0train,F3-G,"[[18, 7, 25, 22], [22, 24, 18, 8], [22, 4, 33, 13], [15, 15, 18, 24]]"
P1,9,1test_to_0train,F3-D,"[[23, 6, 22, 21], [17, 24, 24, 7], [30, 5, 24, 13], [10, 20, 21, 21]]"
P1,9,1test_to_0train,F2-S-SHUFFLE,"[[28, 13, 15, 16], [16, 30, 16, 10], [17, 14, 27, 14], [13, 7, 14, 38]]"
P1,9,1test_to_0train,F2-S-REVERSE,"[[37, 8, 18, 9], [14, 37, 15, 6], [13, 9, 39, 11], [5, 5, 11, 51]]"
P2,1,LOSO,F0,"[[29, 36, 79, 0], [0, 110, 34, 0], [1, 12, 131, 0], [40, 46, 58, 0]]"
P2,1,LOSO,F1,"[[69, 29, 44, 2], [6, 114, 24, 0], [4, 38, 102, 0], [71, 36, 36, 1]]"
P2,1,LOSO,F2-S,"[[69, 9, 17, 49], [33, 67, 30, 14], [19, 49, 51, 25], [58, 11, 17, 58]]"
P2,1,LOSO,F2-V,"[[70, 11, 15, 48], [32, 66, 35, 11], [20, 41, 62, 21], [47, 10, 20, 67]]"
P2,1,LOSO,F3-G,"[[24, 61, 30, 29], [18, 46, 50, 30], [16, 56, 43, 29], [16, 62, 26, 40]]"
P2,1,LOSO,F3-D,"[[22, 64, 31, 27], [15, 48, 50, 31], [20, 58, 44, 22], [16, 60, 27, 41]]"
P2,1,LOSO,F2-S-SHUFFLE,"[[42, 13, 30, 59], [29, 59, 37, 19], [19, 34, 67, 24], [53, 18, 22, 51]]"
P2,1,LOSO,F2-S-REVERSE,"[[69, 9, 17, 49], [33, 67, 30, 14], [19, 49, 51, 25], [58, 11, 17, 58]]"
P3,1,LOSO_RA,F0,"[[63, 11, 20, 50], [4, 118, 19, 3], [5, 25, 112, 2], [46, 4, 6, 88]]"
P3,1,LOSO_RA,F1,"[[61, 2, 10, 71], [12, 90, 20, 22], [7, 29, 98, 10], [34, 5, 5, 100]]"
P3,1,LOSO_RA,F2-S,"[[64, 12, 16, 52], [33, 60, 26, 25], [21, 47, 49, 27], [58, 12, 19, 55]]"
P3,1,LOSO_RA,F2-V,"[[68, 12, 21, 43], [35, 64, 34, 11], [25, 40, 61, 18], [52, 11, 22, 59]]"
P3,1,LOSO_RA,F3-G,"[[24, 61, 30, 29], [18, 46, 50, 30], [16, 56, 43, 29], [16, 62, 26, 40]]"
P3,1,LOSO_RA,F3-D,"[[22, 64, 31, 27], [15, 48, 50, 31], [20, 58, 44, 22], [16, 60, 27, 41]]"
P3,1,LOSO_RA,F2-S-SHUFFLE,"[[52, 8, 30, 54], [32, 54, 32, 26], [27, 33, 58, 26], [43, 21, 25, 55]]"
P3,1,LOSO_RA,F2-S-REVERSE,"[[64, 12, 16, 52], [33, 60, 26, 25], [21, 47, 49, 27], [58, 12, 19, 55]]"
P2,2,LOSO,F0,"[[43, 75, 22, 4], [41, 80, 23, 0], [44, 62, 37, 1], [36, 75, 29, 4]]"
P2,2,LOSO,F1,"[[39, 34, 59, 12], [32, 58, 52, 2], [44, 37, 60, 3], [34, 53, 47, 10]]"
P2,2,LOSO,F2-S,"[[33, 12, 22, 77], [26, 37, 36, 45], [36, 24, 36, 48], [33, 24, 21, 66]]"
P2,2,LOSO,F2-V,"[[31, 17, 18, 78], [28, 40, 28, 48], [39, 23, 33, 49], [25, 23, 26, 70]]"
P2,2,LOSO,F3-G,"[[14, 56, 21, 53], [14, 50, 36, 44], [16, 56, 31, 41], [11, 65, 30, 38]]"
P2,2,LOSO,F3-D,"[[16, 68, 17, 43], [17, 51, 38, 38], [16, 65, 35, 28], [11, 67, 25, 41]]"
P2,2,LOSO,F2-S-SHUFFLE,"[[34, 31, 25, 54], [37, 34, 34, 39], [31, 37, 34, 42], [33, 23, 34, 54]]"
P2,2,LOSO,F2-S-REVERSE,"[[33, 12, 22, 77], [26, 37, 36, 45], [36, 24, 36, 48], [33, 24, 21, 66]]"
P3,2,LOSO_RA,F0,"[[27, 31, 24, 62], [40, 53, 23, 28], [52, 41, 33, 18], [26, 55, 23, 40]]"
P3,2,LOSO_RA,F1,"[[20, 18, 21, 85], [26, 45, 35, 38], [40, 24, 42, 38], [18, 37, 13, 76]]"
P3,2,LOSO_RA,F2-S,"[[39, 9, 18, 78], [28, 25, 39, 52], [32, 16, 41, 55], [21, 23, 18, 82]]"
P3,2,LOSO_RA,F2-V,"[[30, 14, 22, 78], [31, 30, 35, 48], [32, 18, 38, 56], [25, 17, 27, 75]]"
P3,2,LOSO_RA,F3-G,"[[14, 56, 21, 53], [14, 50, 36, 44], [16, 56, 31, 41], [11, 65, 30, 38]]"
P3,2,LOSO_RA,F3-D,"[[16, 68, 17, 43], [17, 51, 38, 38], [16, 65, 35, 28], [11, 67, 25, 41]]"
P3,2,LOSO_RA,F2-S-SHUFFLE,"[[30, 26, 25, 63], [35, 23, 35, 51], [40, 24, 33, 47], [35, 18, 32, 59]]"
P3,2,LOSO_RA,F2-S-REVERSE,"[[39, 9, 18, 78], [28, 25, 39, 52], [32, 16, 41, 55], [21, 23, 18, 82]]"
P2,3,LOSO,F0,"[[47, 0, 0, 97], [1, 19, 0, 124], [4, 1, 18, 121], [3, 0, 0, 141]]"
P2,3,LOSO,F1,"[[73, 3, 5, 63], [19, 22, 3, 100], [14, 8, 31, 91], [13, 0, 1, 130]]"
P2,3,LOSO,F2-S,"[[73, 21, 24, 26], [44, 61, 22, 17], [28, 42, 63, 11], [49, 9, 30, 56]]"
P2,3,LOSO,F2-V,"[[75, 21, 24, 24], [42, 59, 25, 18], [27, 40, 68, 9], [53, 10, 25, 56]]"
P2,3,LOSO,F3-G,"[[35, 40, 43, 26], [25, 56, 38, 25], [23, 59, 37, 25], [40, 36, 28, 40]]"
P2,3,LOSO,F3-D,"[[42, 43, 38, 21], [23, 61, 33, 27], [27, 65, 25, 27], [45, 32, 25, 42]]"
P2,3,LOSO,F2-S-SHUFFLE,"[[66, 28, 26, 24], [41, 56, 25, 22], [28, 27, 73, 16], [48, 21, 27, 48]]"
P2,3,LOSO,F2-S-REVERSE,"[[73, 21, 24, 26], [44, 61, 22, 17], [28, 42, 63, 11], [49, 9, 30, 56]]"
P3,3,LOSO_RA,F0,"[[91, 24, 16, 13], [6, 113, 2, 23], [8, 17, 102, 17], [23, 6, 15, 100]]"
P3,3,LOSO_RA,F1,"[[96, 15, 26, 7], [12, 123, 5, 4], [11, 33, 94, 6], [63, 10, 15, 56]]"
P3,3,LOSO_RA,F2-S,"[[70, 24, 21, 29], [44, 62, 19, 19], [27, 40, 63, 14], [52, 13, 23, 56]]"
P3,3,LOSO_RA,F2-V,"[[72, 23, 19, 30], [40, 61, 28, 15], [28, 32, 68, 16], [45, 12, 25, 62]]"
P3,3,LOSO_RA,F3-G,"[[35, 40, 43, 26], [25, 56, 38, 25], [23, 59, 37, 25], [40, 36, 28, 40]]"
P3,3,LOSO_RA,F3-D,"[[42, 43, 38, 21], [23, 61, 33, 27], [27, 65, 25, 27], [45, 32, 25, 42]]"
P3,3,LOSO_RA,F2-S-SHUFFLE,"[[57, 33, 31, 23], [31, 68, 22, 23], [30, 22, 69, 23], [46, 25, 23, 50]]"
P3,3,LOSO_RA,F2-S-REVERSE,"[[70, 24, 21, 29], [44, 62, 19, 19], [27, 40, 63, 14], [52, 13, 23, 56]]"
P2,4,LOSO,F0,"[[20, 9, 76, 39], [22, 13, 80, 29], [10, 0, 118, 16], [14, 6, 90, 34]]"
P2,4,LOSO,F1,"[[24, 21, 78, 21], [25, 39, 64, 16], [24, 3, 105, 12], [13, 11, 77, 43]]"
P2,4,LOSO,F2-S,"[[39, 33, 22, 50], [43, 54, 32, 15], [45, 21, 50, 28], [29, 21, 35, 59]]"
P2,4,LOSO,F2-V,"[[32, 34, 26, 52], [51, 42, 33, 18], [49, 17, 51, 27], [27, 21, 27, 69]]"
P2,4,LOSO,F3-G,"[[22, 49, 38, 35], [23, 32, 58, 31], [16, 41, 52, 35], [23, 37, 41, 43]]"
P2,4,LOSO,F3-D,"[[22, 52, 39, 31], [20, 44, 46, 34], [14, 47, 54, 29], [21, 47, 40, 36]]"
P2,4,LOSO,F2-S-SHUFFLE,"[[50, 30, 26, 38], [49, 41, 37, 17], [40, 29, 48, 27], [30, 28, 42, 44]]"
P2,4,LOSO,F2-S-REVERSE,"[[39, 33, 22, 50], [43, 54, 32, 15], [45, 21, 50, 28], [29, 21, 35, 59]]"
P3,4,LOSO_RA,F0,"[[49, 32, 15, 48], [36, 73, 18, 17], [26, 23, 74, 21], [26, 14, 28, 76]]"
P3,4,LOSO_RA,F1,"[[43, 28, 11, 62], [44, 68, 17, 15], [52, 18, 52, 22], [24, 13, 9, 98]]"
P3,4,LOSO_RA,F2-S,"[[34, 32, 25, 53], [51, 43, 32, 18], [49, 20, 46, 29], [31, 19, 31, 63]]"
P3,4,LOSO_RA,F2-V,"[[26, 35, 27, 56], [49, 37, 34, 24], [51, 12, 51, 30], [27, 14, 28, 75]]"
P3,4,LOSO_RA,F3-G,"[[22, 49, 38, 35], [23, 32, 58, 31], [16, 41, 52, 35], [23, 37, 41, 43]]"
P3,4,LOSO_RA,F3-D,"[[22, 52, 39, 31], [20, 44, 46, 34], [14, 47, 54, 29], [21, 47, 40, 36]]"
P3,4,LOSO_RA,F2-S-SHUFFLE,"[[42, 28, 32, 42], [38, 39, 46, 21], [34, 31, 53, 26], [26, 28, 45, 45]]"
P3,4,LOSO_RA,F2-S-REVERSE,"[[34, 32, 25, 53], [51, 43, 32, 18], [49, 20, 46, 29], [31, 19, 31, 63]]"
P2,5,LOSO,F0,"[[0, 142, 2, 0], [0, 142, 2, 0], [0, 138, 5, 1], [0, 141, 3, 0]]"
P2,5,LOSO,F1,"[[2, 130, 12, 0], [0, 135, 9, 0], [0, 126, 18, 0], [1, 134, 9, 0]]"
P2,5,LOSO,F2-S,"[[41, 43, 36, 24], [33, 57, 41, 13], [31, 48, 48, 17], [29, 41, 36, 38]]"
P2,5,LOSO,F2-V,"[[37, 39, 41, 27], [38, 45, 44, 17], [29, 42, 50, 23], [31, 32, 42, 39]]"
P2,5,LOSO,F3-G,"[[13, 63, 57, 11], [9, 64, 59, 12], [10, 55, 70, 9], [14, 62, 55, 13]]"
P2,5,LOSO,F3-D,"[[19, 77, 36, 12], [8, 66, 55, 15], [13, 74, 49, 8], [15, 73, 43, 13]]"
P2,5,LOSO,F2-S-SHUFFLE,"[[46, 35, 30, 33], [31, 36, 41, 36], [32, 43, 34, 35], [41, 25, 44, 34]]"
P2,5,LOSO,F2-S-REVERSE,"[[41, 43, 36, 24], [33, 57, 41, 13], [31, 48, 48, 17], [29, 41, 36, 38]]"
P3,5,LOSO_RA,F0,"[[57, 23, 38, 26], [23, 44, 54, 23], [29, 18, 69, 28], [35, 23, 44, 42]]"
P3,5,LOSO_RA,F1,"[[102, 4, 11, 27], [81, 5, 33, 25], [71, 1, 41, 31], [56, 4, 29, 55]]"
P3,5,LOSO_RA,F2-S,"[[44, 38, 37, 25], [36, 51, 43, 14], [35, 39, 48, 22], [26, 39, 33, 46]]"
P3,5,LOSO_RA,F2-V,"[[39, 37, 40, 28], [39, 44, 40, 21], [34, 40, 46, 24], [31, 31, 39, 43]]"
P3,5,LOSO_RA,F3-G,"[[13, 63, 57, 11], [9, 64, 59, 12], [10, 55, 70, 9], [14, 62, 55, 13]]"
P3,5,LOSO_RA,F3-D,"[[19, 77, 36, 12], [8, 66, 55, 15], [13, 74, 49, 8], [15, 73, 43, 13]]"
P3,5,LOSO_RA,F2-S-SHUFFLE,"[[49, 33, 30, 32], [32, 36, 37, 39], [39, 35, 31, 39], [40, 24, 38, 42]]"
P3,5,LOSO_RA,F2-S-REVERSE,"[[44, 38, 37, 25], [36, 51, 43, 14], [35, 39, 48, 22], [26, 39, 33, 46]]"
P2,6,LOSO,F0,"[[53, 1, 0, 90], [52, 1, 6, 85], [46, 2, 6, 90], [37, 2, 3, 102]]"
P2,6,LOSO,F1,"[[47, 4, 1, 92], [45, 2, 6, 91], [49, 2, 6, 87], [36, 2, 4, 102]]"
P2,6,LOSO,F2-S,"[[39, 25, 15, 65], [34, 47, 23, 40], [26, 37, 41, 40], [34, 32, 19, 59]]"
P2,6,LOSO,F2-V,"[[37, 24, 22, 61], [33, 53, 25, 33], [27, 37, 34, 46], [28, 43, 22, 51]]"
P2,6,LOSO,F3-G,"[[48, 13, 25, 58], [47, 14, 42, 41], [58, 11, 21, 54], [54, 11, 35, 44]]"
P2,6,LOSO,F3-D,"[[58, 7, 24, 55], [57, 5, 30, 52], [54, 6, 24, 60], [58, 4, 40, 42]]"
P2,6,LOSO,F2-S-SHUFFLE,"[[35, 35, 10, 64], [29, 56, 22, 37], [35, 41, 27, 41], [29, 36, 23, 56]]"
P2,6,LOSO,F2-S-REVERSE,"[[39, 25, 15, 65], [34, 47, 23, 40], [26, 37, 41, 40], [34, 32, 19, 59]]"
P3,6,LOSO_RA,F0,"[[61, 24, 18, 41], [37, 54, 34, 19], [32, 27, 56, 29], [41, 18, 36, 49]]"
P3,6,LOSO_RA,F1,"[[65, 33, 35, 11], [15, 86, 36, 7], [24, 42, 72, 6], [40, 34, 46, 24]]"
P3,6,LOSO_RA,F2-S,"[[37, 27, 17, 63], [34, 45, 22, 43], [26, 38, 42, 38], [32, 29, 20, 63]]"
P3,6,LOSO_RA,F2-V,"[[36, 21, 23, 64], [39, 50, 23, 32], [29, 33, 38, 44], [32, 38, 22, 52]]"
P3,6,LOSO_RA,F3-G,"[[48, 13, 25, 58], [47, 14, 42, 41], [58, 11, 21, 54], [54, 11, 35, 44]]"
P3,6,LOSO_RA,F3-D,"[[58, 7, 24, 55], [57, 5, 30, 52], [54, 6, 24, 60], [58, 4, 40, 42]]"
P3,6,LOSO_RA,F2-S-SHUFFLE,"[[44, 34, 15, 51], [25, 51, 29, 39], [32, 37, 31, 44], [31, 34, 19, 60]]"
P3,6,LOSO_RA,F2-S-REVERSE,"[[37, 27, 17, 63], [34, 45, 22, 43], [26, 38, 42, 38], [32, 29, 20, 63]]"
P2,7,LOSO,F0,"[[24, 81, 25, 14], [24, 84, 33, 3], [27, 63, 44, 10], [36, 47, 15, 46]]"
P2,7,LOSO,F1,"[[61, 38, 22, 23], [47, 58, 28, 11], [48, 37, 39, 20], [54, 18, 8, 64]]"
P2,7,LOSO,F2-S,"[[37, 40, 46, 21], [18, 62, 43, 21], [20, 45, 65, 14], [39, 26, 31, 48]]"
P2,7,LOSO,F2-V,"[[38, 44, 46, 16], [22, 66, 40, 16], [18, 43, 71, 12], [40, 25, 28, 51]]"
P2,7,LOSO,F3-G,"[[22, 26, 70, 26], [24, 27, 61, 32], [22, 30, 69, 23], [25, 14, 69, 36]]"
P2,7,LOSO,F3-D,"[[25, 23, 73, 23], [29, 28, 62, 25], [23, 35, 61, 25], [31, 15, 52, 46]]"
P2,7,LOSO,F2-S-SHUFFLE,"[[32, 48, 49, 15], [20, 65, 48, 11], [21, 50, 63, 10], [26, 42, 42, 34]]"
P2,7,LOSO,F2-S-REVERSE,"[[37, 40, 46, 21], [18, 62, 43, 21], [20, 45, 65, 14], [39, 26, 31, 48]]"
P3,7,LOSO_RA,F0,"[[38, 32, 32, 42], [33, 67, 32, 12], [38, 41, 49, 16], [38, 9, 11, 86]]"
P3,7,LOSO_RA,F1,"[[32, 31, 37, 44], [13, 67, 44, 20], [23, 31, 66, 24], [27, 10, 10, 97]]"
P3,7,LOSO_RA,F2-S,"[[42, 43, 41, 18], [22, 57, 42, 23], [22, 39, 68, 15], [38, 28, 26, 52]]"
P3,7,LOSO_RA,F2-V,"[[38, 47, 43, 16], [22, 64, 41, 17], [19, 42, 69, 14], [38, 32, 25, 49]]"
P3,7,LOSO_RA,F3-G,"[[22, 26, 70, 26], [24, 27, 61, 32], [22, 30, 69, 23], [25, 14, 69, 36]]"
P3,7,LOSO_RA,F3-D,"[[25, 23, 73, 23], [29, 28, 62, 25], [23, 35, 61, 25], [31, 15, 52, 46]]"
P3,7,LOSO_RA,F2-S-SHUFFLE,"[[28, 48, 55, 13], [22, 63, 45, 14], [17, 53, 63, 11], [27, 45, 37, 35]]"
