kind,index,statistic
unrelated_derangement_median,548,-0.40000086869641382
unrelated_derangement_median,549,-0.40000086869641382
unrelated_derangement_median,550,-0.42307167305739862
unrelated_derangement_median,551,-0.42307167305739862
unrelated_derangement_median,552,-0.30381655940759217
unrelated_derangement_median,553,-0.30381655940759217
unrelated_derangement_median,554,-0.40000086869641382
unrelated_derangement_median,555,-0.43784177423046344
unrelated_derangement_median,556,-0.43784177423046344
unrelated_derangement_median,557,-0.43784177423046344
unrelated_derangement_median,558,-0.40000086869641382
unrelated_derangement_median,559,-0.43784177423046344
unrelated_derangement_median,560,-0.43784177423046344
unrelated_derangement_median,561,-0.43784177423046344
unrelated_derangement_median,562,-0.43784177423046344
unrelated_derangement_median,563,-0.40000086869641382
unrelated_derangement_median,564,-0.40000086869641382
unrelated_derangement_median,565,-0.37316339100032092
unrelated_derangement_median,566,-0.40000086869641382
unrelated_derangement_median,567,-0.40000086869641382
unrelated_derangement_median,568,-0.40000086869641382
unrelated_derangement_median,569,-0.30381655940759217
unrelated_derangement_median,570,-0.40000086869641382
unrelated_derangement_median,571,-0.40000086869641382
unrelated_derangement_median,572,-0.40000086869641382
unrelated_derangement_median,573,-0.40000086869641382
unrelated_derangement_median,574,-0.28079500637030774
unrelated_derangement_median,575,-0.28079500637030774
unrelated_derangement_median,576,-0.40000086869641382
unrelated_derangement_median,577,-0.37316339100032092
unrelated_derangement_median,578,-0.37316339100032092
unrelated_derangement_median,579,-0.079633587874157322
unrelated_derangement_median,580,-0.10597956781286057
unrelated_derangement_median,581,-0.10597956781286057
unrelated_derangement_median,582,-0.30381655940759217
unrelated_derangement_median,583,-0.40000086869641382
unrelated_derangement_median,584,-0.30381655940759217
unrelated_derangement_median,585,-0.30381655940759217
unrelated_derangement_median,586,-0.22319800059775038
unrelated_derangement_median,587,-0.24960753945767605
unrelated_derangement_median,588,-0.40000086869641382
unrelated_derangement_median,589,-0.40000086869641382
unrelated_derangement_median,590,-0.42307167305739862
unrelated_derangement_median,591,-0.37316339100032092
unrelated_derangement_median,592,-0.40000086869641382
unrelated_derangement_median,593,-0.40000086869641382
unrelated_derangement_median,594,-0.40000086869641382
unrelated_derangement_median,595,-0.28079500637030774
unrelated_derangement_median,596,-0.40000086869641382
unrelated_derangement_median,597,-0.40000086869641382
unrelated_derangement_median,598,-0.40000086869641382
unrelated_derangement_median,599,-0.40000086869641382
unrelated_derangement_median,600,-0.42307167305739862
unrelated_derangement_median,601,-0.42307167305739862
unrelated_derangement_median,602,-0.28079500637030774
unrelated_derangement_median,603,-0.28079500637030774
unrelated_derangement_median,604,-0.42307167305739862
unrelated_derangement_median,605,-0.42307167305739862
