method,budget,session,mae,normalized_mae,pearson,spearman,signed_r2,beta_sign_accuracy,calibration_slope,calibration_intercept,projected_prototype_reconstruction_error,mae_all_subsamples
DIRECT_M_LABEL_FAIR_REFERENCE,4,pooled,0.012330124371987713,0.076390523728420048,0.99783670863430851,0.99359798793906651,0.99443832405125665,0.97222222222222221,0.96593137306453092,-0.00039384711396343392,0.012330124371987713,0.13138133102802141
DIRECT_M_LABEL_FAIR_REFERENCE,4,0,0.013629262803648829,0.089325673674777825,0.99731600141643073,0.99329140461215926,0.99205371585798108,0.98148148148148151,0.95241139873068492,-0.0022057228166276442,0.013629262803648829,0.13847105830449419
DIRECT_M_LABEL_FAIR_REFERENCE,4,1,0.011030985940326596,0.064797166521148475,0.99837269519297545,0.99306270249666462,0.99609431724646869,0.96296296296296291,0.97581629244141066,0.0014210904664364932,0.011030985940326596,0.12429160375154859
DIRECT_M_LABEL_FAIR_REFERENCE,8,pooled,0.009950795751538297,0.061649540267533096,0.99908544345030159,0.99680852077319526,0.99683611550130546,0.98148148148148151,0.96488151595464733,0.00061192575863206139,0.009950795751538297,0.091142606078052413
DIRECT_M_LABEL_FAIR_REFERENCE,8,0,0.010719985113252532,0.070258377567458091,0.9987267063177222,0.99634076615208689,0.99546545167989886,0.98148148148148151,0.9573217356632715,0.00026969835331804904,0.010719985113252532,0.094847818269045495
DIRECT_M_LABEL_FAIR_REFERENCE,8,1,0.0091816063898240586,0.053933717384056043,0.9993729664450719,0.99717934057556679,0.99778797519226503,0.98148148148148151,0.97026135521424806,0.0009331272028824287,0.0091816063898240586,0.087437393887059303
DIRECT_M_LABEL_FAIR_REFERENCE,16,pooled,0.0064330307514812446,0.039855444555216821,0.99955534438325389,0.99859955986167082,0.9984039185162229,0.9907407407407407,0.97412825174302475,0.00019779450943621334,0.0064330307514812446,0.061954723382767328
DIRECT_M_LABEL_FAIR_REFERENCE,16,0,0.0068354221135199528,0.044799098376632603,0.99943831011155737,0.99855155326853429,0.99801267324693266,1,0.97178430130674698,0.00075631606058447769,0.0068354221135199528,0.064620974202265813
DIRECT_M_LABEL_FAIR_REFERENCE,16,1,0.0060306393894425381,0.035424607270883327,0.99964577770395824,0.99824661711454155,0.99867559775155057,0.98148148148148151,0.97579854984850078,-0.00037046777789878394,0.0060306393894425381,0.059288472563268836
DIRECT_M_LABEL_FAIR_REFERENCE,32,pooled,0.0058483181057328573,0.036232893485024426,0.99979239252000285,0.99954271342421896,0.9986922572051139,1,0.97098498597993255,-0.00012349279595246686,0.0058483181057328573,0.039367673964535305
DIRECT_M_LABEL_FAIR_REFERENCE,32,0,0.0058600926403943191,0.038406825845319389,0.99978013076944428,0.99946636173051251,0.99851297584166321,1,0.96864625949108052,-0.00012969286549821202,0.0058600926403943191,0.041565754981503701
DIRECT_M_LABEL_FAIR_REFERENCE,32,1,0.0058365435710713946,0.034284468109063201,0.99980434433443621,0.99916142557651977,0.99881673148238148,1,0.97262280891014874,-0.0001245924287831388,0.0058365435710713946,0.037169592947566915
MIXTURE_UL_PLUS_M,2,pooled,0.059282877974376529,0.36728340769044382,0.95959905471582074,0.75850801654569511,0.8493578692431768,0.91666666666666663,0.88348853560494178,0.045554396135963765,0.059282877974376529,0.11190648409028145
MIXTURE_UL_PLUS_M,2,0,0.059378448024104961,0.38916410578684874,0.94350291704936673,0.75724734145117356,0.80213985804328236,0.90740740740740744,0.88052743950378343,0.046615659786649145,0.059378448024104961,0.12344486969523519
MIXTURE_UL_PLUS_M,2,1,0.059187307924648103,0.34767244453747942,0.9706532883807738,0.75399466842018814,0.88214719050000945,0.92592592592592593,0.88554188435409364,0.044428976389334261,0.059187307924648103,0.10036809848532773
MIXTURE_UL_PLUS_M,4,pooled,0.056024230529423298,0.34709465878116369,0.95626403519724257,0.76097630537590633,0.85585731506025753,0.91666666666666663,0.85915002753718206,0.034439620109764944,0.056024230529423298,0.10272530311499875
MIXTURE_UL_PLUS_M,4,0,0.057719138286274778,0.37828905243274369,0.93719002480992919,0.75121714741109047,0.80881044070720465,0.88888888888888884,0.84435484037705966,0.032851844742436714,0.057719138286274778,0.11354849575179235
MIXTURE_UL_PLUS_M,4,1,0.054329322772571811,0.31913613105115884,0.9694670056994924,0.76361428448144208,0.88852798094950902,0.94444444444444442,0.86932804546284326,0.035815376200924953,0.054329322772571811,0.091902110478205137
MIXTURE_UL_PLUS_M,8,pooled,0.060785927687119531,0.37659545931963428,0.94703222599562942,0.76842882223005726,0.84682058258541515,0.89814814814814814,0.84405634664923457,0.025332527075627945,0.060785927687119531,0.095766358340397345
MIXTURE_UL_PLUS_M,8,0,0.064477094595791817,0.4225804428556148,0.92138850010498685,0.76327753549125643,0.78900225467030372,0.87037037037037035,0.81944310095386008,0.021471148487729807,0.064477094595791817,0.10543200988084395
MIXTURE_UL_PLUS_M,8,1,0.057094760778447266,0.33538060348000498,0.96507850159258091,0.76056043811278995,0.88697199661128867,0.92592592592592593,0.86148534918780695,0.02904168634231925,0.057094760778447266,0.086100706799950757
MIXTURE_UL_PLUS_M,16,pooled,0.06860160336719287,0.42501699510305885,0.93227018185472621,0.75590630669763481,0.81766428141807468,0.88888888888888884,0.82231053096615903,0.018159792407633123,0.06860160336719287,0.091227781436792735
MIXTURE_UL_PLUS_M,16,0,0.073505262432854226,0.48175071389027846,0.89938493678950704,0.74251534841654032,0.743998686544316,0.85185185185185186,0.78992784516071224,0.012690681066018965,0.073505262432854226,0.10073256336597922
MIXTURE_UL_PLUS_M,16,1,0.063697944301531542,0.37416839494575382,0.95570308124738113,0.75712486094805642,0.86882108756790788,0.92592592592592593,0.84572407723164034,0.023633769751008539,0.063697944301531542,0.081722999507606253
MIXTURE_UL_PLUS_M,32,pooled,0.07575904040386694,0.46936045404065763,0.91636947032578231,0.74399371581823737,0.77847256268796827,0.87037037037037035,0.79707592336806077,0.01363173242978582,0.07575904040386694,0.08847206033075887
MIXTURE_UL_PLUS_M,32,0,0.081491079425491705,0.53408945685734899,0.87670465128797681,0.72824134480267333,0.6878073353060985,0.83333333333333337,0.75835546152759559,0.0066124007404887849,0.081491079425491705,0.097560870096888852
MIXTURE_UL_PLUS_M,32,1,0.070027001382242174,0.41134593898389976,0.94498345694133279,0.74758159104601885,0.84143479243117481,0.90740740740740744,0.82566079874271459,0.020875824102035111,0.070027001382242174,0.079383250564628888
SOURCE_POPULATION_MAGNITUDE,2,pooled,0.10426263101240985,0.6459526885580823,0.80575586436364677,0.95357815689524439,0.22524471141861391,0.75,2.4095864960240267,0.24667241119676003,0.10426263101240985,0.20376514206539401
SOURCE_POPULATION_MAGNITUDE,2,0,0.10304416904070804,0.67534759219366591,0.823669866727052,0.94173702584334029,0.22532665770420102,0.68518518518518523,2.2371048665621065,0.22959389633966557,0.10304416904070804,0.19680584923103256
SOURCE_POPULATION_MAGNITUDE,2,1,0.10548109298411169,0.61960698562198235,0.79660291929364724,0.95456451305507906,0.22516357048793045,0.81481481481481477,2.5802888958217021,0.26327779349462849,0.10548109298411169,0.21072443489975551
SOURCE_POPULATION_MAGNITUDE,4,pooled,0.096284543049026908,0.59652493750807578,0.74616475917905922,0.94565106083961414,0.26102473891188216,0.84259259259259256,2.1387383393963391,0.18148582381480524,0.096284543049026908,0.19224896534771518
SOURCE_POPULATION_MAGNITUDE,4,0,0.092726842629479264,0.60772822455194309,0.78794067083728847,0.95690624739497443,0.28314591059019134,0.81481481481481477,2.0526097045353247,0.17807163850136937,0.092726842629479264,0.18554418448188645
SOURCE_POPULATION_MAGNITUDE,4,1,0.099842243468574593,0.58648379309662435,0.71724890997532587,0.93736896548106841,0.24563795056424642,0.87037037037037035,2.2272465738941181,0.1846785044041715,0.099842243468574593,0.19895374621354395
SOURCE_POPULATION_MAGNITUDE,8,pooled,0.10079688179949994,0.6244808534412345,0.65179734087993846,0.94034422653531091,0.26085729311970574,0.92592592592592593,1.7592930787783934,0.11721765923784098,0.10079688179949994,0.18041910264080896
SOURCE_POPULATION_MAGNITUDE,8,0,0.094582466735634238,0.61988991486178691,0.68651523301363482,0.92996038084074573,0.28941549743192818,0.90740740740740744,1.7174120966158075,0.11290785476781105,0.094582466735634238,0.1720838395336042
SOURCE_POPULATION_MAGNITUDE,8,1,0.10701129686336568,0.6285955634437389,0.62689260095344412,0.94376456013080878,0.24099982725163793,0.94444444444444442,1.7976166703985645,0.12130191611630289,0.10701129686336568,0.18875436574801369
SOURCE_POPULATION_MAGNITUDE,16,pooled,0.11471341611786967,0.71069988197593337,0.54829512806841552,0.88596897834348709,0.22727355808956706,0.87962962962962965,1.4797246391907046,0.069315700986206777,0.11471341611786967,0.17110406456579494
SOURCE_POPULATION_MAGNITUDE,16,0,0.1057830260272825,0.69329795744446565,0.59608730147970101,0.91164988564758509,0.26030852778263691,0.88888888888888884,1.565575363093441,0.07253411531428508,0.1057830260272825,0.16307949261452692
SOURCE_POPULATION_MAGNITUDE,16,1,0.12364380620845686,0.72629666500697077,0.51377817461202857,0.89653092643633703,0.20430582198085345,0.87037037037037035,1.4142531360432231,0.067105449773452522,0.12364380620845686,0.1791286365170629
SOURCE_POPULATION_MAGNITUDE,32,pooled,0.13077726660417413,0.81022247515688195,0.44522064676535417,0.7812859861069521,0.17337325140104964,0.7407407407407407,1.082703825417451,0.037331980815930262,0.13077726660417413,0.16509251074244197
SOURCE_POPULATION_MAGNITUDE,32,0,0.12272597978904208,0.80434143650957013,0.4700553021331193,0.79657960975512965,0.19490025606449668,0.79629629629629628,1.1528911309016645,0.035321252685730511,0.12272597978904208,0.15602299016274501
SOURCE_POPULATION_MAGNITUDE,32,1,0.13882855341930614,0.81549346019151925,0.42897287933494599,0.80007799531847867,0.15839638523902744,0.68518518518518523,1.038232324709623,0.039966361370087911,0.13882855341930614,0.17416203132213889
PR17_OLD_UNCENTERED_HISTORICAL,2,pooled,0.15478568212226843,0.95896513013637041,0.96439087222396147,0.80057912589927538,0.42870778729137449,0.33333333333333331,0.87290539605076534,-0.13487345124900196,0.15478568212226843,0.19817487015082255
PR17_OLD_UNCENTERED_HISTORICAL,2,0,0.15035156858161164,0.98539850211241564,0.95674020187793241,0.78836822467806489,0.34321051130194524,0.35185185185185186,0.87420748668167636,-0.13119562254236913,0.15035156858161164,0.20164245090352589
PR17_OLD_UNCENTERED_HISTORICAL,2,1,0.15921979566292535,0.93527375239573107,0.96993421424298343,0.82480603311324097,0.48806981440541153,0.31481481481481483,0.87262414187582016,-0.1386946685335681,0.15921979566292535,0.19470728939811924
PR17_OLD_UNCENTERED_HISTORICAL,4,pooled,0.16573358495707391,1.0267921857319033,0.96011831454690766,0.79857042444037007,0.33738587682721521,0.33333333333333331,0.84332971301906978,-0.13969875783695074,0.16573358495707391,0.19613357161126141
PR17_OLD_UNCENTERED_HISTORICAL,4,0,0.16509310034368954,1.0820139445333521,0.94819281941759104,0.78249583566742753,0.19321853065901484,0.35185185185185186,0.8294982981249297,-0.13700781898140199,0.16509310034368954,0.19974605314067115
PR17_OLD_UNCENTERED_HISTORICAL,4,1,0.16637406957045839,0.97729870648706052,0.96847072413424251,0.82480603311324097,0.4374928075691239,0.31481481481481483,0.85309236047328307,-0.1417795094308083,0.16637406957045839,0.19252109008185173
PR17_OLD_UNCENTERED_HISTORICAL,8,pooled,0.17505609758167051,1.0845492367050185,0.95067477949001555,0.80584529873030564,0.24667996272809201,0.33333333333333331,0.82588550367628599,-0.14460756232869729,0.17505609758167051,0.19675184801720405
PR17_OLD_UNCENTERED_HISTORICAL,8,0,0.17603566551583849,1.1537311034005713,0.93400466212637689,0.79796873903580523,0.05982711442419042,0.35185185185185186,0.80290432004450729,-0.14158531426881713,0.17603566551583849,0.20046671465187513
PR17_OLD_UNCENTERED_HISTORICAL,8,1,0.17407652964750259,1.0225437635413126,0.96253801411204853,0.82246116876892472,0.37643015362406818,0.31481481481481483,0.84242784372843871,-0.14654389915854937,0.17407652964750259,0.19303698138253292
PR17_OLD_UNCENTERED_HISTORICAL,16,pooled,0.18458825710336757,1.1436051420760602,0.9311017350641444,0.77032686453333732,0.12589828268380654,0.32407407407407407,0.79923059854671319,-0.14771352070999427,0.18458825710336757,0.19883885223013253
PR17_OLD_UNCENTERED_HISTORICAL,16,0,0.18867786131060862,1.2365875771780053,0.90824988642809945,0.73797677843813625,-0.1182135128796955,0.33333333333333331,0.77522878583044375,-0.14670357969389658,0.18867786131060862,0.20414915320852819
PR17_OLD_UNCENTERED_HISTORICAL,16,1,0.1804986528961266,1.0602679879951886,0.94735265136750169,0.81383541778804702,0.29541239754024184,0.31481481481481483,0.8164852761993493,-0.14739291652954647,0.1804986528961266,0.1935285512517369
PR17_OLD_UNCENTERED_HISTORICAL,32,pooled,0.18903356302902252,1.1711457602846898,0.91602821998332873,0.76315438003108427,0.048464948323444057,0.32407407407407407,0.77507772718390089,-0.14683988588616792,0.18903356302902252,0.20016414935486354
PR17_OLD_UNCENTERED_HISTORICAL,32,0,0.19565160072884205,1.2822932019458602,0.89038348543446877,0.73289795551001746,-0.23312659005806635,0.33333333333333331,0.75230007427866707,-0.14778082508289134,0.19565160072884205,0.20691854174563257
PR17_OLD_UNCENTERED_HISTORICAL,32,1,0.18241552532920316,1.0715278973920257,0.93440568812463454,0.80956441487518538,0.24400721470190589,0.31481481481481483,0.7917043377431654,-0.14455358943121568,0.18241552532920316,0.19340975696409457
ZERO_LABEL_UNDER_SOURCE_ORDER_ASSUMPTION,0,pooled,0.10064330353913416,0.6235293688179897,0.84556151453325423,0.67264754129950066,0.59173910915113637,0.84259259259259256,0.70663122131744294,-0.0012852161502194676,0.10064330353913416,0.10064330353913416
