budget,subject,session,proposed_mae,direct_mae,improvement,proposed_beta_sign_accuracy,semantic_sign_accuracy
2,20,0,0.11027746291446736,0.12687397639171538,0.016596513477248026,1,0.745
2,20,1,0.14289589734316221,0.13397986671581325,-0.0089160306273489698,1,0.82499999999999996
2,21,0,0.043471191257697085,0.18654435797610877,0.14307316671841169,0.96999999999999997,0.96999999999999997
2,21,1,0.016862160816618593,0.19391905218655098,0.17705689136993238,0.995,0.995
2,22,0,0.12929235575578002,0.21469855653630027,0.085406200780520247,0.78500000000000003,0.78500000000000003
2,22,1,0.12422000802000593,0.15087261307760752,0.026652605057601586,1,0.755
2,23,0,0.073334287600170148,0.16415971882418096,0.090825431224010808,0.97499999999999998,0.97499999999999998
2,23,1,0.095056657632015526,0.19197509425268411,0.096918436620668583,0.91000000000000003,0.91000000000000003
2,24,0,0.072977419319176229,0.13768825812555771,0.064710838806381482,1,0.63500000000000001
2,24,1,0.055102708734562904,0.14038555478680631,0.0852828460522434,1,0.62
2,25,0,0.16562634583649141,0.22862377968990266,0.06299743385341125,1,0.61499999999999999
2,25,1,0.022886945002749459,0.1727531317624004,0.14986618675965094,1,0.52000000000000002
2,26,0,0.029277079520287633,0.15441667685699489,0.12513959733670726,1,0.60999999999999999
2,26,1,0.16084599830863994,0.18453455626959162,0.023688557960951678,1,0.65500000000000003
2,27,0,0.048777103617410479,0.139504375132287,0.090727271514876529,1,0.68000000000000005
2,27,1,0.01627779655442349,0.18646261314826237,0.17018481659383888,1,0.51500000000000001
2,28,0,0.11601105892705771,0.14255119112282236,0.026540132195764649,0,0.96499999999999997
2,28,1,0.082413549726636393,0.13206327601578252,0.049649726289146129,0.95999999999999996,0.95999999999999996
2,29,0,0.18761453433568448,0.24420170759510185,0.056587173259417367,0.91000000000000003,0.91000000000000003
2,29,1,0.16630963989034428,0.29612713043689814,0.12981749054655387,0.97499999999999998,0.97499999999999998
2,30,0,0.31762025766715279,0.27019549000074633,-0.047424767666406464,0.28499999999999998,0.71499999999999997
2,30,1,0.045487407907007393,0.12142200388243519,0.075934595975427802,1,0.57999999999999996
2,31,0,0.10086990424977607,0.15678971820617671,0.055919813956400638,1,0.72999999999999998
2,31,1,0.057248642074788074,0.077984730380929429,0.020736088306141355,1,0.72499999999999998
2,32,0,0.0045338427593955566,0.19995747441864067,0.19542363165924512,1,1
2,32,1,0.028380855879419215,0.21506606639716597,0.18668521051774675,0.98499999999999999,0.98499999999999999
2,33,0,0.026850289909369492,0.15841120868556074,0.13156091877619125,1,1
2,33,1,0.061762906771851436,0.17307355748327324,0.11131065071142181,0.95999999999999996,0.95999999999999996
2,34,0,0.51756082545370996,0.31877168100642295,-0.19878914444728701,0.51000000000000001,0.48999999999999999
2,34,1,0.45766538900311587,0.29844904408589223,-0.15921634491722364,0.5,0.5
2,35,0,0.14063545546819195,0.20913412181629742,0.068498666348105475,1,0.52000000000000002
2,35,1,0.022499321613514783,0.10361236394347173,0.081113042329956947,1,0.61499999999999999
2,36,0,0.081027866201297427,0.26292939710921798,0.18190153090792055,1,1
2,36,1,0.057490077871264367,0.26046645156528159,0.20297637369401722,1,1
2,37,0,0.073354164895290438,0.23588660228896857,0.16253243739367812,0.96499999999999997,0.96499999999999997
2,37,1,0.031448317076652708,0.19526987156851791,0.1638215544918652,0.98999999999999999,0.98999999999999999
2,38,0,0.10152764010354359,0.17900517237609306,0.077477532272549471,1,0.68000000000000005
2,38,1,0.061601168952695712,0.10689465403038215,0.045293485077686435,1,0.66500000000000004
2,39,0,0.092191342040163604,0.19375177528446508,0.10156043324430147,0.84999999999999998,0.84999999999999998
2,39,1,0.078282875554000014,0.19159946597818522,0.11331659042418521,0.81000000000000005,0.81000000000000005
2,40,0,0.040105869484118664,0.11036345179756257,0.070257582313443909,1,0.5
2,40,1,0.057092942331673051,0.09704724261798453,0.03995430028631148,1,0.65500000000000003
2,41,0,0.022708971058100103,0.10119145225851124,0.078482481200411139,1,0.48499999999999999
2,41,1,0.072868860607601102,0.13592280321360417,0.063053942606003069,1,0.57999999999999996
2,42,0,0.26910654141970664,0.25042225078870373,-0.018684290631002909,0.375,0.625
2,42,1,0.10412151015897823,0.16995445335396822,0.065832943194989987,1,0.745
2,43,0,0.22912622359337248,0.18977728095928956,-0.039348942634082923,0,0.84999999999999998
2,43,1,0.17524355399189065,0.14013473884625299,-0.035108815145637656,1,0.78500000000000003
2,44,0,0.12658801009976128,0.27207001135673325,0.14548200125697197,0.95999999999999996,0.95999999999999996
2,44,1,0.071811389388618932,0.22749930952794231,0.15568792013932337,0.995,0.995
2,45,0,0.4676877424339787,0.40687083780277583,-0.060816904631202873,0.73499999999999999,0.73499999999999999
2,45,1,0.029184525558163418,0.17660057285109587,0.14741604729293245,0.98499999999999999,0.98499999999999999
2,46,0,0.11831145066927982,0.29122038806110195,0.17290893739182212,0.255,0.745
2,46,1,0.10111094069078164,0.17773563339868925,0.076624692707907616,1,0.70999999999999996
2,47,0,0.14120939162186336,0.2144001264238852,0.073190734802021845,1,0.57499999999999996
2,47,1,0.088911558060455212,0.1623921474985725,0.073480589438117291,1,0.82499999999999996
2,48,0,0.079176474891689122,0.14762368256585887,0.068447207674169744,1,0.64500000000000002
2,48,1,0.004811906048985598,0.17754269052430063,0.17273078447531504,1,0.51000000000000001
2,49,0,0.14030271467503908,0.14073189466391603,0.0004291799888769543,1,0.81000000000000005
2,49,1,0.1358366368913253,0.12717306189594624,-0.0086635749953790642,1,0.81000000000000005
2,50,0,0.010957245333558822,0.11483844356592796,0.10388119823236913,1,0.54500000000000004
2,50,1,0.012074765819563767,0.11254258476819619,0.10046781894863242,1,0.53000000000000003
2,51,0,0.058012835675118203,0.17131186612395274,0.11329903044883455,1,0.70999999999999996
2,51,1,0.30345510957090577,0.24526312380612661,-0.058191985764779158,0.46000000000000002,0.54000000000000004
2,52,0,0.1853069047145845,0.15224401231133206,-0.033062892403252442,1,0.87
2,52,1,0.12557933194138651,0.11878200771385536,-0.0067973242275311541,1,0.80000000000000004
2,53,0,0.058094748921670068,0.14039895724351178,0.08230420832184171,1,0.57999999999999996
2,53,1,0.083697477993658898,0.14896925785960191,0.065271779865943014,1,0.65000000000000002
2,54,0,0.061229665785635934,0.18284293272550245,0.12161326693986652,1,0.60999999999999999
2,54,1,0.45111587340217196,0.24369278521835006,-0.20742308818382191,0.35999999999999999,0.64000000000000001
4,1,0,0.21720317445542289,0.17303058809526115,-0.044172586360161747,0.88,0.88
4,1,1,0.080766634924754263,0.15647117806763441,0.075704543142880151,0.93500000000000005,0.93500000000000005
4,2,0,0.21237739707444889,0.085445473764945851,-0.12693192330950304,0,0.98999999999999999
4,2,1,0.22161172851434416,0.10339789718677203,-0.11821383132757213,0,0.94499999999999995
4,3,0,0.044101698420422226,0.17225744456097503,0.12815574614055281,0.98999999999999999,0.98999999999999999
4,3,1,0.065637124075864306,0.15865480400566248,0.093017679929798175,1,1
4,4,0,0.11020606216823189,0.15222030329586894,0.042014241127637048,1,0.75
4,4,1,0.044691609222871499,0.053250792678882206,0.0085591834560107063,1,0.70999999999999996
4,5,0,0.075196173521416415,0.11304029988794075,0.03784412636652433,0.995,0.995
4,5,1,0.016755742570308808,0.11073762750829715,0.093981884937988341,1,1
4,6,0,0.057896712866441859,0.12587204887562048,0.067975336009178627,1,0.68500000000000005
4,6,1,0.1292765815257276,0.11419404232523533,-0.015082539200492268,1,0.81000000000000005
4,7,0,0.41391784683104377,0.19209827854844044,-0.22181956828260332,0.47499999999999998,0.52500000000000002
4,7,1,0.51087949440796532,0.24934446987527728,-0.26153502453268807,0.30499999999999999,0.69499999999999995
4,8,0,0.2445783137856439,0.17069179782727925,-0.073886515958364651,0.27500000000000002,0.72499999999999998
4,8,1,0.24907299194528026,0.1913213527623093,-0.057751639182970965,0.17499999999999999,0.82499999999999996
4,9,0,0.05474243380196487,0.11546193701659085,0.060719503214625985,0,0.97499999999999998
4,9,1,0.1936061017932704,0.11076302426333377,-0.082843077529936623,1,0.91500000000000004
4,10,0,0.16840789577774345,0.17585895603446056,0.0074510602567171014,1,0.70499999999999996
4,10,1,0.080714461311743826,0.10458341192386136,0.023868950612117537,1,0.67500000000000004
4,11,0,0.014166066667153421,0.10047904761802032,0.086312980950866897,1,0.505
4,11,1,0.019099498229275896,0.085478906399850063,0.066379408170574167,1,0.59999999999999998
4,12,0,0.10051375304635669,0.11112678141171567,0.010613028365358976,1,0.71499999999999997
4,12,1,0.12642319465343665,0.12073192280861603,-0.0056912718448206279,1,0.79500000000000004
4,13,0,0.090445683259613927,0.10912389417153082,0.01867821091191689,1,0.72999999999999998
4,13,1,0.05159202391631857,0.10656297620260059,0.054970952286282022,1,0.70499999999999996
4,14,0,0.094748763864659011,0.084491020216135915,-0.010257743648523096,1,0.83499999999999996
4,14,1,0.14039154689867531,0.12154633482297518,-0.018845212075700127,1,0.81999999999999995
4,15,0,0.060506677080904743,0.10258916929544164,0.042082492214536894,1,0.70499999999999996
4,15,1,0.044430986805988691,0.10662884159384717,0.062197854787858477,1,0.67500000000000004
4,16,0,0.35572859031851928,0.19280174642258571,-0.16292684389593357,0.29499999999999998,0.70499999999999996
4,16,1,0.0010282315821628918,0.11329573248554226,0.11226750090337936,1,0.51000000000000001
4,17,0,0.19193474794914905,0.087009526314694094,-0.10492522163445496,1,0.96499999999999997
4,17,1,0.10154303760778502,0.12104922933984245,0.019506191732057435,1,0.91500000000000004
4,18,0,0.09347945754744455,0.15278508819172321,0.059305630644278656,1,1
4,18,1,0.082382045400489337,0.10731360163255779,0.024931556232068455,0.98499999999999999,0.98499999999999999
4,19,0,0.069655725599786902,0.15182368244940395,0.082167956849617044,0.96999999999999997,0.96999999999999997
4,19,1,0.091822431319534437,0.14770647307431284,0.055884041754778402,0.85499999999999998,0.85499999999999998
4,20,0,0.11027746291446736,0.089084583134302092,-0.021192879780165264,1,0.83999999999999997
4,20,1,0.14289589734316221,0.08853175968076972,-0.054364137662392495,1,0.90500000000000003
4,21,0,0.014794284013547654,0.13491051114437652,0.12011622713082887,1,1
4,21,1,0.0096377536441875078,0.13329097123347974,0.12365321758929224,1,1
4,22,0,0.092404928233987646,0.153690873830408,0.061285945596420352,0.87,0.87
4,22,1,0.12422000802000593,0.10529989684020456,-0.018920111179801372,1,0.875
4,23,0,0.057266995150648592,0.099167282961511963,0.041900287810863371,1,1
4,23,1,0.059307768948504168,0.12822526753114916,0.068917498582644982,0.96499999999999997,0.96499999999999997
4,24,0,0.072977419319176229,0.10460090635434682,0.031623487035170594,1,0.67500000000000004
4,24,1,0.055102708734562904,0.10002353223460161,0.04492082350003871,1,0.70499999999999996
4,25,0,0.150769462085527,0.15174725671095846,0.00097779462543146067,1,0.70499999999999996
4,25,1,0.022886945002749459,0.13515457440264986,0.1122676293999004,1,0.53000000000000003
4,26,0,0.029277079520287633,0.11810145819687846,0.088824378676590834,1,0.5
4,26,1,0.1632122235152616,0.13423534882855198,-0.028976874686709619,1,0.63500000000000001
4,27,0,0.048777103617410479,0.10065186949216509,0.051874765874754612,1,0.67000000000000004
4,27,1,0.01627779655442349,0.11329186260166675,0.097014066047243261,1,0.54500000000000004
4,28,0,0.10635050073422081,0.10671292174812998,0.00036242101390916714,0,0.98999999999999999
4,28,1,0.068422416681904963,0.10070505885000419,0.032282642168099229,0.98999999999999999,0.98999999999999999
4,29,0,0.13216093587571376,0.19416660280946046,0.062005666933746706,0.97999999999999998,0.97999999999999998
4,29,1,0.1381840243772442,0.22417949235812862,0.085995467980884421,0.995,0.995
4,30,0,0.30057031697247455,0.18427933497448074,-0.11629098199799381,0.23499999999999999,0.76500000000000001
4,30,1,0.045487407907007393,0.087652311429289698,0.042164903522282304,1,0.65500000000000003
4,31,0,0.10086990424977607,0.12056622141626391,0.019696317166487842,1,0.73499999999999999
4,31,1,0.057248642074788074,0.050088244163889364,-0.0071603979108987095,1,0.80500000000000005
4,32,0,0.0045338427593955566,0.13957265133091903,0.13503880857152348,1,1
4,32,1,0.011465797883151996,0.14676246124487913,0.13529666336172713,1,1
4,33,0,0.026850289909369492,0.11818081756698696,0.091330527657617469,1,1
4,33,1,0.049414579616689422,0.14492135353174407,0.095506773915054646,0.97499999999999998,0.97499999999999998
4,34,0,0.51937930711851577,0.23848966410817124,-0.28088964301034453,0.54500000000000004,0.45500000000000002
4,34,1,0.45238706578861937,0.22743761297902551,-0.22494945280959386,0.56000000000000005,0.56000000000000005
4,35,0,0.12852900675050966,0.12876732136730776,0.00023831461679810206,1,0.60999999999999999
4,35,1,0.022499321613514783,0.09432232546262069,0.071823003849105907,1,0.58499999999999996
4,36,0,0.081027866201297427,0.19102579287851712,0.10999792667721969,1,1
4,36,1,0.057490077871264367,0.18635228790862024,0.12886221003735587,1,1
4,37,0,0.038048614404881498,0.17817896315240689,0.14013034874752539,1,1
4,37,1,0.021101469762122519,0.15001100104068832,0.1289095312785658,1,1
4,38,0,0.097443101775522706,0.12126741999547043,0.023824318219947724,1,0.72999999999999998
4,38,1,0.061601168952695712,0.081909589460155627,0.020308420507459915,1,0.68000000000000005
4,39,0,0.05331254262607224,0.1461037165179904,0.092791173891918155,0.92500000000000004,0.92500000000000004
4,39,1,0.062178141265629948,0.13958487608609768,0.077406734820467726,0.84999999999999998,0.84999999999999998
4,40,0,0.040105869484118664,0.089025638108585603,0.048919768624466939,1,0.55500000000000005
4,40,1,0.057092942331673051,0.072430107449238876,0.015337165117565825,1,0.76000000000000001
4,41,0,0.022708971058100103,0.077079588723532377,0.054370617665432275,1,0.64500000000000002
4,41,1,0.072868860607601102,0.08812177308985325,0.015252912482252148,1,0.73999999999999999
4,42,0,0.26998959510071324,0.17082836747631716,-0.099161227624396081,0.38,0.62
4,42,1,0.10412151015897823,0.12076730454202163,0.016645794383043394,1,0.71499999999999997
4,43,0,0.22912622359337248,0.14568272022011172,-0.083443503373260758,0,0.89500000000000002
4,43,1,0.17524355399189065,0.10108821928051415,-0.074155334711376503,1,0.93500000000000005
4,44,0,0.083052215712595245,0.16792506533479001,0.084872849622194768,1,1
4,44,1,0.065183085274716612,0.15784478142578898,0.092661696151072365,1,1
4,45,0,0.42692394765644182,0.31145418916644951,-0.1154697584899923,0.80500000000000005,0.80500000000000005
4,45,1,0.020644396275035629,0.14028414642014841,0.11963975014511279,0.995,0.995
4,46,0,0.1028741104700055,0.19817491838296519,0.095300807912959695,0.215,0.78500000000000003
4,46,1,0.10111094069078164,0.13057863202829359,0.029467691337511953,1,0.67500000000000004
4,47,0,0.13273980881616257,0.14635045847838707,0.0136106496622245,1,0.64500000000000002
4,47,1,0.080768639638396061,0.12198449299961305,0.041215853361216984,1,0.85499999999999998
4,48,0,0.079176474891689122,0.11212827373568957,0.032951798844000443,1,0.65500000000000003
4,48,1,0.004811906048985598,0.10967642619632972,0.10486452014734413,1,0.505
4,49,0,0.14030271467503908,0.10228950396760964,-0.03801321070742944,1,0.83999999999999997
4,49,1,0.1358366368913253,0.092669424379857201,-0.0431672125114681,1,0.88
4,50,0,0.010957245333558822,0.073785046955738273,0.062827801622179449,1,0.55000000000000004
4,50,1,0.012074765819563767,0.081287486448369695,0.069212720628805929,1,0.505
4,51,0,0.061526852772410531,0.1304080234386954,0.068881170666284866,1,0.68999999999999995
4,51,1,0.29502406525261821,0.18674874858269733,-0.10827531666992088,0.40000000000000002,0.59999999999999998
4,52,0,0.1853069047145845,0.12024616001572323,-0.065060744698861264,1,0.92000000000000004
4,52,1,0.12557933194138651,0.090756318199241404,-0.034823013742145109,1,0.87
4,53,0,0.058094748921670068,0.097052309361176828,0.03895756043950676,1,0.67500000000000004
4,53,1,0.083697477993658898,0.11093730387808197,0.027239825884423072,1,0.73999999999999999
4,54,0,0.061229665785635934,0.14753363138722886,0.086303965601592925,1,0.64500000000000002
4,54,1,0.45111587340217196,0.15155899083794838,-0.29955688256422358,0.35999999999999999,0.64000000000000001
8,1,0,0.17548239455816458,0.13164965118523139,-0.043832743372933192,0.96499999999999997,0.96499999999999997
8,1,1,0.052074929464463578,0.10353051201701788,0.051455582552554301,0.98999999999999999,0.98999999999999999
8,2,0,0.21237739707444889,0.051068121889397126,-0.16130927518505175,0,0.995
8,2,1,0.22161172851434416,0.070847197360108471,-0.15076453115423569,0,0.98499999999999999
8,3,0,0.034257594374983213,0.10081829646137482,0.066560702086391602,1,1
8,3,1,0.065637124075864306,0.11628827133766809,0.050651147261803781,1,1
8,4,0,0.11020606216823189,0.096478481153679574,-0.01372758101455232,1,0.82999999999999996
8,4,1,0.044691609222871499,0.037637052919728062,-0.0070545563031434375,1,0.81000000000000005
8,5,0,0.072587882449318769,0.069875613339312442,-0.0027122691100063268,1,1
8,5,1,0.016755742570308808,0.081924533867931762,0.065168791297622958,1,1
8,6,0,0.058631893344487943,0.093106481814442324,0.034474588469954381,1,0.67500000000000004
8,6,1,0.1292765815257276,0.08299115095777107,-0.046285430567956531,1,0.90000000000000002
8,7,0,0.4146377149792228,0.14749756686996554,-0.26714014810925724,0.5,0.5
8,7,1,0.48357170270137162,0.16701366976775261,-0.316558032933619,0.23000000000000001,0.77000000000000002
8,8,0,0.20382504504809745,0.11335606728427562,-0.090468977763821831,0.14499999999999999,0.85499999999999998
8,8,1,0.2539693718687086,0.12953438871999357,-0.12443498314871504,0.19,0.81000000000000005
8,9,0,0.04400660127568596,0.086168285805122743,0.042161684529436784,0,1
8,9,1,0.1936061017932704,0.07753051866112956,-0.11607558313214084,1,0.97499999999999998
8,10,0,0.16840789577774345,0.12341550889510162,-0.04499238688264183,1,0.85999999999999999
8,10,1,0.080714461311743826,0.070488169226052153,-0.010226292085691674,1,0.78500000000000003
8,11,0,0.014166066667153421,0.066995521659957119,0.052829454992803698,1,0.59499999999999997
8,11,1,0.019099498229275896,0.0611325337047878,0.042033035475511904,1,0.65500000000000003
8,12,0,0.10051375304635669,0.068196336955420489,-0.032317416090936205,1,0.875
8,12,1,0.12642319465343665,0.08308909274949107,-0.043334101903945585,1,0.87
8,13,0,0.090445683259613927,0.071902630736135648,-0.018543052523478279,1,0.81999999999999995
8,13,1,0.05159202391631857,0.079883120054691267,0.028291096138372697,1,0.65500000000000003
8,14,0,0.094748763864659011,0.064617499308972107,-0.030131264555686904,1,0.87
8,14,1,0.14039154689867531,0.082610482729167406,-0.057781064169507901,1,0.92000000000000004
8,15,0,0.060506677080904743,0.074860652457635068,0.014353975376730325,1,0.81999999999999995
8,15,1,0.044430986805988691,0.069636989668800484,0.025206002862811792,1,0.66500000000000004
8,16,0,0.35469131395716147,0.14514856992966987,-0.2095427440274916,0.28999999999999998,0.70999999999999996
8,16,1,0.0010282315821628918,0.085638360565339258,0.084610128983176366,1,0.51500000000000001
8,17,0,0.19193474794914905,0.05762775383581472,-0.13430699411333433,1,1
8,17,1,0.091238610372060436,0.089481995967309977,-0.0017566144047504589,1,0.95999999999999996
8,18,0,0.09347945754744455,0.097009012769608452,0.0035295552221639021,1,1
8,18,1,0.074821217769825324,0.080855135119890897,0.0060339173500655735,1,1
8,19,0,0.049172746501972731,0.1022768452827513,0.053104098780778569,1,1
8,19,1,0.040646869850754094,0.095977908082832672,0.055331038232078578,0.96999999999999997,0.96999999999999997
8,20,0,0.11027746291446736,0.064202836841992572,-0.046074626072474784,1,0.92000000000000004
8,20,1,0.14289589734316221,0.067309236147492471,-0.075586661195669744,1,0.93999999999999995
8,21,0,0.014794284013547654,0.089116162550877065,0.074321878537329411,1,1
8,21,1,0.0096377536441875078,0.083621732432900123,0.073983978788712615,1,1
8,22,0,0.053347652034442784,0.09751163377334468,0.044163981738901896,0.95999999999999996,0.95999999999999996
8,22,1,0.12422000802000593,0.074448544271475348,-0.049771463748530587,1,0.88500000000000001
8,23,0,0.057266995150648592,0.074656942522022693,0.017389947371374101,1,1
8,23,1,0.043058274092362653,0.09275988674777072,0.049701612655408067,0.98999999999999999,0.98999999999999999
8,24,0,0.072977419319176229,0.066723232853703768,-0.006254186465472461,1,0.82499999999999996
8,24,1,0.055102708734562904,0.068174703949836116,0.013071995215273212,1,0.72499999999999998
8,25,0,0.1532456093773544,0.10891275963158666,-0.044332849745767747,1,0.68999999999999995
8,25,1,0.022886945002749459,0.088957394330314424,0.066070449327564965,1,0.55000000000000004
8,26,0,0.029277079520287633,0.069373074269037854,0.040095994748750224,1,0.60999999999999999
8,26,1,0.15197265378380859,0.091056204876944755,-0.060916448906863832,1,0.72999999999999998
8,27,0,0.048777103617410479,0.07059252488363818,0.021815421266227701,1,0.68999999999999995
8,27,1,0.01627779655442349,0.085240642927566904,0.068962846373143413,1,0.56499999999999995
8,28,0,0.10248627745708604,0.066635718515103318,-0.035850558941982719,0,1
8,28,1,0.063758705666994472,0.076690987487670961,0.012932281820676489,1,1
8,29,0,0.12027802192000575,0.12539133616564113,0.0051133142456353808,0.995,0.995
8,29,1,0.13115262049896917,0.15479855701367765,0.023645936514708477,1,1
8,30,0,0.27670039999992513,0.13359697947967519,-0.14310342052024994,0.16500000000000001,0.83499999999999996
8,30,1,0.045487407907007393,0.059321870307994386,0.013834462400986992,1,0.68000000000000005
8,31,0,0.10086990424977607,0.076901707830901514,-0.023968196418874557,1,0.83999999999999997
8,31,1,0.057248642074788074,0.04087707997801384,-0.016371562096774234,1,0.84999999999999998
8,32,0,0.0045338427593955566,0.10428961865551742,0.099755775896121862,1,1
8,32,1,0.011465797883151996,0.10429241152055919,0.092826613637407199,1,1
8,33,0,0.026850289909369492,0.086398757674032628,0.059548467764663132,1,1
8,33,1,0.028834034358086052,0.090687026278847685,0.06185299192076163,1,1
8,34,0,0.51911952402354355,0.16894485105005444,-0.35017467297348914,0.54000000000000004,0.46000000000000002
8,34,1,0.45062762471712065,0.15303662884771455,-0.29759099586940607,0.57999999999999996,0.57999999999999996
8,35,0,0.12382094336029986,0.095705289929899878,-0.028115653430399984,1,0.64500000000000002
8,35,1,0.022499321613514783,0.062747600247646376,0.040248278634131593,1,0.60999999999999999
8,36,0,0.081027866201297427,0.14091235429219895,0.059884488090901522,1,1
8,36,1,0.057490077871264367,0.13737069135962948,0.079880613488365115,1,1
8,37,0,0.038048614404881498,0.11849601892563306,0.080447404520751567,1,1
8,37,1,0.021101469762122519,0.098082428330551238,0.076980958568428723,1,1
8,38,0,0.08968247895228304,0.085856418022928371,-0.0038260609293546688,1,0.82499999999999996
8,38,1,0.061601168952695712,0.053620654288331411,-0.0079805146643643007,1,0.78500000000000003
8,39,0,0.017025663172920272,0.10531587555735315,0.088290212384432881,0.995,0.995
8,39,1,0.025942489116797276,0.10188142403316626,0.07593893491636898,0.93999999999999995,0.93999999999999995
8,40,0,0.040105869484118664,0.057364497376475858,0.017258627892357194,1,0.68500000000000005
8,40,1,0.057092942331673051,0.052513222649224908,-0.0045797196824481426,1,0.79000000000000004
8,41,0,0.022708971058100103,0.056656335832099669,0.033947364773999567,1,0.54500000000000004
8,41,1,0.072868860607601102,0.05844866761450182,-0.014420192993099282,1,0.85999999999999999
8,42,0,0.24614714571353424,0.12088746072847265,-0.1252596849850616,0.245,0.755
8,42,1,0.10412151015897823,0.087827719463657541,-0.016293790695320692,1,0.81000000000000005
8,43,0,0.22912622359337248,0.0984854699713021,-0.13064075362207039,0,0.96499999999999997
8,43,1,0.17524355399189065,0.071874884372371883,-0.10336866961951877,1,0.98999999999999999
8,44,0,0.083052215712595245,0.13643257120647254,0.053380355493877291,1,1
8,44,1,0.065183085274716612,0.11587457195602249,0.050691486681305881,1,1
8,45,0,0.38616015287890476,0.18660944110272276,-0.199550711776182,0.875,0.875
8,45,1,0.016374331633471739,0.089301753827339236,0.072927422193867497,1,1
8,46,0,0.056562089872182551,0.13423961657543321,0.077677526703250649,0.095000000000000001,0.90500000000000003
8,46,1,0.10111094069078164,0.089466957922149759,-0.011643982768631878,1,0.77500000000000002
8,47,0,0.13092489821494099,0.10088863678224545,-0.030036261432695541,1,0.66000000000000003
8,47,1,0.052268425161189062,0.083222525780650744,0.030954100619461682,1,0.95999999999999996
8,48,0,0.079176474891689122,0.071684324223247567,-0.0074921506684415551,1,0.85999999999999999
8,48,1,0.004811906048985598,0.082153519544857667,0.077341613495872069,1,0.59499999999999997
