session,geometry,object,subject,permutation_index,permutation,is_identity,score,true_rank,normalized_rank,top1,margin
0train,AIRM,D_exact,4,19,3-0-2-1,False,0.9560469866323963,,,,
0train,AIRM,D_exact,4,20,3-1-0-2,False,0.9589301874658385,,,,
0train,AIRM,D_exact,4,21,3-1-2-0,False,0.9729699957160765,,,,
0train,AIRM,D_exact,4,22,3-2-0-1,False,0.9802467136982926,,,,
0train,AIRM,D_exact,4,23,3-2-1-0,False,0.9942177073936249,,,,
0train,AIRM,D_exact,5,0,0-1-2-3,True,0.9928715601203795,1.0,1.0,True,0.0016245556734371114
0train,AIRM,D_exact,5,1,0-1-3-2,False,0.9791666191491204,,,,
0train,AIRM,D_exact,5,2,0-2-1-3,False,0.9789500847549388,,,,
0train,AIRM,D_exact,5,3,0-2-3-1,False,0.961846957463385,,,,
0train,AIRM,D_exact,5,4,0-3-1-2,False,0.9641296867845635,,,,
0train,AIRM,D_exact,5,5,0-3-2-1,False,0.9607315004642687,,,,
0train,AIRM,D_exact,5,6,1-0-2-3,False,0.9912470044469424,,,,
0train,AIRM,D_exact,5,7,1-0-3-2,False,0.9778814115662131,,,,
0train,AIRM,D_exact,5,8,1-2-0-3,False,0.9729725473169137,,,,
0train,AIRM,D_exact,5,9,1-2-3-0,False,0.9679257674402633,,,,
0train,AIRM,D_exact,5,10,1-3-0-2,False,0.9645261560720133,,,,
0train,AIRM,D_exact,5,11,1-3-2-0,False,0.9728449690760922,,,,
0train,AIRM,D_exact,5,12,2-0-1-3,False,0.9778343877913724,,,,
0train,AIRM,D_exact,5,13,2-0-3-1,False,0.962556609990068,,,,
0train,AIRM,D_exact,5,14,2-1-0-3,False,0.9734814060267842,,,,
0train,AIRM,D_exact,5,15,2-1-3-0,False,0.9699206275498535,,,,
0train,AIRM,D_exact,5,16,2-3-0-1,False,0.976585767999289,,,,
0train,AIRM,D_exact,5,17,2-3-1-0,False,0.9883027673236626,,,,
0train,AIRM,D_exact,5,18,3-0-1-2,False,0.9641710646518646,,,,
0train,AIRM,D_exact,5,19,3-0-2-1,False,0.9622588797312895,,,,
0train,AIRM,D_exact,5,20,3-1-0-2,False,0.9658527415222217,,,,
0train,AIRM,D_exact,5,21,3-1-2-0,False,0.9759969040165499,,,,
0train,AIRM,D_exact,5,22,3-2-0-1,False,0.9774034947396267,,,,
0train,AIRM,D_exact,5,23,3-2-1-0,False,0.9894598421545302,,,,
0train,AIRM,D_exact,6,0,0-1-2-3,True,0.9795198721014752,8.0,0.6956521739130435,False,-0.012307110535232035
0train,AIRM,D_exact,6,1,0-1-3-2,False,0.9896389275468348,,,,
0train,AIRM,D_exact,6,2,0-2-1-3,False,0.9544434132779267,,,,
0train,AIRM,D_exact,6,3,0-2-3-1,False,0.9535727527991213,,,,
0train,AIRM,D_exact,6,4,0-3-1-2,False,0.9675820290314956,,,,
0train,AIRM,D_exact,6,5,0-3-2-1,False,0.9565923131073306,,,,
0train,AIRM,D_exact,6,6,1-0-2-3,False,0.9799058936011826,,,,
0train,AIRM,D_exact,6,7,1-0-3-2,False,0.9893746338031268,,,,
0train,AIRM,D_exact,6,8,1-2-0-3,False,0.9568839341623554,,,,
0train,AIRM,D_exact,6,9,1-2-3-0,False,0.9655787017218279,,,,
0train,AIRM,D_exact,6,10,1-3-0-2,False,0.9622873098153849,,,,
0train,AIRM,D_exact,6,11,1-3-2-0,False,0.9615133371729131,,,,
0train,AIRM,D_exact,6,12,2-0-1-3,False,0.9528747251457494,,,,
0train,AIRM,D_exact,6,13,2-0-3-1,False,0.9566742001532752,,,,
0train,AIRM,D_exact,6,14,2-1-0-3,False,0.9549292245304706,,,,
0train,AIRM,D_exact,6,15,2-1-3-0,False,0.9689444428196896,,,,
0train,AIRM,D_exact,6,16,2-3-0-1,False,0.9816112393550138,,,,
0train,AIRM,D_exact,6,17,2-3-1-0,False,0.9918269826367072,,,,
0train,AIRM,D_exact,6,18,3-0-1-2,False,0.9634820465811191,,,,
0train,AIRM,D_exact,6,19,3-0-2-1,False,0.9578127813867006,,,,
0train,AIRM,D_exact,6,20,3-1-0-2,False,0.9584516211087163,,,,
0train,AIRM,D_exact,6,21,3-1-2-0,False,0.9623477839525757,,,,
0train,AIRM,D_exact,6,22,3-2-0-1,False,0.9797302602802301,,,,
0train,AIRM,D_exact,6,23,3-2-1-0,False,0.989295688318508,,,,
0train,AIRM,D_exact,7,0,0-1-2-3,True,0.9894908671766619,1.0,1.0,True,0.0064000095862609685
0train,AIRM,D_exact,7,1,0-1-3-2,False,0.9639176798010936,,,,
0train,AIRM,D_exact,7,2,0-2-1-3,False,0.9550001190966866,,,,
0train,AIRM,D_exact,7,3,0-2-3-1,False,0.9229854510089874,,,,
0train,AIRM,D_exact,7,4,0-3-1-2,False,0.9261796140839615,,,,
0train,AIRM,D_exact,7,5,0-3-2-1,False,0.9197381333718309,,,,
0train,AIRM,D_exact,7,6,1-0-2-3,False,0.9830908575904009,,,,
0train,AIRM,D_exact,7,7,1-0-3-2,False,0.9580337836873991,,,,
0train,AIRM,D_exact,7,8,1-2-0-3,False,0.9460327732933701,,,,
0train,AIRM,D_exact,7,9,1-2-3-0,False,0.9282068361115892,,,,
0train,AIRM,D_exact,7,10,1-3-0-2,False,0.9239309669598732,,,,
0train,AIRM,D_exact,7,11,1-3-2-0,False,0.931162103681094,,,,
0train,AIRM,D_exact,7,12,2-0-1-3,False,0.9481555051782415,,,,
0train,AIRM,D_exact,7,13,2-0-3-1,False,0.9207552678198672,,,,
0train,AIRM,D_exact,7,14,2-1-0-3,False,0.9455881689611861,,,,
0train,AIRM,D_exact,7,15,2-1-3-0,False,0.9318605490361632,,,,
0train,AIRM,D_exact,7,16,2-3-0-1,False,0.9555935254166025,,,,
0train,AIRM,D_exact,7,17,2-3-1-0,False,0.9692661428499538,,,,
0train,AIRM,D_exact,7,18,3-0-1-2,False,0.9289070975990052,,,,
0train,AIRM,D_exact,7,19,3-0-2-1,False,0.9265639341436327,,,,
0train,AIRM,D_exact,7,20,3-1-0-2,False,0.9325423465886112,,,,
0train,AIRM,D_exact,7,21,3-1-2-0,False,0.9443879140391568,,,,
0train,AIRM,D_exact,7,22,3-2-0-1,False,0.9646495093775246,,,,
0train,AIRM,D_exact,7,23,3-2-1-0,False,0.9788382402834428,,,,
0train,AIRM,D_exact,8,0,0-1-2-3,True,0.955748227732637,4.0,0.8695652173913043,False,-0.013523868452560261
0train,AIRM,D_exact,8,1,0-1-3-2,False,0.917283651364685,,,,
0train,AIRM,D_exact,8,2,0-2-1-3,False,0.9692720961851973,,,,
0train,AIRM,D_exact,8,3,0-2-3-1,False,0.9380393068294421,,,,
0train,AIRM,D_exact,8,4,0-3-1-2,False,0.9164563835256989,,,,
0train,AIRM,D_exact,8,5,0-3-2-1,False,0.9236881705378959,,,,
0train,AIRM,D_exact,8,6,1-0-2-3,False,0.9516253608510842,,,,
0train,AIRM,D_exact,8,7,1-0-3-2,False,0.9137331220784186,,,,
0train,AIRM,D_exact,8,8,1-2-0-3,False,0.9570214461565707,,,,
0train,AIRM,D_exact,8,9,1-2-3-0,False,0.9290266168684939,,,,
0train,AIRM,D_exact,8,10,1-3-0-2,False,0.9235287726279527,,,,
0train,AIRM,D_exact,8,11,1-3-2-0,False,0.9334261821125416,,,,
0train,AIRM,D_exact,8,12,2-0-1-3,False,0.9608711860376409,,,,
0train,AIRM,D_exact,8,13,2-0-3-1,False,0.9295552315599604,,,,
0train,AIRM,D_exact,8,14,2-1-0-3,False,0.9527434028905671,,,,
0train,AIRM,D_exact,8,15,2-1-3-0,False,0.9240930708852786,,,,
0train,AIRM,D_exact,8,16,2-3-0-1,False,0.9148925065284486,,,,
0train,AIRM,D_exact,8,17,2-3-1-0,False,0.9175581290008405,,,,
0train,AIRM,D_exact,8,18,3-0-1-2,False,0.9279353491593012,,,,
0train,AIRM,D_exact,8,19,3-0-2-1,False,0.9345116334542862,,,,
0train,AIRM,D_exact,8,20,3-1-0-2,False,0.9385582675478215,,,,
0train,AIRM,D_exact,8,21,3-1-2-0,False,0.9483725119104849,,,,
0train,AIRM,D_exact,8,22,3-2-0-1,False,0.9342000447143208,,,,
0train,AIRM,D_exact,8,23,3-2-1-0,False,0.9374380047819992,,,,
0train,AIRM,D_exact,9,0,0-1-2-3,True,0.9706998858650732,1.0,1.0,True,0.002652819081278235
0train,AIRM,D_exact,9,1,0-1-3-2,False,0.9335771952357124,,,,
0train,AIRM,D_exact,9,2,0-2-1-3,False,0.9537729927838585,,,,
0train,AIRM,D_exact,9,3,0-2-3-1,False,0.917944028591688,,,,
0train,AIRM,D_exact,9,4,0-3-1-2,False,0.9111051094621605,,,,
0train,AIRM,D_exact,9,5,0-3-2-1,False,0.9123988358993503,,,,
0train,AIRM,D_exact,9,6,1-0-2-3,False,0.9680470667837949,,,,
0train,AIRM,D_exact,9,7,1-0-3-2,False,0.9312299253239059,,,,
0train,AIRM,D_exact,9,8,1-2-0-3,False,0.9477358508094805,,,,
0train,AIRM,D_exact,9,9,1-2-3-0,False,0.9251509231802263,,,,
0train,AIRM,D_exact,9,10,1-3-0-2,False,0.9105108951046345,,,,
0train,AIRM,D_exact,9,11,1-3-2-0,False,0.9247431089352691,,,,
0train,AIRM,D_exact,9,12,2-0-1-3,False,0.9490219311231084,,,,
0train,AIRM,D_exact,9,13,2-0-3-1,False,0.9155933264230383,,,,
0train,AIRM,D_exact,9,14,2-1-0-3,False,0.9456376082300086,,,,
0train,AIRM,D_exact,9,15,2-1-3-0,False,0.9251474909233834,,,,
0train,AIRM,D_exact,9,16,2-3-0-1,False,0.9292239072800859,,,,
0train,AIRM,D_exact,9,17,2-3-1-0,False,0.9421623946735307,,,,
0train,AIRM,D_exact,9,18,3-0-1-2,False,0.9216622989829605,,,,
0train,AIRM,D_exact,9,19,3-0-2-1,False,0.925050835742779,,,,
0train,AIRM,D_exact,9,20,3-1-0-2,False,0.9234153545372411,,,,
0train,AIRM,D_exact,9,21,3-1-2-0,False,0.9400479278599763,,,,
0train,AIRM,D_exact,9,22,3-2-0-1,False,0.9442266092921642,,,,
0train,AIRM,D_exact,9,23,3-2-1-0,False,0.9574706458550808,,,,
1test,AIRM,D_exact,1,0,0-1-2-3,True,0.9529119277546174,5.0,0.8260869565217391,False,-0.014304191892346108
1test,AIRM,D_exact,1,1,0-1-3-2,False,0.9425060506953431,,,,
1test,AIRM,D_exact,1,2,0-2-1-3,False,0.8966523678155474,,,,
1test,AIRM,D_exact,1,3,0-2-3-1,False,0.8992718290285024,,,,
1test,AIRM,D_exact,1,4,0-3-1-2,False,0.8846692159600607,,,,
1test,AIRM,D_exact,1,5,0-3-2-1,False,0.8976945542322899,,,,
1test,AIRM,D_exact,1,6,1-0-2-3,False,0.9581766084014026,,,,
1test,AIRM,D_exact,1,7,1-0-3-2,False,0.9476329206377814,,,,
1test,AIRM,D_exact,1,8,1-2-0-3,False,0.900500837157391,,,,
1test,AIRM,D_exact,1,9,1-2-3-0,False,0.8933725325156375,,,,
1test,AIRM,D_exact,1,10,1-3-0-2,False,0.8872950509384141,,,,
1test,AIRM,D_exact,1,11,1-3-2-0,False,0.8907104340602819,,,,
1test,AIRM,D_exact,1,12,2-0-1-3,False,0.8831233188459072,,,,
1test,AIRM,D_exact,1,13,2-0-3-1,False,0.9009633496252905,,,,
1test,AIRM,D_exact,1,14,2-1-0-3,False,0.8817071075409655,,,,
1test,AIRM,D_exact,1,15,2-1-3-0,False,0.8899371831699874,,,,
1test,AIRM,D_exact,1,16,2-3-0-1,False,0.9615241747173957,,,,
1test,AIRM,D_exact,1,17,2-3-1-0,False,0.9519142195670343,,,,
1test,AIRM,D_exact,1,18,3-0-1-2,False,0.8766943012156413,,,,
1test,AIRM,D_exact,1,19,3-0-2-1,False,0.9050780197586459,,,,
1test,AIRM,D_exact,1,20,3-1-0-2,False,0.8741932662515566,,,,
1test,AIRM,D_exact,1,21,3-1-2-0,False,0.8928292189398527,,,,
1test,AIRM,D_exact,1,22,3-2-0-1,False,0.9672161196469635,,,,
1test,AIRM,D_exact,1,23,3-2-1-0,False,0.957468353792255,,,,
1test,AIRM,D_exact,2,0,0-1-2-3,True,0.9659795087903355,10.0,0.6086956521739131,False,-0.022051863612082334
1test,AIRM,D_exact,2,1,0-1-3-2,False,0.9739462708270663,,,,
1test,AIRM,D_exact,2,2,0-2-1-3,False,0.9763257877190281,,,,
1test,AIRM,D_exact,2,3,0-2-3-1,False,0.9410581147111036,,,,
1test,AIRM,D_exact,2,4,0-3-1-2,False,0.9685074560964108,,,,
1test,AIRM,D_exact,2,5,0-3-2-1,False,0.9252730210517552,,,,
1test,AIRM,D_exact,2,6,1-0-2-3,False,0.9597558402695912,,,,
1test,AIRM,D_exact,2,7,1-0-3-2,False,0.971407464904464,,,,
1test,AIRM,D_exact,2,8,1-2-0-3,False,0.9538221599904755,,,,
1test,AIRM,D_exact,2,9,1-2-3-0,False,0.9330075009077685,,,,
1test,AIRM,D_exact,2,10,1-3-0-2,False,0.9777932893665101,,,,
1test,AIRM,D_exact,2,11,1-3-2-0,False,0.9453270056489301,,,,
1test,AIRM,D_exact,2,12,2-0-1-3,False,0.9855905968472095,,,,
1test,AIRM,D_exact,2,13,2-0-3-1,False,0.9533135216532933,,,,
1test,AIRM,D_exact,2,14,2-1-0-3,False,0.9693106376394011,,,,
1test,AIRM,D_exact,2,15,2-1-3-0,False,0.9478017137725606,,,,
1test,AIRM,D_exact,2,16,2-3-0-1,False,0.954404160088179,,,,
1test,AIRM,D_exact,2,17,2-3-1-0,False,0.9651723114152547,,,,
1test,AIRM,D_exact,2,18,3-0-1-2,False,0.9762067332097162,,,,
1test,AIRM,D_exact,2,19,3-0-2-1,False,0.9322780333809271,,,,
1test,AIRM,D_exact,2,20,3-1-0-2,False,0.9880313724024178,,,,
1test,AIRM,D_exact,2,21,3-1-2-0,False,0.9585556864988463,,,,
1test,AIRM,D_exact,2,22,3-2-0-1,False,0.9491537654751612,,,,
1test,AIRM,D_exact,2,23,3-2-1-0,False,0.9636067794003786,,,,
1test,AIRM,D_exact,3,0,0-1-2-3,True,0.98835748533434,3.0,0.9130434782608695,False,-0.0043135305838913895
1test,AIRM,D_exact,3,1,0-1-3-2,False,0.9620799678395917,,,,
1test,AIRM,D_exact,3,2,0-2-1-3,False,0.9549035934166181,,,,
1test,AIRM,D_exact,3,3,0-2-3-1,False,0.9486538216724292,,,,
1test,AIRM,D_exact,3,4,0-3-1-2,False,0.9228748854467395,,,,
1test,AIRM,D_exact,3,5,0-3-2-1,False,0.9429026311972989,,,,
1test,AIRM,D_exact,3,6,1-0-2-3,False,0.9917934236540196,,,,
1test,AIRM,D_exact,3,7,1-0-3-2,False,0.9655332474224567,,,,
1test,AIRM,D_exact,3,8,1-2-0-3,False,0.9566589950863819,,,,
1test,AIRM,D_exact,3,9,1-2-3-0,False,0.9431197520081552,,,,
1test,AIRM,D_exact,3,10,1-3-0-2,False,0.9248766926508807,,,,
1test,AIRM,D_exact,3,11,1-3-2-0,False,0.9375976258042167,,,,
1test,AIRM,D_exact,3,12,2-0-1-3,False,0.9446104111972292,,,,
1test,AIRM,D_exact,3,13,2-0-3-1,False,0.9441882836288789,,,,
1test,AIRM,D_exact,3,14,2-1-0-3,False,0.9429298745473136,,,,
1test,AIRM,D_exact,3,15,2-1-3-0,False,0.9352009343817398,,,,
1test,AIRM,D_exact,3,16,2-3-0-1,False,0.9802812013640665,,,,
1test,AIRM,D_exact,3,17,2-3-1-0,False,0.9729743887668432,,,,
1test,AIRM,D_exact,3,18,3-0-1-2,False,0.9249888590447011,,,,
1test,AIRM,D_exact,3,19,3-0-2-1,False,0.9508269077079134,,,,
1test,AIRM,D_exact,3,20,3-1-0-2,False,0.923537386665977,,,,
1test,AIRM,D_exact,3,21,3-1-2-0,False,0.9420859639951518,,,,
1test,AIRM,D_exact,3,22,3-2-0-1,False,0.9926710159182314,,,,
1test,AIRM,D_exact,3,23,3-2-1-0,False,0.9853815445841936,,,,
1test,AIRM,D_exact,4,0,0-1-2-3,True,0.962829598828322,6.0,0.782608695652174,False,-0.009521663354822407
1test,AIRM,D_exact,4,1,0-1-3-2,False,0.9723512621831444,,,,
1test,AIRM,D_exact,4,2,0-2-1-3,False,0.8904387264739797,,,,
1test,AIRM,D_exact,4,3,0-2-3-1,False,0.8869671849281421,,,,
1test,AIRM,D_exact,4,4,0-3-1-2,False,0.898579881349562,,,,
1test,AIRM,D_exact,4,5,0-3-2-1,False,0.8855866764489018,,,,
1test,AIRM,D_exact,4,6,1-0-2-3,False,0.9600546192228261,,,,
1test,AIRM,D_exact,4,7,1-0-3-2,False,0.9698521212435989,,,,
1test,AIRM,D_exact,4,8,1-2-0-3,False,0.8861623978254444,,,,
1test,AIRM,D_exact,4,9,1-2-3-0,False,0.8909743354745758,,,,
1test,AIRM,D_exact,4,10,1-3-0-2,False,0.8988823526055107,,,,
1test,AIRM,D_exact,4,11,1-3-2-0,False,0.8938967882338694,,,,
1test,AIRM,D_exact,4,12,2-0-1-3,False,0.8857841353778035,,,,
1test,AIRM,D_exact,4,13,2-0-3-1,False,0.8917836655215106,,,,
1test,AIRM,D_exact,4,14,2-1-0-3,False,0.884282786334764,,,,
1test,AIRM,D_exact,4,15,2-1-3-0,False,0.8982899570074898,,,,
1test,AIRM,D_exact,4,16,2-3-0-1,False,0.9642554667716932,,,,
1test,AIRM,D_exact,4,17,2-3-1-0,False,0.972263107300712,,,,
1test,AIRM,D_exact,4,18,3-0-1-2,False,0.8909359964559322,,,,
1test,AIRM,D_exact,4,19,3-0-2-1,False,0.8871380245788665,,,,
1test,AIRM,D_exact,4,20,3-1-0-2,False,0.8937376086514266,,,,
1test,AIRM,D_exact,4,21,3-1-2-0,False,0.8982231159693299,,,,
1test,AIRM,D_exact,4,22,3-2-0-1,False,0.9609903343082893,,,,
1test,AIRM,D_exact,4,23,3-2-1-0,False,0.9692738135032584,,,,
1test,AIRM,D_exact,5,0,0-1-2-3,True,0.9951716972539663,2.0,0.9565217391304348,False,-0.0006342671568864144
1test,AIRM,D_exact,5,1,0-1-3-2,False,0.9794015920885544,,,,
1test,AIRM,D_exact,5,2,0-2-1-3,False,0.9769923989987908,,,,
1test,AIRM,D_exact,5,3,0-2-3-1,False,0.9542216476763229,,,,
1test,AIRM,D_exact,5,4,0-3-1-2,False,0.9608612937323331,,,,
1test,AIRM,D_exact,5,5,0-3-2-1,False,0.953860647575277,,,,
1test,AIRM,D_exact,5,6,1-0-2-3,False,0.9958059644108527,,,,
1test,AIRM,D_exact,5,7,1-0-3-2,False,0.9799351867522559,,,,
1test,AIRM,D_exact,5,8,1-2-0-3,False,0.978333997575767,,,,
1test,AIRM,D_exact,5,9,1-2-3-0,False,0.9539359795313231,,,,
1test,AIRM,D_exact,5,10,1-3-0-2,False,0.9604510023032959,,,,
1test,AIRM,D_exact,5,11,1-3-2-0,False,0.9519237619174491,,,,
1test,AIRM,D_exact,5,12,2-0-1-3,False,0.9787372781139208,,,,
1test,AIRM,D_exact,5,13,2-0-3-1,False,0.9580284509880358,,,,
1test,AIRM,D_exact,5,14,2-1-0-3,False,0.9794446095340102,,,,
1test,AIRM,D_exact,5,15,2-1-3-0,False,0.9572091881793346,,,,
1test,AIRM,D_exact,5,16,2-3-0-1,False,0.9740149041914672,,,,
1test,AIRM,D_exact,5,17,2-3-1-0,False,0.9724883099626763,,,,
1test,AIRM,D_exact,5,18,3-0-1-2,False,0.9684140813993409,,,,
1test,AIRM,D_exact,5,19,3-0-2-1,False,0.963576031932053,,,,
1test,AIRM,D_exact,5,20,3-1-0-2,False,0.9674701953066025,,,,
1test,AIRM,D_exact,5,21,3-1-2-0,False,0.9610048791173386,,,,
1test,AIRM,D_exact,5,22,3-2-0-1,False,0.9799234852365303,,,,
1test,AIRM,D_exact,5,23,3-2-1-0,False,0.9782962185145543,,,,
1test,AIRM,D_exact,6,0,0-1-2-3,True,0.9521532508741578,11.0,0.5652173913043478,False,-0.04284619261525202
1test,AIRM,D_exact,6,1,0-1-3-2,False,0.9949994434894098,,,,
1test,AIRM,D_exact,6,2,0-2-1-3,False,0.9351537477227915,,,,
1test,AIRM,D_exact,6,3,0-2-3-1,False,0.9308513887417755,,,,
