component,subject,class,a_sc,b_sc,c_sc,d_sc,S_sc,C_sc,J_sc
len,5,feet,0.006321762089578088,0.01435783122362403,0.2482607078599573,0.28831206936244363,0.24193894577037922,0.008036069134045943,-0.03201529236844036
len,5,tongue,0.021568172509982095,0.025134088924876213,0.24035723732112435,0.19150099636974582,0.21878906481114224,0.003565916414894118,0.05242215736627265
len,6,left_hand,0.026675102336254256,0.03158775577554187,0.3641997820900326,0.13257805775269058,0.33752467975377837,0.004912653439287613,0.23653437777662964
len,6,right_hand,0.019541541012896103,0.04024173772154914,0.03788746394651478,0.24672515403495496,0.018345922933618676,0.020700196708653036,-0.18813749337978714
len,6,feet,0.032463574465647,0.10874128337883475,0.11651886848215695,0.17071423922286788,0.08405529401650995,0.07627770891318775,0.02208233817247679
len,6,tongue,0.009912938012471064,0.040605437623644235,0.2048952185220952,0.18546349866050305,0.19498228050962413,0.030692499611173173,0.050124219472765325
len,7,left_hand,0.010912189955086802,0.016475756896044334,0.3280108505394355,0.09965793678694757,0.3170986605843487,0.005563566940957531,0.2339164806934455
len,7,right_hand,0.026072552270279343,0.022400912484641017,0.038556549345132876,0.2225018334900283,0.012483997074853533,-0.003671639785638326,-0.18761692393053375
len,7,feet,0.010890782275971614,0.027012605278578506,0.16222646253213868,0.20678074360226192,0.15133568025616706,0.016121823002606894,-0.028432458067516347
len,7,tongue,0.003720908174921394,0.028911020800183335,0.10749753926693836,0.14585839986530114,0.10377663109201697,0.02519011262526194,-0.013170747973100833
len,8,left_hand,0.03337851564817643,0.11377434671503163,0.3141095465958175,0.08460479400725938,0.28073103094764107,0.0803958310668552,0.3099005836554133
len,8,right_hand,0.04344356134077398,0.04105581131424094,0.04844447210742588,0.19302262794935152,0.005000910766651906,-0.0023877500265330337,-0.14696590586845867
len,8,feet,0.023985445892629936,0.04883188679370848,0.17965569023663855,0.22228930448530085,0.1556702443440086,0.024846440901078543,-0.017787173347583757
len,8,tongue,0.012753701592272772,0.0816729195681788,0.10531517842898126,0.16269254663682567,0.09256147683670848,0.06891921797590603,0.011541849768061635
len,9,left_hand,0.9164721045024125,2.0447525469909023,2.5393718410399035,2.241192774321619,1.622899736537491,1.1282804424884898,1.426459509206774
len,9,right_hand,0.09636308454886486,0.9609834730672101,0.1432504466302807,0.21486346961551991,0.046887362081415834,0.8646203885183452,0.7930073655331061
len,9,feet,0.03496837338976316,0.6748965048203037,0.193261422316782,0.17425507364301707,0.15829304892701884,0.6399281314305405,0.6589344801043056
len,9,tongue,0.2379582857394226,0.6581638443751808,0.4228245006650576,0.6862352186199431,0.18486621492563501,0.42020555863575826,0.1567948406808728
ang,1,left_hand,0.21234053268760822,0.7089176343423528,0.4174313333074949,0.6852984702728085,0.20509080061988666,0.49657710165474456,0.22870996468943094
ang,1,right_hand,0.21626828546240903,0.7234844525540568,0.42502385214322075,0.678358929825917,0.20875556668081172,0.5072161670916477,0.2538810894089515
ang,1,feet,0.3376604254476029,0.8325772335678496,0.5311654972364117,0.7242252217246533,0.19350507178880882,0.49491680812024674,0.30185708363200503
ang,1,tongue,0.3033856670645641,1.0269261014058755,0.43860660223760317,0.9774073440467417,0.13522093517303907,0.7235404343413114,0.18473969253217293
ang,2,left_hand,0.19881457831293944,0.28750963650319084,1.8507729750211104,0.7549298156812654,1.651958396708171,0.08869505819025139,1.1845382175300965
ang,2,right_hand,0.25342516964575157,0.28075033250073816,1.116916540140137,1.0841397689882593,0.8634913704943855,0.027325162854986595,0.060101934006864255
ang,2,feet,0.23298471218000266,0.25403854939843323,0.9148979533889495,1.4617076709088164,0.6819132412089468,0.02105383721843057,-0.5257558803014362
ang,2,tongue,0.23106048347024633,0.22971667799745554,0.4560142038103659,1.2698288260365331,0.22495372034011957,-0.0013438054727907822,-0.8151584276989581
ang,3,left_hand,0.20756697686586842,0.6459822645389829,0.517949712103549,0.5967295878627501,0.31038273523768056,0.43841528767311444,0.35963541191391346
ang,3,right_hand,0.24831873117406286,0.6952753596358877,0.49756902424389765,0.6930888948263781,0.2492502930698348,0.4469566284618248,0.2514367578793443
ang,3,feet,0.36858647598129357,0.4683089478153806,0.5554233941346612,0.6097967694269791,0.18683691815336767,0.09972247183408706,0.04534909654176922
ang,3,tongue,0.2780143626273433,0.7930769832600237,0.4922853776007584,1.0782753696347747,0.2142710149734151,0.5150626206326805,-0.07092737140133565
ang,4,left_hand,0.5450316145448901,0.32754778399150514,1.077720399706816,0.49590102287856846,0.532688785161926,-0.217483830553385,0.3643355462748626
ang,4,right_hand,0.3661732073018663,0.48202904486101716,0.7337624229181756,0.713860491719687,0.3675892156163093,0.11585583755915085,0.13575776875763945
ang,4,feet,0.38751133151696693,0.4308067074522141,0.4772581698440209,0.6248634269280174,0.08974683832705399,0.04329537593524718,-0.1043098811487494
ang,4,tongue,0.2354554023552173,0.6026831290939824,0.41446169481673834,1.1204463614731592,0.17900629246152103,0.367227726738765,-0.338756939917656
ang,5,left_hand,0.1822898907703512,0.38374321900024205,0.3818682291296087,0.6525437836273319,0.1995783383592575,0.20145332822989084,-0.06922222626783225
ang,5,right_hand,0.3191259587396799,0.25847595248911376,0.3372607130198989,0.49203097035758736,0.01813475428021899,-0.06065000625056616,-0.21542026358825467
ang,5,feet,0.18216088061762017,0.21966626101041667,0.46176141774263213,0.423390443098638,0.279600537125012,0.037505380392796495,0.07587635503679063
ang,5,tongue,0.22277295190950375,0.2765772829657715,0.42947930373905274,0.48319580191928674,0.206706351829549,0.05380433105626775,8.783287603381096e-05
ang,6,left_hand,0.35539222704097606,0.4836606456817247,0.4738568872575135,0.7013388691458644,0.11846466021653745,0.12826841864074862,-0.09921356324760222
ang,6,right_hand,0.3406970636060349,0.3304305709908822,0.4109419214330058,0.5038535389413261,0.07024485782697087,-0.010266492615152722,-0.103178110123473
ang,6,feet,0.3117843455615918,0.5392751365128289,0.5891478787919906,0.7484631719021824,0.2773635332303988,0.2274907909512371,0.06817549784104515
ang,6,tongue,0.4857757044624469,0.37520716356238665,0.6240118455787407,0.590476703100952,0.1382361411162938,-0.11056854090006024,-0.07703339842227164
ang,7,left_hand,0.2933591035216309,0.3964868928642897,0.4618308184265999,0.635513825101061,0.16847171490496898,0.10312778934265876,-0.07055521733180248
ang,7,right_hand,0.34720896241163435,0.48046637838541706,0.5359466543340307,0.7202717312582939,0.1887376919223963,0.1332574159737827,-0.05106766095048065
ang,7,feet,0.47468156310202086,0.39360809391909335,0.564314577778217,0.5281697636050464,0.08963301467619617,-0.08107346918292752,-0.0449286550097569
ang,7,tongue,0.332545539415925,0.6500618896786964,0.49626477760109955,0.6361789807967592,0.16371923818517453,0.31751635026277136,0.17760214706711186
ang,8,left_hand,0.5216673373454997,0.9806602546301376,0.6975230138236216,1.4561637520582114,0.17585567647812184,0.45899291728463787,-0.2996478209499518
ang,8,right_hand,0.29885618679337506,0.7518933123088498,0.6420591964305173,1.0588076890104376,0.3432030096371423,0.45303712551547476,0.03628863293555451
ang,8,feet,0.4059256849591433,0.602258229039334,0.7578040770643767,0.665801337619734,0.3518783921052334,0.19633254408019074,0.2883352835248334
ang,8,tongue,0.42355541105945427,0.6760655191964816,0.5320377223377359,0.7168069869542751,0.10848231127828167,0.25251010813702734,0.06774084352048804
ang,9,left_hand,0.6527890588649328,3.4733362378366786,1.7583194744864596,3.273902105043671,1.1055304156215269,2.820547178971746,1.3049645484145342
ang,9,right_hand,0.7781925407358559,1.211428194349103,0.5675520647019141,0.7697392740131797,-0.21064047603394176,0.4332356536132471,0.23104844430198157
ang,9,feet,0.5938232711758638,1.403825041964699,1.3182227297079891,1.0076077389574885,0.7243994585321254,0.8100017707888352,1.1206167615393363
ang,9,tongue,0.38931450599410544,4.009302652464851,0.7066760678186932,1.2558489452422679,0.31736156182458775,3.6199881464707455,3.070815269047171
ori,1,left_hand,0.2857450958870783,0.6033788375877501,0.5601646852184365,0.6204076303742295,0.27441958933135824,0.3176337417006718,0.25739079654487873
ori,1,right_hand,0.32359954401129887,0.6527854203200607,0.539539853004515,0.629038897696813,0.21594030899321615,0.32918587630876184,0.23968683161646387
ori,1,feet,0.33865106715220233,0.6227993938777246,0.588990438706405,0.663740460615713,0.25033937155420266,0.2841483267255223,0.20939830481621435
ori,1,tongue,0.29881297378665633,0.6760400775340782,0.5742215597515224,0.717626693075249,0.2754085859648661,0.3772271037474219,0.23382197042369557
ori,2,left_hand,0.37709997296803804,0.41205147308501405,0.6512301825162801,0.567250472266552,0.274130209548242,0.03495150011697601,0.11893121036670407
ori,2,right_hand,0.26816589444875116,0.36012139763421036,0.6445366492135765,0.6726646468277444,0.3763707547648253,0.0919555031854592,0.06382750557129124
ori,2,feet,0.2224473178447311,0.3415774008832846,0.6620702020955891,0.6851684353747712,0.439622884250858,0.11913008303855349,0.0960318497593714
ori,2,tongue,0.30832443517304464,0.36798585262827704,0.5073093546500168,0.6461490180465927,0.19898491947697217,0.0596614174552324,-0.0791782459413436
ori,3,left_hand,0.24046816623927944,0.4169594776101741,0.5872000457011572,0.6363051446474391,0.3467318794618778,0.17649131137089466,0.1273862124246128
ori,3,right_hand,0.2100855838175522,0.46596378373128705,0.6498104606821123,0.7234851284713009,0.43972487686456013,0.25587819991373484,0.18220353212454632
ori,3,feet,0.37637482835193137,0.44343353226698384,0.6178873069961665,0.6800669062729732,0.24151247864423508,0.06705870391505248,0.0048791046382458125
ori,3,tongue,0.37308120575220755,0.4705949429523976,0.613746197373093,0.7048316449031847,0.24066499162088545,0.09751373720019008,0.006428289670098342
ori,4,left_hand,0.29626630900472783,0.39845226324976957,0.6489538563283527,0.5586097408554178,0.35268754732362484,0.10218595424504173,0.19253006971797648
ori,4,right_hand,0.3001271918464555,0.40190755582619336,0.5846804078348985,0.6189658624705883,0.284553215988443,0.10178036397973789,0.06749490934404823
ori,4,feet,0.26898542903843814,0.5321437957290094,0.7353841349617909,0.6596292250220819,0.46639870592335275,0.26315836669057124,0.33891327663028026
ori,4,tongue,0.22489339227318708,0.45443168904127607,0.5278976112279288,0.6855991459312357,0.3030042189547417,0.22953829676808898,0.07183676206478207
ori,5,left_hand,0.27347055862793757,0.3662551796731857,0.5145415323217553,0.5384973341551196,0.2410709736938177,0.09278462104524815,0.06882881921188377
ori,5,right_hand,0.30368212947949125,0.36494564447400274,0.4947069700463657,0.5355384105472422,0.19102484056687447,0.06126351499451149,0.020432074493635044
ori,5,feet,0.2798179488417947,0.3428479045877315,0.5616365660005953,0.5373793933586076,0.28181861715880063,0.06302995574593684,0.08728712838792452
ori,5,tongue,0.31164159300907,0.3314890914913334,0.5031102405310606,0.5581658910771388,0.19146864752199055,0.01984749848226336,-0.03520815206381489
ori,6,left_hand,0.359207072686585,0.47880876115955484,0.6100900468536686,0.6121221294064001,0.2508829741670836,0.11960168847296981,0.11756960592023824
ori,6,right_hand,0.45452527465186127,0.4440134067366824,0.5259780724215112,0.5473010795140167,0.07145279776964991,-0.010511867915178885,-0.03183487500768445
ori,6,feet,0.3728414917064333,0.45867647933114775,0.5721906198339917,0.623634718763211,0.19934912812755834,0.08583498762471442,0.034390888695495114
ori,6,tongue,0.3932509449582642,0.43284006377319395,0.5540994343271477,0.6570559236295298,0.16084848936888352,0.03958911881492977,-0.06336737048745233
ori,7,left_hand,0.32069231119685365,0.4546985973568161,0.5912723601146583,0.6098705195927252,0.2705800489178047,0.13400628615996246,0.1154081266818956
ori,7,right_hand,0.30297281886936495,0.41915375395242926,0.5540271962993834,0.606165916589864,0.2510543774300184,0.11618093508306432,0.06404221479258376
ori,7,feet,0.3605226719780363,0.479597402784631,0.5870236972207583,0.5803695621225091,0.22650102524272203,0.1190747308065947,0.1257288659048439
ori,7,tongue,0.2637880690261429,0.46225744288719817,0.5407239426445114,0.6918379488840766,0.2769358736183685,0.1984693738610553,0.04735536762149006
ori,8,left_hand,0.32792899273524423,0.6393735872514434,0.6635270245804059,0.7519127279708604,0.3355980318451617,0.3114445945161992,0.22305889112574473
ori,8,right_hand,0.32798841104659354,0.7186900490906357,0.6365396196303226,0.7608020696613408,0.30855120858372903,0.3907016380440422,0.2664391880130238
ori,8,feet,0.30800294351789775,0.5728442461380484,0.6626842996381109,0.629162544253875,0.3546813561202132,0.26484130262015065,0.29836305800438667
ori,8,tongue,0.2877387749360502,0.6248085980505272,0.4953188566874005,0.5945535640808955,0.2075800817513503,0.33706982311447703,0.23783511572098204
ori,9,left_hand,0.566504807231407,1.1230864271800973,0.9363856928028099,1.2119139836855397,0.369880885571403,0.5565816199486904,0.2810533290659605
ori,9,right_hand,0.37361160317834974,0.8196837263492984,0.5943318270361004,0.7066786897007283,0.2207202238577507,0.4460721231709487,0.3337252605063207
ori,9,feet,0.5668933067073778,1.1322665808091765,0.8490065447087696,0.9414499194742197,0.28211323800139176,0.5653732741017987,0.47292989933634855
ori,9,tongue,0.43935369350122866,1.1611624240294847,0.645892270916508,0.7149457123354748,0.20653857741527937,0.721808730528256,0.6527552891092894
full,1,left_hand,0.21978509297439522,0.7905778172595287,0.7622098881225767,0.7975678564339446,0.5424247951481815,0.5707927242851335,0.5354347559737658
full,1,right_hand,0.2239021354197386,0.8036973101682481,0.4621064754822583,0.894907360110329,0.2382043400625197,0.5797951747485095,0.14699429012043885
full,1,feet,0.38501301158216933,0.8686839835340524,0.6284179339960185,0.882325518726331,0.2434049224138492,0.4836709719518831,0.22976338722157053
full,1,tongue,0.36012487380927566,1.179771053687362,0.5838639743417242,1.2418314557088517,0.22373910053244855,0.8196461798780863,0.16167869851095884
full,2,left_hand,0.41451277103236744,0.36836176629399403,2.29256040910366,0.9866986089496782,1.8780476380712927,-0.04615100473837341,1.2597107954156086
full,2,right_hand,0.46098627652284296,0.4270379363636672,1.5156714817887644,1.4135765381563432,1.0546852052659215,-0.03394834015917575,0.06814660347324542
full,2,feet,0.45804155890346193,0.8039847854796891,1.632364993451909,2.2259328645420315,1.1743234345484472,0.34594322657622717,-0.2476246445138952
full,2,tongue,0.40850672228332086,0.4813937672160429,0.750089141583549,1.804423633682731,0.34158241930022815,0.07288704493272202,-0.9814474471664602
full,3,left_hand,0.21146007510650341,0.7953435410460892,0.8363996190588239,0.6734406207281737,0.6249395439523204,0.5838834659395857,0.7468424642702359
full,3,right_hand,0.26006388897587235,0.8131239760878142,0.5997069724942725,0.8909089778088654,0.33964308351840017,0.5530600871119418,0.26185808179734893
full,3,feet,0.45448436890400234,0.5650375669666673,0.6585593100134546,0.7709310435787954,0.20407494110945223,0.11055319806266495,-0.0018185355026757444
full,3,tongue,0.301255735247785,0.9788133289391565,0.727186509508694,1.5098594318903444,0.42593077426090903,0.6775575936913716,-0.10511532869027884
full,4,left_hand,0.6462084946693388,0.513317031999881,1.368888573276926,0.5563469172558722,0.7226800786075872,-0.13289146266945784,0.6796501933515962
full,4,right_hand,0.404149131539623,0.713895660919235,0.8117948991352496,0.8745346882667514,0.4076457675956266,0.30974652937961195,0.2470067402481101
full,4,feet,0.5343321960315214,0.5770305690175306,0.5585151904288799,0.7664251576244103,0.024182994397358493,0.0426983729860092,-0.16521159420952125
full,4,tongue,0.2416753329376433,0.9618872475409089,0.6314100522174093,1.5331719887949466,0.389734719279766,0.7202119146032656,-0.1815500219742716
full,5,left_hand,0.19666062811626706,0.3925585436299677,0.7927564298821421,0.8400636582837263,0.5960958017658751,0.19589791551370067,0.14859068711211643
full,5,right_hand,0.3363358567245166,0.2980192381076805,0.425571530471595,0.8526275585956693,0.08923567374707841,-0.03831661861683611,-0.4653726467409104
full,5,feet,0.18848264270719825,0.23402409223404072,0.7100221256025894,0.7117025124610817,0.5215394828953911,0.04554144952684247,0.043861062668350104
full,5,tongue,0.24434112441948583,0.3017113718906477,0.6698365410601772,0.6746967982890325,0.42549541664069135,0.057370247471161845,0.052509990242306515
full,6,left_hand,0.3820673293772303,0.5152484014572666,0.8380566693475462,0.833916926898555,0.4559893399703159,0.13318107208003627,0.13732081452902756
full,6,right_hand,0.36023860461893104,0.3706723087124313,0.44882938537952055,0.7505786929762811,0.08859078076058952,0.010433704093500251,-0.2913156035032603
full,6,feet,0.3442479200272388,0.6480164198916636,0.7056667472741476,0.9191774111250502,0.36141882724690877,0.3037684998644248,0.09025783601352211
full,6,tongue,0.49568864247491795,0.41581260118603086,0.8289070641008358,0.7759402017614551,0.33321842162591786,-0.07987604128888709,-0.026909178949506396
full,7,left_hand,0.3042712934767177,0.412962649760334,0.7898416689660354,0.7351717618880086,0.48557037548931764,0.10869135628361626,0.16336126336164292
full,7,right_hand,0.3732815146819137,0.5028672908700581,0.5745032036791635,0.9427735647483223,0.20122168899724985,0.12958577618814443,-0.2386845848810143
full,7,feet,0.4855723453779925,0.4206206991976719,0.7265410403103558,0.7349505072073083,0.24096869493236334,-0.06495164618032057,-0.073361113077273
full,7,tongue,0.3362664475908464,0.6789729104788796,0.6037623168680379,0.7820373806620604,0.26749586927719154,0.34270646288803325,0.16443139909401072
full,8,left_hand,0.5550458529936761,1.0944346013451691,1.0116325604194392,1.5407685460654708,0.456586707425763,0.539388748351493,0.010252762705461382
full,8,right_hand,0.34229974813414904,0.7929491236230906,0.6905036685379432,1.2518303169597893,0.34820392040379416,0.4506493754889415,-0.11067727293290441
full,8,feet,0.4299111308517732,0.6510901158330425,0.9374597673010152,0.8880906421050349,0.5075486364492421,0.22117898498126937,0.2705481101772499
full,8,tongue,0.43630911265172706,0.7577384387646603,0.6373529007667171,0.8794995335911007,0.20104378811499007,0.32142932611293323,0.07928269328854975
full,9,left_hand,1.5692611633673452,5.51808878482758,4.297691315526363,5.51509487936529,2.7284301521590173,3.948827621460235,2.7314240576213082
full,9,right_hand,0.8745556252847208,2.172411667416313,0.7108025113321949,0.9846027436286994,-0.1637531139525259,1.2978560421315923,1.024055809835088
full,9,feet,0.628791644565627,2.0787215467850024,1.5114841520247713,1.1818628126005055,0.8826925074591443,1.4499299022193755,1.779551241643641
full,9,tongue,0.627272791733528,4.667466496840032,1.129500568483751,1.9420841638622113,0.5022277767502229,4.040193705106504,3.227610109728044
sensor,1,left_hand,0.5055301888614735,1.3939566548472788,1.3223745733410133,1.4179754868081742,0.8168443844795398,0.8884264659858053,0.7928255525186445
sensor,1,right_hand,0.5475016794310374,1.4564827304883086,1.0016463284867734,1.5239462578071417,0.4541446490557359,0.9089810510572711,0.38668112173690306
sensor,1,feet,0.7236640787343717,1.4914833774117773,1.2174083727024234,1.5460659793420441,0.49374429396805175,0.7678192986774056,0.43916169203778455
sensor,1,tongue,0.658937847595932,1.85581113122144,1.1580855340932468,1.9594581487841005,0.4991476864973148,1.196873283625508,0.3955006689346543
sensor,2,left_hand,0.7916127440004055,0.7804132393790081,2.9437905916199405,1.5539490812162302,2.152177847619535,-0.011199504621397405,1.3786420057823128
sensor,2,right_hand,0.7291521709715941,0.7871593339978776,2.1602081310023413,2.0862411849840874,1.431055960030747,0.058007163026283504,0.13197410904453744
sensor,2,feet,0.680488876748193,1.145562186362974,2.294435195547498,2.911101299916803,1.613946318799305,0.4650733096147809,-0.15159279475452392
sensor,2,tongue,0.7168311574563655,0.8493796198443199,1.2573984962335658,2.450572651729324,0.5405673387772003,0.13254846238795437,-1.0606256931078037
sensor,3,left_hand,0.45192824134578286,1.2123030186562633,1.4235996647599811,1.3097457653756128,0.9716714234141983,0.7603747773104805,0.8742286766948484
sensor,3,right_hand,0.47014947279342456,1.2790877598191013,1.249517433176385,1.6143941062801666,0.7793679603829604,0.8089382870256767,0.4440616139218949
sensor,3,feet,0.8308591972559337,1.0084710992336514,1.2764466170096211,1.4509979498517687,0.44558741975368743,0.1776119019777177,0.0030605691355705122
sensor,3,tongue,0.6743369409999925,1.449408271891554,1.3409327068817873,2.214691076793529,0.6665957658817948,0.7750713308915614,-0.09868703902018039
sensor,4,left_hand,0.9424748036740667,0.9117692952496506,2.0178424296052784,1.11495665811129,1.0753676259312117,-0.030705508424416106,0.8721802630695723
sensor,4,right_hand,0.7042763233860785,1.1158032167454282,1.396475306970148,1.49350055073734,0.6921989835840696,0.41152689335934967,0.31450164959215754
sensor,4,feet,0.8033176250699595,1.10917436474654,1.2938993253906708,1.4260543826464922,0.49058170032071124,0.30585673967658045,0.17370168242075867
sensor,4,tongue,0.46656872521083037,1.4163189365821849,1.159307663445338,2.2187711347261825,0.6927389382345077,0.9497502113713545,-0.10971325990948966
sensor,5,left_hand,0.4701311867442046,0.7588137233031533,1.3072979622038974,1.378560992438846,0.8371667754596928,0.2886825365589487,0.21741950632399987
sensor,5,right_hand,0.6400179862040078,0.6629648825816833,0.9202785005179608,1.3881659691429113,0.28026051431395294,0.02294689637767544,-0.44494057224727523
sensor,5,feet,0.4683005915489929,0.5768719968217723,1.2716586916031847,1.2490819058196894,0.8033581000541918,0.10857140527277936,0.13114819105627462
sensor,5,tongue,0.5559827174285559,0.6332004633819811,1.1729467815912376,1.2328626893661714,0.6169640641626817,0.07721774595342523,0.017301838178491513
sensor,6,left_hand,0.7412744020638153,0.9940571626168214,1.4481467162012147,1.446039056304955,0.7068723141373994,0.2527827605530061,0.2548904204492659
sensor,6,right_hand,0.8147638792707923,0.8146857154491137,0.9748074578010317,1.2978797724902977,0.16004357853023943,-7.81638216785785e-05,-0.32315047851094447
sensor,6,feet,0.7170894117336721,1.1066928992228113,1.2778573671081395,1.5428121298882609,0.5607679553744673,0.3896034874891392,0.124648724709018
sensor,6,tongue,0.8889395874331821,0.848652664959225,1.3830064984279835,1.4329961253909849,0.4940669109948014,-0.040286922473957154,-0.09027654943695884
sensor,7,left_hand,0.6249636046735714,0.8676612471171502,1.3811140290806936,1.345042281480734,0.7561504244071222,0.24269764244357883,0.2787693900435386
sensor,7,right_hand,0.6762543335512786,0.9220210448224874,1.1285303999785468,1.5489394813381867,0.45227606642726814,0.24576671127120875,-0.1746423700884312
sensor,7,feet,0.8460950173560288,0.9002181019823028,1.3135647375311141,1.3153200693298175,0.46746972017508537,0.05412308462627402,0.052367752827571
sensor,7,tongue,0.6000545166169893,1.1412303533660777,1.1444862595125493,1.4738753295461369,0.5444317428955601,0.5411758367490884,0.21178676671550067
sensor,8,left_hand,0.8829748457289204,1.7338081885966126,1.6751595849998449,2.292681274036331,0.7921847392709245,0.8508333428676922,0.2333116538312061
sensor,8,right_hand,0.6702881591807426,1.5116391727137266,1.3270432881682659,2.01263238662113,0.6567551289875233,0.841351013532984,0.15576191508011972
sensor,8,feet,0.7379140743696709,1.223934361971091,1.6001440669391263,1.5172531863589098,0.8622299925694553,0.48602028760142,0.5689111681816366
sensor,8,tongue,0.7240478875877773,1.3825470368151878,1.1326717574541179,1.474053097671996,0.4086238698663406,0.6584991492274105,0.3171178090095321
sensor,9,left_hand,2.135765970598752,6.641175212007679,5.234077008329173,6.7270088630508305,3.098311037730421,4.505409241408927,3.0124773866872676
sensor,9,right_hand,1.2481672284630705,2.9920953937656116,1.3051343383682952,1.6912814333294282,0.05696710990522469,1.7439281653025411,1.3577810703414086
sensor,9,feet,1.1956849512730048,3.210988127594179,2.3604906967335406,2.123312732074725,1.1648057454605358,2.0153031763211744,2.2524811409799894
sensor,9,tongue,1.0666264852347567,5.828628920869517,1.7753928394002587,2.657029876197686,0.708766354165502,4.76200243563476,3.880365398837333
