protocol_version,protocol_sha256,config_sha256,seed,session,generated_at_utc,status,geometry,representation,replicate,statistic,observed_statistic,null_median,effect,p_value,exceedance_count,primary_operand,row_status
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,46,0.2534722222222222,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,47,0.23611111111111108,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,48,0.2777777777777778,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,49,0.23958333333333331,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,50,0.25,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,51,0.2361111111111111,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,52,0.2569444444444444,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,53,0.23611111111111113,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,54,0.26041666666666663,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,55,0.24305555555555552,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,56,0.2465277777777778,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,57,0.2465277777777778,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,58,0.2465277777777778,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,59,0.2569444444444444,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,60,0.24305555555555558,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,61,0.2569444444444444,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,62,0.24652777777777776,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,63,0.2534722222222222,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,64,0.25,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,65,0.2569444444444444,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
