dataset,geometry,template,object,signature,subject,same_subject_cross_session_cosine
OpenBMI,AIRM,session_specific,R,sensor,26,-0.039961995252998449
OpenBMI,AIRM,session_specific,R,sensor,27,0.037614638651336171
OpenBMI,AIRM,session_specific,R,sensor,28,0.35548847636898562
OpenBMI,AIRM,session_specific,R,sensor,29,0.83925408471694873
OpenBMI,AIRM,session_specific,R,sensor,30,0.28126980179823452
OpenBMI,AIRM,session_specific,R,sensor,31,0.26364745799195421
OpenBMI,AIRM,session_specific,R,sensor,32,0.78483427266369232
OpenBMI,AIRM,session_specific,R,sensor,33,0.65234131966589137
OpenBMI,AIRM,session_specific,R,sensor,34,0.4938900710187174
OpenBMI,AIRM,session_specific,R,sensor,35,0.33339418818303346
OpenBMI,AIRM,session_specific,R,sensor,36,0.82133622354672742
OpenBMI,AIRM,session_specific,R,sensor,37,0.60188346146095484
OpenBMI,AIRM,session_specific,R,sensor,38,0.2105412344169893
OpenBMI,AIRM,session_specific,R,sensor,39,0.033494551398450013
OpenBMI,AIRM,session_specific,R,sensor,40,0.42655770660458747
OpenBMI,AIRM,session_specific,R,sensor,41,0.48447086612789264
OpenBMI,AIRM,session_specific,R,sensor,42,0.47756229097381014
OpenBMI,AIRM,session_specific,R,sensor,43,0.2783771662882128
OpenBMI,AIRM,session_specific,R,sensor,44,0.78938931991625971
OpenBMI,AIRM,session_specific,R,sensor,45,0.32082713058117707
OpenBMI,AIRM,session_specific,R,sensor,46,0.64689924213519412
OpenBMI,AIRM,session_specific,R,sensor,47,0.10742875579136256
OpenBMI,AIRM,session_specific,R,sensor,48,0.28951982102032764
OpenBMI,AIRM,session_specific,R,sensor,49,0.3027540171759332
OpenBMI,AIRM,session_specific,R,sensor,50,0.50177314547992813
OpenBMI,AIRM,session_specific,R,sensor,51,0.33483925869870002
OpenBMI,AIRM,session_specific,R,sensor,52,0.34448455788548021
OpenBMI,AIRM,session_specific,R,sensor,53,0.4488054413335914
OpenBMI,AIRM,session_specific,R,sensor,54,-0.030870315522102704
OpenBMI,AIRM,session_specific,R,spectrum,1,0.71349056051950799
OpenBMI,AIRM,session_specific,R,spectrum,2,0.92986301457958187
OpenBMI,AIRM,session_specific,R,spectrum,3,0.80567362739970116
OpenBMI,AIRM,session_specific,R,spectrum,4,0.62252185819779082
OpenBMI,AIRM,session_specific,R,spectrum,5,0.98053293275371478
OpenBMI,AIRM,session_specific,R,spectrum,6,0.9838823002790581
OpenBMI,AIRM,session_specific,R,spectrum,7,0.9799924268377217
OpenBMI,AIRM,session_specific,R,spectrum,8,0.73885003230265389
OpenBMI,AIRM,session_specific,R,spectrum,9,0.57794897766082964
OpenBMI,AIRM,session_specific,R,spectrum,10,0.98777088373266564
OpenBMI,AIRM,session_specific,R,spectrum,11,0.91184938615706712
OpenBMI,AIRM,session_specific,R,spectrum,12,0.24645361666669019
OpenBMI,AIRM,session_specific,R,spectrum,13,0.67197726729947305
OpenBMI,AIRM,session_specific,R,spectrum,14,0.96684623120711688
OpenBMI,AIRM,session_specific,R,spectrum,15,0.98487846251069588
OpenBMI,AIRM,session_specific,R,spectrum,16,-0.033470730917485508
OpenBMI,AIRM,session_specific,R,spectrum,17,0.95293159475203404
OpenBMI,AIRM,session_specific,R,spectrum,18,0.89624344663803102
OpenBMI,AIRM,session_specific,R,spectrum,19,0.69790133805999
OpenBMI,AIRM,session_specific,R,spectrum,20,0.91995897580845898
OpenBMI,AIRM,session_specific,R,spectrum,21,0.90014241285984398
OpenBMI,AIRM,session_specific,R,spectrum,22,0.87736527113802731
OpenBMI,AIRM,session_specific,R,spectrum,23,0.89848323599740565
OpenBMI,AIRM,session_specific,R,spectrum,24,0.95844985247909387
OpenBMI,AIRM,session_specific,R,spectrum,25,0.98077373515948374
OpenBMI,AIRM,session_specific,R,spectrum,26,0.39711627309256792
OpenBMI,AIRM,session_specific,R,spectrum,27,0.5230808937370367
OpenBMI,AIRM,session_specific,R,spectrum,28,0.76170544291791231
OpenBMI,AIRM,session_specific,R,spectrum,29,0.9696245272646431
OpenBMI,AIRM,session_specific,R,spectrum,30,0.90205949649520412
OpenBMI,AIRM,session_specific,R,spectrum,31,0.96191534423659086
OpenBMI,AIRM,session_specific,R,spectrum,32,0.97562585977338023
OpenBMI,AIRM,session_specific,R,spectrum,33,0.9494209241569489
OpenBMI,AIRM,session_specific,R,spectrum,34,0.97306458728569833
OpenBMI,AIRM,session_specific,R,spectrum,35,0.88353956027897762
OpenBMI,AIRM,session_specific,R,spectrum,36,0.91596101756930315
OpenBMI,AIRM,session_specific,R,spectrum,37,0.94852100156341135
OpenBMI,AIRM,session_specific,R,spectrum,38,0.71986926723136124
OpenBMI,AIRM,session_specific,R,spectrum,39,0.91941537655946393
OpenBMI,AIRM,session_specific,R,spectrum,40,0.96267660297264068
OpenBMI,AIRM,session_specific,R,spectrum,41,0.95793430522480916
OpenBMI,AIRM,session_specific,R,spectrum,42,0.91017774339996838
OpenBMI,AIRM,session_specific,R,spectrum,43,0.96532126878853486
OpenBMI,AIRM,session_specific,R,spectrum,44,0.96985099355486382
OpenBMI,AIRM,session_specific,R,spectrum,45,0.70090852020758643
OpenBMI,AIRM,session_specific,R,spectrum,46,0.95338497633230201
OpenBMI,AIRM,session_specific,R,spectrum,47,0.91125468742865667
OpenBMI,AIRM,session_specific,R,spectrum,48,0.77204332201567827
OpenBMI,AIRM,session_specific,R,spectrum,49,0.98277044682435966
OpenBMI,AIRM,session_specific,R,spectrum,50,0.83669375496111731
OpenBMI,AIRM,session_specific,R,spectrum,51,0.98694710230118954
OpenBMI,AIRM,session_specific,R,spectrum,52,0.89066367189382689
OpenBMI,AIRM,session_specific,R,spectrum,53,0.9716968502694634
OpenBMI,AIRM,session_specific,R,spectrum,54,0.4444862918231835
OpenBMI,AIRM,pooled_session,Z,sensor,1,0.18858730889991307
OpenBMI,AIRM,pooled_session,Z,sensor,2,0.079397939363473266
OpenBMI,AIRM,pooled_session,Z,sensor,3,0.60312207118168193
OpenBMI,AIRM,pooled_session,Z,sensor,4,0.35122055281030373
OpenBMI,AIRM,pooled_session,Z,sensor,5,0.44307136615091491
OpenBMI,AIRM,pooled_session,Z,sensor,6,0.4512303073357905
OpenBMI,AIRM,pooled_session,Z,sensor,7,0.16711884309612141
OpenBMI,AIRM,pooled_session,Z,sensor,8,-0.14447011792374234
OpenBMI,AIRM,pooled_session,Z,sensor,9,-0.044943257764873748
OpenBMI,AIRM,pooled_session,Z,sensor,10,0.74720130418757214
OpenBMI,AIRM,pooled_session,Z,sensor,11,0.41732920886897357
OpenBMI,AIRM,pooled_session,Z,sensor,12,-0.1125327885959104
OpenBMI,AIRM,pooled_session,Z,sensor,13,0.20969177078794329
OpenBMI,AIRM,pooled_session,Z,sensor,14,0.33342784686421578
OpenBMI,AIRM,pooled_session,Z,sensor,15,0.45987126960147956
OpenBMI,AIRM,pooled_session,Z,sensor,16,-0.60281914873296094
OpenBMI,AIRM,pooled_session,Z,sensor,17,0.3126431625501554
OpenBMI,AIRM,pooled_session,Z,sensor,18,0.45426063355534829
OpenBMI,AIRM,pooled_session,Z,sensor,19,0.1897506156330479
OpenBMI,AIRM,pooled_session,Z,sensor,20,0.07738498168803172
OpenBMI,AIRM,pooled_session,Z,sensor,21,0.69708201818348947
OpenBMI,AIRM,pooled_session,Z,sensor,22,0.46465107108109494
OpenBMI,AIRM,pooled_session,Z,sensor,23,0.42975686987870898
OpenBMI,AIRM,pooled_session,Z,sensor,24,0.44908539124732788
OpenBMI,AIRM,pooled_session,Z,sensor,25,0.6308723763498153
OpenBMI,AIRM,pooled_session,Z,sensor,26,-0.045608640165088997
OpenBMI,AIRM,pooled_session,Z,sensor,27,0.013846663020434705
OpenBMI,AIRM,pooled_session,Z,sensor,28,0.37330524966528283
OpenBMI,AIRM,pooled_session,Z,sensor,29,0.83514751868504289
OpenBMI,AIRM,pooled_session,Z,sensor,30,0.28229970363763041
OpenBMI,AIRM,pooled_session,Z,sensor,31,0.241648531040975
OpenBMI,AIRM,pooled_session,Z,sensor,32,0.80133208400823819
OpenBMI,AIRM,pooled_session,Z,sensor,33,0.67399708606150288
OpenBMI,AIRM,pooled_session,Z,sensor,34,0.49560345227274871
OpenBMI,AIRM,pooled_session,Z,sensor,35,0.29570953047309873
OpenBMI,AIRM,pooled_session,Z,sensor,36,0.82869200500868567
OpenBMI,AIRM,pooled_session,Z,sensor,37,0.60117104032545854
OpenBMI,AIRM,pooled_session,Z,sensor,38,0.24927913739596183
OpenBMI,AIRM,pooled_session,Z,sensor,39,0.018017101629252234
OpenBMI,AIRM,pooled_session,Z,sensor,40,0.47224644825857526
OpenBMI,AIRM,pooled_session,Z,sensor,41,0.4798193541159384
OpenBMI,AIRM,pooled_session,Z,sensor,42,0.50085642619484982
OpenBMI,AIRM,pooled_session,Z,sensor,43,0.27934336531459658
OpenBMI,AIRM,pooled_session,Z,sensor,44,0.79061751322471396
OpenBMI,AIRM,pooled_session,Z,sensor,45,0.296323695271621
OpenBMI,AIRM,pooled_session,Z,sensor,46,0.66299218745527211
OpenBMI,AIRM,pooled_session,Z,sensor,47,0.10193913892268562
OpenBMI,AIRM,pooled_session,Z,sensor,48,0.26550357626517479
OpenBMI,AIRM,pooled_session,Z,sensor,49,0.36346096364444874
OpenBMI,AIRM,pooled_session,Z,sensor,50,0.46702935457918876
OpenBMI,AIRM,pooled_session,Z,sensor,51,0.33887326253053168
OpenBMI,AIRM,pooled_session,Z,sensor,52,0.3613184782480246
OpenBMI,AIRM,pooled_session,Z,sensor,53,0.44785189875191861
OpenBMI,AIRM,pooled_session,Z,sensor,54,0.02297074534907758
OpenBMI,AIRM,pooled_session,Z,spectrum,1,0.75581257518589529
OpenBMI,AIRM,pooled_session,Z,spectrum,2,0.94866908841627262
OpenBMI,AIRM,pooled_session,Z,spectrum,3,0.82320493152018304
OpenBMI,AIRM,pooled_session,Z,spectrum,4,0.67077461438038433
OpenBMI,AIRM,pooled_session,Z,spectrum,5,0.98777858494741677
OpenBMI,AIRM,pooled_session,Z,spectrum,6,0.98725908103124549
OpenBMI,AIRM,pooled_session,Z,spectrum,7,0.98479216232190248
OpenBMI,AIRM,pooled_session,Z,spectrum,8,0.69453011276594168
OpenBMI,AIRM,pooled_session,Z,spectrum,9,0.54093284893749727
OpenBMI,AIRM,pooled_session,Z,spectrum,10,0.98643809260859017
OpenBMI,AIRM,pooled_session,Z,spectrum,11,0.89250401463295781
OpenBMI,AIRM,pooled_session,Z,spectrum,12,0.28954927532847835
OpenBMI,AIRM,pooled_session,Z,spectrum,13,0.6377021790728129
OpenBMI,AIRM,pooled_session,Z,spectrum,14,0.97951891370903355
OpenBMI,AIRM,pooled_session,Z,spectrum,15,0.98243325131760395
OpenBMI,AIRM,pooled_session,Z,spectrum,16,-0.044221777688493065
OpenBMI,AIRM,pooled_session,Z,spectrum,17,0.96393740713951392
OpenBMI,AIRM,pooled_session,Z,spectrum,18,0.91493138202563273
OpenBMI,AIRM,pooled_session,Z,spectrum,19,0.73924402417976876
OpenBMI,AIRM,pooled_session,Z,spectrum,20,0.93569577068238152
OpenBMI,AIRM,pooled_session,Z,spectrum,21,0.91365423405051871
OpenBMI,AIRM,pooled_session,Z,spectrum,22,0.90726711219528156
OpenBMI,AIRM,pooled_session,Z,spectrum,23,0.92348298218281899
OpenBMI,AIRM,pooled_session,Z,spectrum,24,0.96961602233009858
OpenBMI,AIRM,pooled_session,Z,spectrum,25,0.96987696040041627
OpenBMI,AIRM,pooled_session,Z,spectrum,26,0.37172661067435142
OpenBMI,AIRM,pooled_session,Z,spectrum,27,0.50035987326246456
OpenBMI,AIRM,pooled_session,Z,spectrum,28,0.79404394394627287
OpenBMI,AIRM,pooled_session,Z,spectrum,29,0.96807795722194079
OpenBMI,AIRM,pooled_session,Z,spectrum,30,0.88383594257892484
OpenBMI,AIRM,pooled_session,Z,spectrum,31,0.96485437647931094
OpenBMI,AIRM,pooled_session,Z,spectrum,32,0.97662327030429263
OpenBMI,AIRM,pooled_session,Z,spectrum,33,0.94424011323088097
OpenBMI,AIRM,pooled_session,Z,spectrum,34,0.97323491357822567
OpenBMI,AIRM,pooled_session,Z,spectrum,35,0.86553426802129207
OpenBMI,AIRM,pooled_session,Z,spectrum,36,0.92203580177865918
OpenBMI,AIRM,pooled_session,Z,spectrum,37,0.94450350412634176
OpenBMI,AIRM,pooled_session,Z,spectrum,38,0.77074233931561864
OpenBMI,AIRM,pooled_session,Z,spectrum,39,0.94222403561383683
OpenBMI,AIRM,pooled_session,Z,spectrum,40,0.97502605506998208
OpenBMI,AIRM,pooled_session,Z,spectrum,41,0.96590115020138401
OpenBMI,AIRM,pooled_session,Z,spectrum,42,0.89233918555450598
OpenBMI,AIRM,pooled_session,Z,spectrum,43,0.95882640479494485
OpenBMI,AIRM,pooled_session,Z,spectrum,44,0.96649596351294931
OpenBMI,AIRM,pooled_session,Z,spectrum,45,0.68873090771565904
OpenBMI,AIRM,pooled_session,Z,spectrum,46,0.96676246345646089
OpenBMI,AIRM,pooled_session,Z,spectrum,47,0.89401993620749431
OpenBMI,AIRM,pooled_session,Z,spectrum,48,0.75270531873334046
OpenBMI,AIRM,pooled_session,Z,spectrum,49,0.98555111665590023
OpenBMI,AIRM,pooled_session,Z,spectrum,50,0.81676284339306926
OpenBMI,AIRM,pooled_session,Z,spectrum,51,0.98408172627527146
OpenBMI,AIRM,pooled_session,Z,spectrum,52,0.86039281613159579
OpenBMI,AIRM,pooled_session,Z,spectrum,53,0.95984833798765745
OpenBMI,AIRM,pooled_session,Z,spectrum,54,0.48447936374221789
OpenBMI,AIRM,pooled_session,R,sensor,1,0.18858228107765496
OpenBMI,AIRM,pooled_session,R,sensor,2,0.079396664396639477
OpenBMI,AIRM,pooled_session,R,sensor,3,0.60310402373515293
OpenBMI,AIRM,pooled_session,R,sensor,4,0.35121924391603498
OpenBMI,AIRM,pooled_session,R,sensor,5,0.44305192491051759
OpenBMI,AIRM,pooled_session,R,sensor,6,0.45122002111494042
OpenBMI,AIRM,pooled_session,R,sensor,7,0.16709821202069852
OpenBMI,AIRM,pooled_session,R,sensor,8,-0.14445050456891759
OpenBMI,AIRM,pooled_session,R,sensor,9,-0.044936595031349919
OpenBMI,AIRM,pooled_session,R,sensor,10,0.74718578050837903
OpenBMI,AIRM,pooled_session,R,sensor,11,0.41732808846621144
OpenBMI,AIRM,pooled_session,R,sensor,12,-0.11252756046559674
OpenBMI,AIRM,pooled_session,R,sensor,13,0.20968461783337911
OpenBMI,AIRM,pooled_session,R,sensor,14,0.33342170540008426
OpenBMI,AIRM,pooled_session,R,sensor,15,0.45985870828108183
OpenBMI,AIRM,pooled_session,R,sensor,16,-0.60280856824587115
OpenBMI,AIRM,pooled_session,R,sensor,17,0.31263618515481545
OpenBMI,AIRM,pooled_session,R,sensor,18,0.45423690412380135
OpenBMI,AIRM,pooled_session,R,sensor,19,0.18974717100571695
OpenBMI,AIRM,pooled_session,R,sensor,20,0.077383827871251379
OpenBMI,AIRM,pooled_session,R,sensor,21,0.69705391504807557
OpenBMI,AIRM,pooled_session,R,sensor,22,0.46464311610275566
OpenBMI,AIRM,pooled_session,R,sensor,23,0.42973092173586908
OpenBMI,AIRM,pooled_session,R,sensor,24,0.44908043303580208
OpenBMI,AIRM,pooled_session,R,sensor,25,0.63085851486582523
OpenBMI,AIRM,pooled_session,R,sensor,26,-0.045606482398482855
OpenBMI,AIRM,pooled_session,R,sensor,27,0.013847310861418726
OpenBMI,AIRM,pooled_session,R,sensor,28,0.37329462179477607
OpenBMI,AIRM,pooled_session,R,sensor,29,0.83512446360801884
OpenBMI,AIRM,pooled_session,R,sensor,30,0.28228908824669902
OpenBMI,AIRM,pooled_session,R,sensor,31,0.24164787126242834
OpenBMI,AIRM,pooled_session,R,sensor,32,0.80131122925776455
OpenBMI,AIRM,pooled_session,R,sensor,33,0.67395424902641676
OpenBMI,AIRM,pooled_session,R,sensor,34,0.49557842466530611
OpenBMI,AIRM,pooled_session,R,sensor,35,0.29570915810703408
OpenBMI,AIRM,pooled_session,R,sensor,36,0.82866738462916845
OpenBMI,AIRM,pooled_session,R,sensor,37,0.60113771442669517
OpenBMI,AIRM,pooled_session,R,sensor,38,0.24927789018927457
OpenBMI,AIRM,pooled_session,R,sensor,39,0.01801830960209707
OpenBMI,AIRM,pooled_session,R,sensor,40,0.47224092105739124
OpenBMI,AIRM,pooled_session,R,sensor,41,0.47981438970618839
OpenBMI,AIRM,pooled_session,R,sensor,42,0.50084958979498084
OpenBMI,AIRM,pooled_session,R,sensor,43,0.27933881056766158
OpenBMI,AIRM,pooled_session,R,sensor,44,0.79057537326788041
OpenBMI,AIRM,pooled_session,R,sensor,45,0.29631050419002802
OpenBMI,AIRM,pooled_session,R,sensor,46,0.6629750642722515
OpenBMI,AIRM,pooled_session,R,sensor,47,0.10194059738751556
OpenBMI,AIRM,pooled_session,R,sensor,48,0.26549809316372919
OpenBMI,AIRM,pooled_session,R,sensor,49,0.36344924168239795
OpenBMI,AIRM,pooled_session,R,sensor,50,0.46702512348038183
OpenBMI,AIRM,pooled_session,R,sensor,51,0.33886552677775861
OpenBMI,AIRM,pooled_session,R,sensor,52,0.36131007619216682
OpenBMI,AIRM,pooled_session,R,sensor,53,0.4478420828344255
OpenBMI,AIRM,pooled_session,R,sensor,54,0.022970393941873418
OpenBMI,AIRM,pooled_session,R,spectrum,1,0.75582576916325128
OpenBMI,AIRM,pooled_session,R,spectrum,2,0.94867222145326724
OpenBMI,AIRM,pooled_session,R,spectrum,3,0.82321018691277759
OpenBMI,AIRM,pooled_session,R,spectrum,4,0.67077678269101559
OpenBMI,AIRM,pooled_session,R,spectrum,5,0.98777549617641436
OpenBMI,AIRM,pooled_session,R,spectrum,6,0.98725744207616462
OpenBMI,AIRM,pooled_session,R,spectrum,7,0.98479095916136394
OpenBMI,AIRM,pooled_session,R,spectrum,8,0.69462017727153746
OpenBMI,AIRM,pooled_session,R,spectrum,9,0.54094772232580957
OpenBMI,AIRM,pooled_session,R,spectrum,10,0.98643425947393182
OpenBMI,AIRM,pooled_session,R,spectrum,11,0.89250430373603529
OpenBMI,AIRM,pooled_session,R,spectrum,12,0.289557676254797
OpenBMI,AIRM,pooled_session,R,spectrum,13,0.637717881463436
OpenBMI,AIRM,pooled_session,R,spectrum,14,0.97951739047267039
