dataset,geometry,template,object,signature,subject,same_subject_cross_session_cosine
OpenBMI,LE,pooled_session,R,sensor,50,0.43972085884514628
OpenBMI,LE,pooled_session,R,sensor,51,0.32997142366956078
OpenBMI,LE,pooled_session,R,sensor,52,0.30839136802211908
OpenBMI,LE,pooled_session,R,sensor,53,0.41390562358608551
OpenBMI,LE,pooled_session,R,sensor,54,-0.048120458483620475
OpenBMI,LE,pooled_session,R,spectrum,1,0.69392925622794244
OpenBMI,LE,pooled_session,R,spectrum,2,0.94704479559507049
OpenBMI,LE,pooled_session,R,spectrum,3,0.79245387014004498
OpenBMI,LE,pooled_session,R,spectrum,4,0.61987339637204053
OpenBMI,LE,pooled_session,R,spectrum,5,0.9874024079635032
OpenBMI,LE,pooled_session,R,spectrum,6,0.98943761887922577
OpenBMI,LE,pooled_session,R,spectrum,7,0.96962727605068799
OpenBMI,LE,pooled_session,R,spectrum,8,0.64467346464149189
OpenBMI,LE,pooled_session,R,spectrum,9,0.44177362695317535
OpenBMI,LE,pooled_session,R,spectrum,10,0.98435859382375723
OpenBMI,LE,pooled_session,R,spectrum,11,0.86062042667148808
OpenBMI,LE,pooled_session,R,spectrum,12,0.1430064035735974
OpenBMI,LE,pooled_session,R,spectrum,13,0.55419249134365201
OpenBMI,LE,pooled_session,R,spectrum,14,0.9792233403597751
OpenBMI,LE,pooled_session,R,spectrum,15,0.98108910559876106
OpenBMI,LE,pooled_session,R,spectrum,16,-0.15494605705752465
OpenBMI,LE,pooled_session,R,spectrum,17,0.9626119552480531
OpenBMI,LE,pooled_session,R,spectrum,18,0.89419449350451063
OpenBMI,LE,pooled_session,R,spectrum,19,0.68422624558895295
OpenBMI,LE,pooled_session,R,spectrum,20,0.91440268482422216
OpenBMI,LE,pooled_session,R,spectrum,21,0.8866127177231351
OpenBMI,LE,pooled_session,R,spectrum,22,0.87925627148499164
OpenBMI,LE,pooled_session,R,spectrum,23,0.89627595052431697
OpenBMI,LE,pooled_session,R,spectrum,24,0.97123237107017246
OpenBMI,LE,pooled_session,R,spectrum,25,0.96392143207346759
OpenBMI,LE,pooled_session,R,spectrum,26,0.29544944840976362
OpenBMI,LE,pooled_session,R,spectrum,27,0.41129456535063053
OpenBMI,LE,pooled_session,R,spectrum,28,0.75602155328247911
OpenBMI,LE,pooled_session,R,spectrum,29,0.96911785420108265
OpenBMI,LE,pooled_session,R,spectrum,30,0.87273133115501011
OpenBMI,LE,pooled_session,R,spectrum,31,0.97820538323037465
OpenBMI,LE,pooled_session,R,spectrum,32,0.9799526066588049
OpenBMI,LE,pooled_session,R,spectrum,33,0.93828438732089625
OpenBMI,LE,pooled_session,R,spectrum,34,0.96275880208123421
OpenBMI,LE,pooled_session,R,spectrum,35,0.82767467025104768
OpenBMI,LE,pooled_session,R,spectrum,36,0.90797523845787964
OpenBMI,LE,pooled_session,R,spectrum,37,0.95040357009146315
OpenBMI,LE,pooled_session,R,spectrum,38,0.71613935999355116
OpenBMI,LE,pooled_session,R,spectrum,39,0.94139881186840535
OpenBMI,LE,pooled_session,R,spectrum,40,0.97575884953586312
OpenBMI,LE,pooled_session,R,spectrum,41,0.96920825172875003
OpenBMI,LE,pooled_session,R,spectrum,42,0.90052752104642708
OpenBMI,LE,pooled_session,R,spectrum,43,0.96110665216849422
OpenBMI,LE,pooled_session,R,spectrum,44,0.95520701257317475
OpenBMI,LE,pooled_session,R,spectrum,45,0.61939214868332582
OpenBMI,LE,pooled_session,R,spectrum,46,0.96504750718180621
OpenBMI,LE,pooled_session,R,spectrum,47,0.88305017357237914
OpenBMI,LE,pooled_session,R,spectrum,48,0.72066608406097366
OpenBMI,LE,pooled_session,R,spectrum,49,0.97649284450042273
OpenBMI,LE,pooled_session,R,spectrum,50,0.79989798465978557
OpenBMI,LE,pooled_session,R,spectrum,51,0.98215350748618413
OpenBMI,LE,pooled_session,R,spectrum,52,0.82555249786095097
OpenBMI,LE,pooled_session,R,spectrum,53,0.95935749586999342
OpenBMI,LE,pooled_session,R,spectrum,54,0.40313514999351613
