subject,pair,anchor_class,a,b,c,d,S_sc,C_sc,J_sc
8,LF,left_hand,0.5216673373454997,0.6305976752365365,0.6975230138236216,1.5265559042826973,0.17585567647812184,0.10893033789103679,-0.720102552568039
8,LF,feet,0.4059256849591433,0.4582135387013327,0.7578040770643767,0.5099690842078456,0.3518783921052334,0.052287853742189416,0.30012284659872057
9,LF,left_hand,0.6527890588649328,2.3736826153811044,1.7583194744864596,3.565983703934484,1.1055304156215269,1.7208935565161716,-0.08677067293185292
9,LF,feet,0.5938232711758638,1.134248064039287,1.3182227297079891,0.6298134604243535,0.7243994585321254,0.5404247928634232,1.2288340621470586
1,LT,left_hand,0.21234053268760822,1.174484286295327,0.4174313333074949,0.9021327716523583,0.20509080061988666,0.9621437536077189,0.4774423152628554
1,LT,tongue,0.3033856670645641,1.3377077692556176,0.43860660223760317,1.5219332678746715,0.13522093517303907,1.0343221021910536,-0.04900456344601478
2,LT,left_hand,0.19881457831293944,0.20487327939137034,1.8507729750211104,0.45216349656255544,1.651958396708171,0.0060587010784309,1.404668179536986
2,LT,tongue,0.23106048347024633,0.196023135258994,0.4560142038103659,2.013990719966382,0.22495372034011957,-0.03503734821125232,-1.5930138643672682
3,LT,left_hand,0.20756697686586842,1.09916479480064,0.517949712103549,0.7609843303277521,0.31038273523768056,0.8915978179347716,0.6485631997105685
3,LT,tongue,0.2780143626273433,0.9275690778204921,0.4922853776007584,1.6449377362961417,0.2142710149734151,0.6495547151931489,-0.5030976435022345
4,LT,left_hand,0.5450316145448901,0.34901951979879664,1.077720399706816,0.34076860455045666,0.532688785161926,-0.1960120947460935,0.540939700410266
4,LT,tongue,0.2354554023552173,0.8966559316368018,0.41446169481673834,1.672376058876511,0.17900629246152103,0.6612005292815845,-0.5967138347781884
5,LT,left_hand,0.1822898907703512,0.4214501851060566,0.3818682291296087,0.9080100574790801,0.1995783383592575,0.23916029433570538,-0.286981534013766
5,LT,tongue,0.22277295190950375,0.2436827965263616,0.42947930373905274,0.6087810403714591,0.206706351829549,0.020909844616857853,-0.15839189201554849
6,LT,left_hand,0.35539222704097606,0.41250787790117693,0.4738568872575135,0.9335223697317143,0.11846466021653745,0.05711565086020087,-0.40254983161399993
6,LT,tongue,0.4857757044624469,0.30775879885454105,0.6240118455787407,0.6739979489560672,0.1382361411162938,-0.17801690560790584,-0.2280030089852324
7,LT,left_hand,0.2933591035216309,0.5782833982490958,0.4618308184265999,0.8299667206322748,0.16847171490496898,0.2849242947274649,-0.08321160747821021
7,LT,tongue,0.332545539415925,0.7447758046824536,0.49626477760109955,0.8459030714875995,0.16371923818517453,0.4122302652665286,0.06259197138002881
8,LT,left_hand,0.5216673373454997,1.8972175190825875,0.6975230138236216,1.9829132944587886,0.17585567647812184,1.3755501817370877,0.09015990110192074
8,LT,tongue,0.42355541105945427,0.96146295921079,0.5320377223377359,1.0362648207593437,0.10848231127828167,0.5379075481513357,0.03368044972972806
9,LT,left_hand,0.6527890588649328,5.321978135680609,1.7583194744864596,4.169815020692015,1.1055304156215269,4.669189076815676,2.257693530610121
9,LT,tongue,0.38931450599410544,8.776755093074597,0.7066760678186932,1.4532066729472652,0.31736156182458775,8.38744058708049,7.640909981951918
1,RF,right_hand,0.21626828546240903,0.776076341667171,0.42502385214322075,0.6811053881167738,0.20875556668081172,0.5598080562047619,0.30372652023120894
1,RF,feet,0.3376604254476029,1.1615012527344382,0.5311654972364117,0.5965364266681511,0.19350507178880882,0.8238408272868353,0.7584698978550958
2,RF,right_hand,0.25342516964575157,0.43633636254140534,1.116916540140137,0.7688432069892702,0.8634913704943855,0.18291119289565377,0.5309845260465206
2,RF,feet,0.23298471218000266,0.29517582583481894,0.9148979533889495,1.3511977090361253,0.6819132412089468,0.06219111365481628,-0.3741086419923594
3,RF,right_hand,0.24831873117406286,0.651842857630839,0.49756902424389765,0.694236243577699,0.2492502930698348,0.40352412645677616,0.2068569071229749
3,RF,feet,0.36858647598129357,0.39602160174903156,0.5554233941346612,0.5085807131456155,0.18683691815336767,0.02743512576773799,0.07427780675678375
4,RF,right_hand,0.3661732073018663,0.3670524758686756,0.7337624229181756,0.5848072431291003,0.3675892156163093,0.0008792685668093103,0.14983444835588478
4,RF,feet,0.38751133151696693,0.36080005585765196,0.4772581698440209,0.5461205297613405,0.08974683832705399,-0.02671127565931497,-0.09557363557663456
5,RF,right_hand,0.3191259587396799,0.3158671346184936,0.3372607130198989,0.4653039309938206,0.01813475428021899,-0.0032588241211863322,-0.13130204209510804
5,RF,feet,0.18216088061762017,0.2261449502091534,0.46176141774263213,0.35260078470167044,0.279600537125012,0.043984069591533226,0.1531447026324949
6,RF,right_hand,0.3406970636060349,0.346982209299395,0.4109419214330058,0.46281472917566147,0.07024485782697087,0.0062851456933600836,-0.04558766204929565
6,RF,feet,0.3117843455615918,0.5563178264444371,0.5891478787919906,0.6755428674689585,0.2773635332303988,0.24453348088284527,0.15813849220587728
7,RF,right_hand,0.34720896241163435,0.6123798137728287,0.5359466543340307,0.7335449429886159,0.1887376919223963,0.26517085136119434,0.06757256270660916
7,RF,feet,0.47468156310202086,0.3115303076831288,0.564314577778217,0.45650907021271747,0.08963301467619617,-0.16315125541889208,-0.05534574785339247
8,RF,right_hand,0.29885618679337506,0.4943491308314425,0.6420591964305173,1.1092421272023065,0.3432030096371423,0.19549294403806744,-0.2716899867337217
8,RF,feet,0.4059256849591433,0.37567969838677157,0.7578040770643767,0.4707491443885615,0.3518783921052334,-0.030245986572371708,0.2568089461034434
9,RF,right_hand,0.7781925407358559,0.7221762485578858,0.5675520647019141,0.8124490975225025,-0.21064047603394176,-0.056016292177970106,-0.3009133249985585
9,RF,feet,0.5938232711758638,0.8926710210148012,1.3182227297079891,0.7033242662724724,0.7243994585321254,0.29884774983893747,0.913746213274454
1,RT,right_hand,0.21626828546240903,1.0788558914334703,0.42502385214322075,0.9328273505058272,0.20875556668081172,0.8625876059710612,0.3547841076084549
1,RT,tongue,0.3033856670645641,1.462081017916554,0.43860660223760317,0.7583932409709178,0.13522093517303907,1.15869535085199,0.8389087121186753
2,RT,right_hand,0.25342516964575157,0.20887379375761284,1.116916540140137,0.4956240020259275,0.8634913704943855,-0.04455137588813873,0.5767411622260707
2,RT,tongue,0.23106048347024633,0.23215192422315983,0.4560142038103659,1.0756738242928128,0.22495372034011957,0.0010914407529135084,-0.6185681797295334
3,RT,right_hand,0.24831873117406286,1.1443684358678385,0.49756902424389765,0.8016825253906915,0.2492502930698348,0.8960497046937757,0.5919362035469818
3,RT,tongue,0.2780143626273433,1.140425914646655,0.4922853776007584,0.8728830518858139,0.2142710149734151,0.8624115520193119,0.4818138777342562
4,RT,right_hand,0.3661732073018663,0.46139526349495913,0.7337624229181756,0.40212146175331953,0.3675892156163093,0.09522205619309282,0.42686301735794896
4,RT,tongue,0.2354554023552173,0.6731043048949215,0.41446169481673834,0.9565504885644003,0.17900629246152103,0.4376489025397041,-0.10443989120795782
5,RT,right_hand,0.3191259587396799,0.2929974259964476,0.3372607130198989,0.5892647283101751,0.01813475428021899,-0.02612853274323229,-0.27813254803350845
5,RT,tongue,0.22277295190950375,0.340818506080337,0.42947930373905274,0.4029416890809877,0.206706351829549,0.11804555417083323,0.14458316882889832
6,RT,right_hand,0.3406970636060349,0.37585407570120183,0.4109419214330058,0.4774353742434612,0.07024485782697087,0.03515701209516692,-0.03133644071528857
6,RT,tongue,0.4857757044624469,0.41645246294264016,0.6240118455787407,0.5129615355147426,0.1382361411162938,-0.06932324151980673,0.0417270685441915
7,RT,right_hand,0.34720896241163435,0.5519276884341937,0.5359466543340307,0.8571686034745989,0.1887376919223963,0.20471872602255936,-0.11650322311800898
7,RT,tongue,0.332545539415925,0.5988429293221605,0.49626477760109955,0.5505485453657645,0.16371923818517453,0.2662973899062355,0.2120136221415705
8,RT,right_hand,0.29885618679337506,1.379188668469911,0.6420591964305173,1.4807677746890664,0.3432030096371423,1.080332481676536,0.241623903417987
8,RT,tongue,0.42355541105945427,0.6230447687512515,0.5320377223377359,0.5911578014758818,0.10848231127828167,0.1994893576917972,0.14036927855365133
9,RT,right_hand,0.7781925407358559,1.4656397303571136,0.5675520647019141,1.007226286681939,-0.21064047603394176,0.6874471896212577,0.24777296764123302
9,RT,tongue,0.38931450599410544,0.8979420209989184,0.7066760678186932,1.4391355135737287,0.31736156182458775,0.508627515004813,-0.22383193075022256
1,FT,feet,0.3376604254476029,0.27660684213343567,0.5311654972364117,0.44662065674324575,0.19350507178880882,-0.061053583314167215,0.023491257178998748
1,FT,tongue,0.3033856670645641,0.2809895170454551,0.43860660223760317,0.6518955232946361,0.13522093517303907,-0.022396150019108996,-0.23568507107614195
2,FT,feet,0.23298471218000266,0.24878156873051827,0.9148979533889495,0.5469910797004502,0.6819132412089468,0.015796856550515603,0.38370373023901494
2,FT,tongue,0.23106048347024633,0.2609749745102128,0.4560142038103659,0.719821933850405,0.22495372034011957,0.029914491039966462,-0.23389323900007275
3,FT,feet,0.36858647598129357,0.6597732962588952,0.5554233941346612,0.5666312445990749,0.18683691815336767,0.2911868202776017,0.27997896981318804
3,FT,tongue,0.2780143626273433,0.31123595731292386,0.4922853776007584,0.7170053207223681,0.2142710149734151,0.03322159468558056,-0.1914983484360291
4,FT,feet,0.38751133151696693,0.44621493851450245,0.4772581698440209,0.38510947210384794,0.08974683832705399,0.05870360699753552,0.1508523047377085
4,FT,tongue,0.2354554023552173,0.23828915075022403,0.41446169481673834,0.7324125369785668,0.17900629246152103,0.002833748395006719,-0.31511709376682173
5,FT,feet,0.18216088061762017,0.23511310198584676,0.46176141774263213,0.5062829432549562,0.279600537125012,0.05295222136822658,0.008430695855902615
5,FT,tongue,0.22277295190950375,0.24523054629061586,0.42947930373905274,0.43786467630541326,0.206706351829549,0.02245759438111211,0.014072221814751651
6,FT,feet,0.3117843455615918,0.68885013755618,0.5891478787919906,0.4398349013257157,0.2773635332303988,0.3770657919945882,0.526378769460863
6,FT,tongue,0.4857757044624469,0.40141022888997874,0.6240118455787407,0.5844706248320461,0.1382361411162938,-0.08436547557246815,-0.04482425482577357
7,FT,feet,0.47468156310202086,0.4100080467035926,0.564314577778217,0.6180602309418992,0.08963301467619617,-0.06467351639842828,-0.11841916956211046
7,FT,tongue,0.332545539415925,0.6065669350314747,0.49626477760109955,0.5120853255369138,0.16371923818517453,0.2740213956155497,0.2582008476797356
8,FT,feet,0.4059256849591433,0.9728814500298977,0.7578040770643767,1.0166857842627948,0.3518783921052334,0.5669557650707544,0.3080740578723362
8,FT,tongue,0.42355541105945427,0.44368882962740325,0.5320377223377359,0.5229983386275994,0.10848231127828167,0.02013341856794898,0.029172802278085608
9,FT,feet,0.5938232711758638,2.1845560408400084,1.3182227297079891,1.6896854901756393,0.7243994585321254,1.5907327696641447,1.2192700091964943
9,FT,tongue,0.38931450599410544,2.353210843321038,0.7066760678186932,0.8752046492058101,0.31736156182458775,1.9638963373269327,1.7953677559398158
