matrix,outer_label,row,column,value
G,S9,F,L,1.7539653397101955
G,S9,F,R,0.8074236347863435
G,S9,F,F,0.5938232711758638
G,S9,F,T,2.268883442080523
G,S9,T,L,7.049366614377602
G,S9,T,R,1.181790875678016
G,S9,T,F,2.268883442080523
G,S9,T,T,0.38931450599410544
delta_G,S1,L,L,0.0
delta_G,S1,L,R,0.043074478814774386
delta_G,S1,L,F,0.6313273066070793
delta_G,S1,L,T,0.9982329278993863
delta_G,S1,R,L,0.043074478814774386
delta_G,S1,R,R,0.0
delta_G,S1,R,F,0.6918244417457986
delta_G,S1,R,T,1.0106414784115254
delta_G,S1,F,L,0.6313273066070793
delta_G,S1,F,R,0.6918244417457986
delta_G,S1,F,F,0.0
delta_G,S1,F,T,-0.041724866666638105
delta_G,S1,T,L,0.9982329278993863
delta_G,S1,T,R,1.0106414784115254
delta_G,S1,T,F,-0.041724866666638105
delta_G,S1,T,T,0.0
delta_G,S2,L,L,0.0
delta_G,S2,L,R,0.021826943895016215
delta_G,S2,L,F,0.07258089935484774
delta_G,S2,L,T,-0.014489323566410722
delta_G,S2,R,L,0.021826943895016215
delta_G,S2,R,R,0.0
delta_G,S2,R,F,0.12255115327523505
delta_G,S2,R,T,-0.021729967567612613
delta_G,S2,F,L,0.07258089935484774
delta_G,S2,F,R,0.12255115327523505
delta_G,S2,F,F,0.0
delta_G,S2,F,T,0.022855673795241033
delta_G,S2,T,L,-0.014489323566410722
delta_G,S2,T,R,-0.021729967567612613
delta_G,S2,T,F,0.022855673795241033
delta_G,S2,T,T,0.0
delta_G,S3,L,L,0.0
delta_G,S3,L,R,0.035871851575781294
delta_G,S3,L,F,0.18687293281242662
delta_G,S3,L,T,0.7705762665639602
delta_G,S3,R,L,0.035871851575781294
delta_G,S3,R,R,0.0
delta_G,S3,R,F,0.21547962611225713
delta_G,S3,R,T,0.8792306283565438
delta_G,S3,F,L,0.18687293281242662
delta_G,S3,F,R,0.21547962611225713
delta_G,S3,F,F,0.0
delta_G,S3,F,T,0.16220420748159114
delta_G,S3,T,L,0.7705762665639602
delta_G,S3,T,R,0.8792306283565438
delta_G,S3,T,F,0.16220420748159114
delta_G,S3,T,T,0.0
delta_G,S4,L,L,0.0
delta_G,S4,L,R,0.024379611574627147
delta_G,S4,L,F,-0.0779193178391221
delta_G,S4,L,T,0.23259421726774554
delta_G,S4,R,L,0.024379611574627147
delta_G,S4,R,R,0.0
delta_G,S4,R,F,-0.01291600354625283
delta_G,S4,R,T,0.2664354793663985
delta_G,S4,F,L,-0.0779193178391221
delta_G,S4,F,R,-0.01291600354625283
delta_G,S4,F,F,0.0
delta_G,S4,F,T,0.03076867769627112
delta_G,S4,T,L,0.23259421726774554
delta_G,S4,T,R,0.2664354793663985
delta_G,S4,T,F,0.03076867769627112
delta_G,S4,T,T,0.0
delta_G,S5,L,L,0.0
delta_G,S5,L,R,0.006364050387924147
delta_G,S5,L,F,0.10774438895473434
delta_G,S5,L,T,0.13003506947628163
delta_G,S5,R,L,0.006364050387924147
delta_G,S5,R,R,0.0
delta_G,S5,R,F,0.02036262273517342
delta_G,S5,R,T,0.04595851071380053
delta_G,S5,F,L,0.10774438895473434
delta_G,S5,F,R,0.02036262273517342
delta_G,S5,F,F,0.0
delta_G,S5,F,T,0.03770490787466935
delta_G,S5,T,L,0.13003506947628163
delta_G,S5,T,R,0.04595851071380053
delta_G,S5,T,F,0.03770490787466935
delta_G,S5,T,T,0.0
delta_G,S6,L,L,0.0
delta_G,S6,L,R,-0.02856677098267052
delta_G,S6,L,F,0.1867273056848393
delta_G,S6,L,T,-0.060450627373852484
delta_G,S6,R,L,-0.02856677098267052
delta_G,S6,R,R,0.0
delta_G,S6,R,F,0.12540931328810268
delta_G,S6,R,T,-0.017083114712319936
delta_G,S6,F,L,0.1867273056848393
delta_G,S6,F,R,0.12540931328810268
delta_G,S6,F,F,0.0
delta_G,S6,F,T,0.14635015821106
delta_G,S6,T,L,-0.060450627373852484
delta_G,S6,T,R,-0.017083114712319936
delta_G,S6,T,F,0.14635015821106
delta_G,S6,T,T,0.0
delta_G,S7,L,L,0.0
delta_G,S7,L,R,-0.05167536182632859
delta_G,S7,L,F,0.021148415879650495
delta_G,S7,L,T,0.34857727999699684
delta_G,S7,R,L,-0.05167536182632859
delta_G,S7,R,R,0.0
delta_G,S7,R,F,0.05100979797115113
delta_G,S7,R,T,0.2355080579643974
delta_G,S7,F,L,0.021148415879650495
delta_G,S7,F,R,0.05100979797115113
delta_G,S7,F,F,0.0
delta_G,S7,F,T,0.10467393960856075
delta_G,S7,T,L,0.34857727999699684
delta_G,S7,T,R,0.2355080579643974
delta_G,S7,T,F,0.10467393960856075
delta_G,S7,T,T,0.0
delta_G,S8,L,L,0.0
delta_G,S8,L,R,-0.01210790847119525
delta_G,S8,L,F,0.08060909581661307
delta_G,S8,L,T,0.9567288649442117
delta_G,S8,R,L,-0.01210790847119525
delta_G,S8,R,R,0.0
delta_G,S8,R,F,0.08262347873284792
delta_G,S8,R,T,0.6399109196841667
delta_G,S8,F,L,0.08060909581661307
delta_G,S8,F,R,0.08262347873284792
delta_G,S8,F,F,0.0
delta_G,S8,F,T,0.2935445918193517
delta_G,S8,T,L,0.9567288649442117
delta_G,S8,T,R,0.6399109196841667
delta_G,S8,T,F,0.2935445918193517
delta_G,S8,T,T,0.0
delta_G,S9,L,L,0.0
delta_G,S9,L,R,1.3699174834899215
delta_G,S9,L,F,1.1306591746897974
delta_G,S9,L,T,6.528314831948083
delta_G,S9,R,L,1.3699174834899215
delta_G,S9,R,R,0.0
delta_G,S9,R,F,0.12141572883048368
delta_G,S9,R,T,0.5980373523130353
delta_G,S9,F,L,1.1306591746897974
delta_G,S9,F,R,0.12141572883048368
delta_G,S9,F,F,0.0
delta_G,S9,F,T,1.7773145534955384
delta_G,S9,T,L,6.528314831948083
delta_G,S9,T,R,0.5980373523130353
delta_G,S9,T,F,1.7773145534955384
delta_G,S9,T,T,0.0
H,L,S1,S1,0.21234053268760822
H,L,S1,S2,1.144305396663646
H,L,S1,S3,0.35916930059852176
H,L,S1,S4,0.5642760413757069
H,L,S1,S5,0.25754531352699556
H,L,S1,S6,0.35559405093728097
H,L,S1,S7,0.27300256214878693
H,L,S1,S8,0.41063192025743467
H,L,S1,S9,0.9040268469345203
H,L,S2,S1,1.144305396663646
H,L,S2,S2,0.19881457831293944
H,L,S2,S3,0.9110939353538693
H,L,S2,S4,0.5390541863709608
H,L,S2,S5,0.6749298330256077
H,L,S2,S6,0.6869640846048288
H,L,S2,S7,1.0394871682776308
H,L,S2,S8,1.6386439490784583
H,L,S2,S9,5.483003772878585
H,L,S3,S1,0.35916930059852176
H,L,S3,S2,0.9110939353538693
H,L,S3,S3,0.20756697686586842
H,L,S3,S4,0.45997818226331855
H,L,S3,S5,0.22487838001546823
H,L,S3,S6,0.3122156051219087
H,L,S3,S7,0.31589735871794633
H,L,S3,S8,0.5026403083626486
H,L,S3,S9,1.6761192892936465
H,L,S4,S1,0.5642760413757069
H,L,S4,S2,0.5390541863709608
H,L,S4,S3,0.45997818226331855
H,L,S4,S4,0.5450316145448901
H,L,S4,S5,0.30361839892188264
H,L,S4,S6,0.3658388221990665
H,L,S4,S7,0.5146752116026532
H,L,S4,S8,0.6572694112280795
H,L,S4,S9,2.818953788386137
H,L,S5,S1,0.25754531352699556
H,L,S5,S2,0.6749298330256077
H,L,S5,S3,0.22487838001546823
H,L,S5,S4,0.30361839892188264
H,L,S5,S5,0.1822898907703512
H,L,S5,S6,0.29649417002064604
H,L,S5,S7,0.2312458787934757
H,L,S5,S8,0.34427213585263716
H,L,S5,S9,0.9358632982649862
H,L,S6,S1,0.35559405093728097
H,L,S6,S2,0.6869640846048288
H,L,S6,S3,0.3122156051219087
H,L,S6,S4,0.3658388221990665
H,L,S6,S5,0.29649417002064604
H,L,S6,S6,0.35539222704097606
H,L,S6,S7,0.32563763193916295
H,L,S6,S8,0.6136144407292239
H,L,S6,S9,1.4683810286901124
H,L,S7,S1,0.27300256214878693
H,L,S7,S2,1.0394871682776308
H,L,S7,S3,0.31589735871794633
H,L,S7,S4,0.5146752116026532
H,L,S7,S5,0.2312458787934757
H,L,S7,S6,0.32563763193916295
H,L,S7,S7,0.2933591035216309
H,L,S7,S8,0.4674812374905306
H,L,S7,S9,1.444683296541123
H,L,S8,S1,0.41063192025743467
H,L,S8,S2,1.6386439490784583
H,L,S8,S3,0.5026403083626486
H,L,S8,S4,0.6572694112280795
H,L,S8,S5,0.34427213585263716
H,L,S8,S6,0.6136144407292239
H,L,S8,S7,0.4674812374905306
H,L,S8,S8,0.5216673373454997
H,L,S8,S9,1.0276051365836079
H,L,S9,S1,0.9040268469345203
H,L,S9,S2,5.483003772878585
H,L,S9,S3,1.6761192892936465
H,L,S9,S4,2.818953788386137
H,L,S9,S5,0.9358632982649862
H,L,S9,S6,1.4683810286901124
H,L,S9,S7,1.444683296541123
H,L,S9,S8,1.0276051365836079
H,L,S9,S9,0.6527890588649328
H,R,S1,S1,0.21626828546240903
H,R,S1,S2,1.4039238322861658
H,R,S1,S3,0.3656031381974671
H,R,S1,S4,0.8799517724893474
H,R,S1,S5,0.29541380935992945
H,R,S1,S6,0.41238855634799865
H,R,S1,S7,0.30415241875510335
H,R,S1,S8,0.3071200142236762
H,R,S1,S9,0.46502962140535153
H,R,S2,S1,1.4039238322861658
H,R,S2,S2,0.25342516964575157
H,R,S2,S3,1.1342069891327238
H,R,S2,S4,0.4456666620479971
H,R,S2,S5,0.5409573894751714
H,R,S2,S6,0.700446633198111
H,R,S2,S7,1.140892387818937
H,R,S2,S8,1.2397856865378594
H,R,S2,S9,0.944301642552955
H,R,S3,S1,0.3656031381974671
H,R,S3,S2,1.1342069891327238
H,R,S3,S3,0.24831873117406286
H,R,S3,S4,0.6412279846415541
H,R,S3,S5,0.3707538900570078
H,R,S3,S6,0.3776327479885067
H,R,S3,S7,0.36015641837812906
H,R,S3,S8,0.4056978817138781
H,R,S3,S9,0.5188886853804157
H,R,S4,S1,0.8799517724893474
H,R,S4,S2,0.4456666620479971
H,R,S4,S3,0.6412279846415541
H,R,S4,S4,0.3661732073018663
H,R,S4,S5,0.41821835632279863
H,R,S4,S6,0.5356559491880026
H,R,S4,S7,0.6983802871589952
H,R,S4,S8,0.8455527685243165
H,R,S4,S9,0.6725826967019495
H,R,S5,S1,0.29541380935992945
H,R,S5,S2,0.5409573894751714
H,R,S5,S3,0.3707538900570078
H,R,S5,S4,0.41821835632279863
H,R,S5,S5,0.3191259587396799
H,R,S5,S6,0.3420718818602478
H,R,S5,S7,0.38396837241709625
H,R,S5,S8,0.3943116139818953
H,R,S5,S9,0.5134693087479423
H,R,S6,S1,0.41238855634799865
H,R,S6,S2,0.700446633198111
H,R,S6,S3,0.3776327479885067
H,R,S6,S4,0.5356559491880026
H,R,S6,S5,0.3420718818602478
H,R,S6,S6,0.3406970636060349
H,R,S6,S7,0.42655048498282977
H,R,S6,S8,0.5139815604361668
H,R,S6,S9,0.5387251496351783
H,R,S7,S1,0.30415241875510335
H,R,S7,S2,1.140892387818937
H,R,S7,S3,0.36015641837812906
H,R,S7,S4,0.6983802871589952
H,R,S7,S5,0.38396837241709625
H,R,S7,S6,0.42655048498282977
H,R,S7,S7,0.34720896241163435
H,R,S7,S8,0.4541863863634016
H,R,S7,S9,0.5059356742285083
H,R,S8,S1,0.3071200142236762
H,R,S8,S2,1.2397856865378594
H,R,S8,S3,0.4056978817138781
H,R,S8,S4,0.8455527685243165
H,R,S8,S5,0.3943116139818953
H,R,S8,S6,0.5139815604361668
H,R,S8,S7,0.4541863863634016
H,R,S8,S8,0.29885618679337506
H,R,S8,S9,0.5703409049215771
H,R,S9,S1,0.46502962140535153
H,R,S9,S2,0.944301642552955
H,R,S9,S3,0.5188886853804157
H,R,S9,S4,0.6725826967019495
H,R,S9,S5,0.5134693087479423
H,R,S9,S6,0.5387251496351783
H,R,S9,S7,0.5059356742285083
H,R,S9,S8,0.5703409049215771
H,R,S9,S9,0.7781925407358559
H,F,S1,S1,0.3376604254476029
H,F,S1,S2,0.36275124834618466
H,F,S1,S3,0.48056628398017104
H,F,S1,S4,0.30468382271632105
H,F,S1,S5,0.43686733106386844
H,F,S1,S6,0.5185121867147708
H,F,S1,S7,0.6638260545022361
H,F,S1,S8,0.7061697305056454
H,F,S1,S9,1.2377617069933042
H,F,S2,S1,0.36275124834618466
H,F,S2,S2,0.23298471218000266
H,F,S2,S3,0.6898663772996543
H,F,S2,S4,0.42294317507673906
H,F,S2,S5,0.6291895632182885
H,F,S2,S6,0.5290157381050529
H,F,S2,S7,1.092526233224921
H,F,S2,S8,0.9716237409446876
H,F,S2,S9,2.3172718663354273
H,F,S3,S1,0.48056628398017104
H,F,S3,S2,0.6898663772996543
H,F,S3,S3,0.36858647598129357
H,F,S3,S4,0.4602517352379014
H,F,S3,S5,0.410434036946299
H,F,S3,S6,0.36137603668905827
H,F,S3,S7,0.5585535651864217
H,F,S3,S8,0.5974666528053021
H,F,S3,S9,1.1732763133898345
H,F,S4,S1,0.30468382271632105
H,F,S4,S2,0.42294317507673906
H,F,S4,S3,0.4602517352379014
H,F,S4,S4,0.38751133151696693
H,F,S4,S5,0.4226388702289454
H,F,S4,S6,0.36783566693366637
H,F,S4,S7,0.6891868711327096
H,F,S4,S8,0.7744567666962239
H,F,S4,S9,1.5838478242658385
H,F,S5,S1,0.43686733106386844
H,F,S5,S2,0.6291895632182885
H,F,S5,S3,0.410434036946299
H,F,S5,S4,0.4226388702289454
H,F,S5,S5,0.18216088061762017
H,F,S5,S6,0.40265640160436866
H,F,S5,S7,0.2973447993077718
H,F,S5,S8,0.4529919597132826
H,F,S5,S9,0.6419911404634808
H,F,S6,S1,0.5185121867147708
H,F,S6,S2,0.5290157381050529
H,F,S6,S3,0.36137603668905827
H,F,S6,S4,0.36783566693366637
H,F,S6,S5,0.40265640160436866
H,F,S6,S6,0.3117843455615918
H,F,S6,S7,0.6222812272924103
H,F,S6,S8,0.7257195336298526
H,F,S6,S9,1.370441555364331
H,F,S7,S1,0.6638260545022361
H,F,S7,S2,1.092526233224921
H,F,S7,S3,0.5585535651864217
H,F,S7,S4,0.6891868711327096
H,F,S7,S5,0.2973447993077718
H,F,S7,S6,0.6222812272924103
H,F,S7,S7,0.47468156310202086
H,F,S7,S8,0.3981823530475103
H,F,S7,S9,0.5793911429536152
H,F,S8,S1,0.7061697305056454
H,F,S8,S2,0.9716237409446876
H,F,S8,S3,0.5974666528053021
H,F,S8,S4,0.7744567666962239
H,F,S8,S5,0.4529919597132826
H,F,S8,S6,0.7257195336298526
H,F,S8,S7,0.3981823530475103
H,F,S8,S8,0.4059256849591433
H,F,S8,S9,0.42608327084089936
H,F,S9,S1,1.2377617069933042
H,F,S9,S2,2.3172718663354273
H,F,S9,S3,1.1732763133898345
H,F,S9,S4,1.5838478242658385
H,F,S9,S5,0.6419911404634808
H,F,S9,S6,1.370441555364331
H,F,S9,S7,0.5793911429536152
H,F,S9,S8,0.42608327084089936
H,F,S9,S9,0.5938232711758638
H,T,S1,S1,0.3033856670645641
H,T,S1,S2,0.26081499028882515
H,T,S1,S3,0.44833303426558435
H,T,S1,S4,0.4035640476016093
H,T,S1,S5,0.42217499723239904
H,T,S1,S6,0.8214383043586939
H,T,S1,S7,0.5163104880299285
H,T,S1,S8,0.3628775631283543
H,T,S1,S9,0.3787892814497076
H,T,S2,S1,0.26081499028882515
H,T,S2,S2,0.23106048347024633
H,T,S2,S3,0.3133494127368736
H,T,S2,S4,0.3136275886526262
H,T,S2,S5,0.3842868251163868
H,T,S2,S6,0.819627164160183
H,T,S2,S7,0.4460807638339166
H,T,S2,S8,0.3602905711388775
H,T,S2,S9,0.37246070039485074
H,T,S3,S1,0.44833303426558435
H,T,S3,S2,0.3133494127368736
H,T,S3,S3,0.2780143626273433
H,T,S3,S4,0.32942003712480483
H,T,S3,S5,0.46216911930628896
H,T,S3,S6,0.8126204525045647
H,T,S3,S7,0.44034336823959785
H,T,S3,S8,0.4606537289890946
H,T,S3,S9,0.5828559957731813
H,T,S4,S1,0.4035640476016093
H,T,S4,S2,0.3136275886526262
H,T,S4,S3,0.32942003712480483
H,T,S4,S4,0.2354554023552173
H,T,S4,S5,0.4493943098479771
H,T,S4,S6,0.8756521184065047
H,T,S4,S7,0.4386938338109236
H,T,S4,S8,0.5751360896432918
H,T,S4,S9,0.41545925401383693
H,T,S5,S1,0.42217499723239904
H,T,S5,S2,0.3842868251163868
H,T,S5,S3,0.46216911930628896
H,T,S5,S4,0.4493943098479771
H,T,S5,S5,0.22277295190950375
H,T,S5,S6,0.40381622457687705
H,T,S5,S7,0.32691062271386473
H,T,S5,S8,0.3515351029989417
H,T,S5,S9,0.5176877350035376
H,T,S6,S1,0.8214383043586939
H,T,S6,S2,0.819627164160183
H,T,S6,S3,0.8126204525045647
H,T,S6,S4,0.8756521184065047
H,T,S6,S5,0.40381622457687705
H,T,S6,S6,0.4857757044624469
H,T,S6,S7,0.4823368181796782
H,T,S6,S8,0.6349052915045299
H,T,S6,S9,1.2910316860449456
H,T,S7,S1,0.5163104880299285
H,T,S7,S2,0.4460807638339166
H,T,S7,S3,0.44034336823959785
H,T,S7,S4,0.4386938338109236
H,T,S7,S5,0.32691062271386473
H,T,S7,S6,0.4823368181796782
H,T,S7,S7,0.332545539415925
H,T,S7,S8,0.5106717522166598
H,T,S7,S9,0.7623739848849638
H,T,S8,S1,0.3628775631283543
H,T,S8,S2,0.3602905711388775
H,T,S8,S3,0.4606537289890946
H,T,S8,S4,0.5751360896432918
H,T,S8,S5,0.3515351029989417
H,T,S8,S6,0.6349052915045299
H,T,S8,S7,0.5106717522166598
H,T,S8,S8,0.42355541105945427
H,T,S8,S9,0.6116571239902703
H,T,S9,S1,0.3787892814497076
H,T,S9,S2,0.37246070039485074
H,T,S9,S3,0.5828559957731813
H,T,S9,S4,0.41545925401383693
H,T,S9,S5,0.5176877350035376
H,T,S9,S6,1.2910316860449456
H,T,S9,S7,0.7623739848849638
H,T,S9,S8,0.6116571239902703
H,T,S9,S9,0.38931450599410544
delta_H,L,S1,S1,0.0
delta_H,L,S1,S2,0.9387278411633722
delta_H,L,S1,S3,0.14921554582178342
delta_H,L,S1,S4,0.18558996775945769
delta_H,L,S1,S5,0.060230101798015856
delta_H,L,S1,S6,0.07172767107298883
delta_H,L,S1,S7,0.020152744044167337
delta_H,L,S1,S8,0.043627985240880685
delta_H,L,S1,S9,0.4714620511582498
delta_H,L,S2,S1,0.9387278411633722
delta_H,L,S2,S2,0.0
delta_H,L,S2,S3,0.7079031577644653
delta_H,L,S2,S4,0.167131089942046
delta_H,L,S2,S5,0.4843775984839624
delta_H,L,S2,S6,0.40986068192787106
delta_H,L,S2,S7,0.7934003273603456
delta_H,L,S2,S8,1.2784029912492387
delta_H,L,S2,S9,5.057201954289649
delta_H,L,S3,S1,0.14921554582178342
delta_H,L,S3,S2,0.7079031577644653
delta_H,L,S3,S3,0.0
delta_H,L,S3,S4,0.08367888655793926
delta_H,L,S3,S5,0.029949946197358412
delta_H,L,S3,S6,0.03073600316848646
delta_H,L,S3,S7,0.06543431852419668
delta_H,L,S3,S8,0.13802315125696452
delta_H,L,S3,S9,1.2459412714282458
delta_H,L,S4,S1,0.18558996775945769
delta_H,L,S4,S2,0.167131089942046
delta_H,L,S4,S3,0.08367888655793926
delta_H,L,S4,S4,0.0
delta_H,L,S4,S5,-0.06004235373573802
delta_H,L,S4,S6,-0.0843730985938666
delta_H,L,S4,S7,0.09547985256939262
delta_H,L,S4,S8,0.12391993528288459
delta_H,L,S4,S9,2.2200434516812253
delta_H,L,S5,S1,0.060230101798015856
delta_H,L,S5,S2,0.4843775984839624
delta_H,L,S5,S3,0.029949946197358412
delta_H,L,S5,S4,-0.06004235373573802
delta_H,L,S5,S5,0.0
delta_H,L,S5,S6,0.02765311111498242
delta_H,L,S5,S7,-0.006578618352515386
delta_H,L,S5,S8,-0.007706478205288303
delta_H,L,S5,S9,0.5183238234473442
delta_H,L,S6,S1,0.07172767107298883
delta_H,L,S6,S2,0.40986068192787106
delta_H,L,S6,S3,0.03073600316848646
delta_H,L,S6,S4,-0.0843730985938666
delta_H,L,S6,S5,0.02765311111498242
delta_H,L,S6,S6,0.0
delta_H,L,S6,S7,0.0012619666578594924
delta_H,L,S6,S8,0.17508465853598598
delta_H,L,S6,S9,0.9642903857371581
delta_H,L,S7,S1,0.020152744044167337
delta_H,L,S7,S2,0.7934003273603456
delta_H,L,S7,S3,0.06543431852419668
delta_H,L,S7,S4,0.09547985256939262
delta_H,L,S7,S5,-0.006578618352515386
delta_H,L,S7,S6,0.0012619666578594924
delta_H,L,S7,S7,0.0
delta_H,L,S7,S8,0.059968017056965306
delta_H,L,S7,S9,0.9716092153478411
delta_H,L,S8,S1,0.043627985240880685
delta_H,L,S8,S2,1.2784029912492387
delta_H,L,S8,S3,0.13802315125696452
delta_H,L,S8,S4,0.12391993528288459
delta_H,L,S8,S5,-0.007706478205288303
delta_H,L,S8,S6,0.17508465853598598
delta_H,L,S8,S7,0.059968017056965306
delta_H,L,S8,S8,0.0
delta_H,L,S8,S9,0.44037693847839154
delta_H,L,S9,S1,0.4714620511582498
delta_H,L,S9,S2,5.057201954289649
delta_H,L,S9,S3,1.2459412714282458
delta_H,L,S9,S4,2.2200434516812253
delta_H,L,S9,S5,0.5183238234473442
delta_H,L,S9,S6,0.9642903857371581
delta_H,L,S9,S7,0.9716092153478411
delta_H,L,S9,S8,0.44037693847839154
delta_H,L,S9,S9,0.0
delta_H,R,S1,S1,0.0
delta_H,R,S1,S2,1.1690771047320854
delta_H,R,S1,S3,0.13330962987923115
delta_H,R,S1,S4,0.5887310261072097
delta_H,R,S1,S5,0.027716687258884987
delta_H,R,S1,S6,0.13390588181377666
delta_H,R,S1,S7,0.022413794818081645
delta_H,R,S1,S8,0.049557778095784155
delta_H,R,S1,S9,-0.03220079169378093
delta_H,R,S2,S1,1.1690771047320854
delta_H,R,S2,S2,0.0
delta_H,R,S2,S3,0.8833350387228165
delta_H,R,S2,S4,0.13586747357418816
delta_H,R,S2,S5,0.25468182528245564
delta_H,R,S2,S6,0.4033855165722177
delta_H,R,S2,S7,0.8405753217902441
delta_H,R,S2,S8,0.963645008318296
delta_H,R,S2,S9,0.42849278736215124
delta_H,R,S3,S1,0.13330962987923115
delta_H,R,S3,S2,0.8833350387228165
delta_H,R,S3,S3,0.0
delta_H,R,S3,S4,0.33398201540358946
delta_H,R,S3,S5,0.08703154510013644
delta_H,R,S3,S6,0.08312485059845781
delta_H,R,S3,S7,0.06239257158528044
delta_H,R,S3,S8,0.13211042273015916
delta_H,R,S3,S9,0.005633049425456282
delta_H,R,S4,S1,0.5887310261072097
delta_H,R,S4,S2,0.13586747357418816
delta_H,R,S4,S3,0.33398201540358946
